"","Jmax_Spec_Tleaf.5.comps"
"(Intercept)",167.05720128484
"Wave_500",-0.0139734901840007
"Wave_501",-0.0130759217671281
"Wave_502",-0.0121958786951741
"Wave_503",-0.0110527120937479
"Wave_504",-0.00973625377297602
"Wave_505",-0.00833826601149496
"Wave_506",-0.00688974544449584
"Wave_507",-0.00530182850256184
"Wave_508",-0.00398876188276432
"Wave_509",-0.00250757812005972
"Wave_510",-0.000474679801281453
"Wave_511",0.000953364611730765
"Wave_512",0.0024810864341474
"Wave_513",0.00410977288971559
"Wave_514",0.00547239704662432
"Wave_515",0.00624863044532497
"Wave_516",0.00693544213238334
"Wave_517",0.00753624795051369
"Wave_518",0.00842183706154732
"Wave_519",0.00953839386325077
"Wave_520",0.0104978403569396
"Wave_521",0.0112902523356581
"Wave_522",0.011827123519206
"Wave_523",0.0121864979667518
"Wave_524",0.0119562090539505
"Wave_525",0.0106625565562676
"Wave_526",0.00955387530005387
"Wave_527",0.00828976863023625
"Wave_528",0.00772287251841266
"Wave_529",0.00760239240120484
"Wave_530",0.00698642953488993
"Wave_531",0.00526722210544093
"Wave_532",0.00305486775090408
"Wave_533",0.000395460462946345
"Wave_534",-0.00127528768940649
"Wave_535",-0.00314036854518381
"Wave_536",-0.00505052489923936
"Wave_537",-0.00677585779205469
"Wave_538",-0.0097585432082034
"Wave_539",-0.0124674664488536
"Wave_540",-0.0145530072314642
"Wave_541",-0.0162821438122194
"Wave_542",-0.0179867769861612
"Wave_543",-0.0193225366977093
"Wave_544",-0.0212844909141707
"Wave_545",-0.023689304442227
"Wave_546",-0.0285002817427161
"Wave_547",-0.0349555423036978
"Wave_548",-0.0422177778179212
"Wave_549",-0.0460011629973548
"Wave_550",-0.046398695958204
"Wave_551",-0.0455662829172304
"Wave_552",-0.0448712101419509
"Wave_553",-0.0471907362287836
"Wave_554",-0.0495555128330405
"Wave_555",-0.0508294151841187
"Wave_556",-0.0494159076570311
"Wave_557",-0.0500314016381638
"Wave_558",-0.050847604108414
"Wave_559",-0.0511337691098883
"Wave_560",-0.0504498263309904
"Wave_561",-0.0480059437453326
"Wave_562",-0.045004756899051
"Wave_563",-0.0429619986542423
"Wave_564",-0.0418457592207168
"Wave_565",-0.0406326075005735
"Wave_566",-0.0391741612620771
"Wave_567",-0.0372597245555871
"Wave_568",-0.0356527895568751
"Wave_569",-0.0339154062299498
"Wave_570",-0.0320157227537196
"Wave_571",-0.0297144449670958
"Wave_572",-0.027650947359336
"Wave_573",-0.0259367384932253
"Wave_574",-0.0248381853665086
"Wave_575",-0.0237654776540468
"Wave_576",-0.0225655861389278
"Wave_577",-0.0217055489165922
"Wave_578",-0.0209106104330098
"Wave_579",-0.0196574127791609
"Wave_580",-0.0186172220717737
"Wave_581",-0.0178691978901137
"Wave_582",-0.0170946266379702
"Wave_583",-0.0165072099256081
"Wave_584",-0.0157513978599161
"Wave_585",-0.0155371815120502
"Wave_586",-0.0153719643922076
"Wave_587",-0.0154545959126336
"Wave_588",-0.0157507438499913
"Wave_589",-0.0162369520564693
"Wave_590",-0.0163138525170151
"Wave_591",-0.0160056587387648
"Wave_592",-0.0150122536710079
"Wave_593",-0.0143601397067452
"Wave_594",-0.0136936915050261
"Wave_595",-0.0130066338177669
"Wave_596",-0.0128930715456723
"Wave_597",-0.0128923413228932
"Wave_598",-0.0129948915597932
"Wave_599",-0.0130754765195069
"Wave_600",-0.012985496417327
"Wave_601",-0.0131231322104948
"Wave_602",-0.0129767747610291
"Wave_603",-0.0127107784503573
"Wave_604",-0.0121535644239003
"Wave_605",-0.0115859372228272
"Wave_606",-0.0113173080653552
"Wave_607",-0.0105205545047851
"Wave_608",-0.00971515281664345
"Wave_609",-0.00877731985612895
"Wave_610",-0.00772855938591369
"Wave_611",-0.00694251967662936
"Wave_612",-0.00625411010621265
"Wave_613",-0.00562521892041465
"Wave_614",-0.00478386360090057
"Wave_615",-0.00410439791577169
"Wave_616",-0.00357704544154351
"Wave_617",-0.00313605073844215
"Wave_618",-0.00295864919022212
"Wave_619",-0.00269175958011545
"Wave_620",-0.00227538075628394
"Wave_621",-0.00180653806936588
"Wave_622",-0.00138269599122022
"Wave_623",-0.000911300402612225
"Wave_624",-0.000476816399988044
"Wave_625",3.69671128588531e-05
"Wave_626",0.000460966474041997
"Wave_627",0.00100199382546434
"Wave_628",0.00145400954284836
"Wave_629",0.00199757171893642
"Wave_630",0.00245369585726999
"Wave_631",0.00280555949081277
"Wave_632",0.00284651494177591
"Wave_633",0.00276704948795041
"Wave_634",0.00249296400721799
"Wave_635",0.00222230621806859
"Wave_636",0.00173591692103696
"Wave_637",0.00162340872445956
"Wave_638",0.00131834576522168
"Wave_639",0.000813735953355736
"Wave_640",0.000951862219400324
"Wave_641",0.00105893742506268
"Wave_642",0.00107228639362539
"Wave_643",0.000924846622133324
"Wave_644",0.000703704853115694
"Wave_645",0.000510983493481897
"Wave_646",0.000112822409816962
"Wave_647",-0.000477946496780799
"Wave_648",-0.000704964488548423
"Wave_649",-0.000951041627103888
"Wave_650",-0.00136025800944263
"Wave_651",-0.00206217512131002
"Wave_652",-0.00253141706668798
"Wave_653",-0.00280370356458862
"Wave_654",-0.0030083150554548
"Wave_655",-0.00299730660891693
"Wave_656",-0.00320440790890727
"Wave_657",-0.00404332313613489
"Wave_658",-0.0055520369151393
"Wave_659",-0.00675076601197679
"Wave_660",-0.0083933567528374
"Wave_661",-0.00950196332020008
"Wave_662",-0.00998505265107705
"Wave_663",-0.0116840410829434
"Wave_664",-0.0135343592363189
"Wave_665",-0.0147060260101926
"Wave_666",-0.0148675415633283
"Wave_667",-0.0160199023755189
"Wave_668",-0.0172763972663941
"Wave_669",-0.0183872927370991
"Wave_670",-0.0188321466807015
"Wave_671",-0.0193817017458349
"Wave_672",-0.0203482876877449
"Wave_673",-0.0216970427340421
"Wave_674",-0.0227328635745636
"Wave_675",-0.0227882420297345
"Wave_676",-0.0232568607899213
"Wave_677",-0.023848848341807
"Wave_678",-0.0239616963297645
"Wave_679",-0.0237631699605732
"Wave_680",-0.0235016175290785
"Wave_681",-0.0229232051021119
"Wave_682",-0.0219294965977132
"Wave_683",-0.0210202583841025
"Wave_684",-0.0190372434497885
"Wave_685",-0.0163188614108792
"Wave_686",-0.0128682091215328
"Wave_687",-0.00937477143702769
"Wave_688",-0.00654493854836597
"Wave_689",-0.00408031753226926
"Wave_690",-0.00251333173448233
"Wave_691",-0.00131289741918894
"Wave_692",-6.35940121898153e-05
"Wave_693",0.00042388440591732
"Wave_694",-0.000811300142614057
"Wave_695",-0.00366885796228395
"Wave_696",-0.00742918737925921
"Wave_697",-0.0123031915562744
"Wave_698",-0.0168370103898389
"Wave_699",-0.0225917532368069
"Wave_700",-0.0307552987839041
"Wave_701",-0.0384157487775845
"Wave_702",-0.0490707406502035
"Wave_703",-0.0604125533037297
"Wave_704",-0.0706262133772397
"Wave_705",-0.0798427097001605
"Wave_706",-0.0945434317345456
"Wave_707",-0.105791529016147
"Wave_708",-0.11552689535857
"Wave_709",-0.124636937912242
"Wave_710",-0.137368460701483
"Wave_711",-0.151329613122777
"Wave_712",-0.162098906672001
"Wave_713",-0.168872017248629
"Wave_714",-0.178037594887038
"Wave_715",-0.183486231587246
"Wave_716",-0.182054868909087
"Wave_717",-0.177419659449824
"Wave_718",-0.183178057664195
"Wave_719",-0.189896697422584
"Wave_720",-0.203069358811131
"Wave_721",-0.213127424700297
"Wave_722",-0.212715566476633
"Wave_723",-0.208585902995456
"Wave_724",-0.202986544057772
"Wave_725",-0.199040574208567
"Wave_726",-0.199631787527099
"Wave_727",-0.19978520345244
"Wave_728",-0.190538045893259
"Wave_729",-0.186003412344838
"Wave_730",-0.180999515024927
"Wave_731",-0.175959421828849
"Wave_732",-0.172070418289784
"Wave_733",-0.168866135793758
"Wave_734",-0.157548899038715
"Wave_735",-0.143791890676487
"Wave_736",-0.131220527059277
"Wave_737",-0.117150383268037
"Wave_738",-0.106962720214557
"Wave_739",-0.0962878873470224
"Wave_740",-0.0826949246112014
"Wave_741",-0.0695767806658276
"Wave_742",-0.0606408421092825
"Wave_743",-0.0501876181124427
"Wave_744",-0.0407949109963465
"Wave_745",-0.0275515992560216
"Wave_746",-0.0180915495360461
"Wave_747",-0.00685817498296647
"Wave_748",0.00365850179175409
"Wave_749",0.0129647191440242
"Wave_750",0.0206273436916193
"Wave_751",0.0266047894745567
"Wave_752",0.0362709069230491
"Wave_753",0.0417559812264498
"Wave_754",0.0447478899454657
"Wave_755",0.0472690914562724
"Wave_756",0.0526484458878345
"Wave_757",0.0570421304752971
"Wave_758",0.0705832771754212
"Wave_759",0.0920055908821063
"Wave_760",0.117380777269
"Wave_761",0.138721135288182
"Wave_762",0.141206398172405
"Wave_763",0.128166114790473
"Wave_764",0.116584670725228
"Wave_765",0.108649618923451
"Wave_766",0.0950590016937525
"Wave_767",0.0897531313903027
"Wave_768",0.0857841241447055
"Wave_769",0.0804240369671285
"Wave_770",0.0771481693610423
"Wave_771",0.0810296779280815
"Wave_772",0.0808848708768339
"Wave_773",0.0795100026747318
"Wave_774",0.0753629197424206
"Wave_775",0.0752805414695649
"Wave_776",0.0787853314300559
"Wave_777",0.0834841151209452
"Wave_778",0.0829666738806421
"Wave_779",0.081967955995319
"Wave_780",0.0816417604899787
"Wave_781",0.076850678207613
"Wave_782",0.0786529362410315
"Wave_783",0.0791230949409515
"Wave_784",0.0769401693580924
"Wave_785",0.0743844649748815
"Wave_786",0.0776750723543656
"Wave_787",0.077693141066364
"Wave_788",0.0818346803501245
"Wave_789",0.0803335375518001
"Wave_790",0.0754134737081925
"Wave_791",0.0768776896263405
"Wave_792",0.0761649420969003
"Wave_793",0.0751889759276364
"Wave_794",0.0759620718348297
"Wave_795",0.0737367771203059
"Wave_796",0.0740300923635377
"Wave_797",0.0774154725859797
"Wave_798",0.0777499059997924
"Wave_799",0.0762398516283485
"Wave_800",0.0757986584281424
"Wave_801",0.0756275901442791
"Wave_802",0.0749609368963745
"Wave_803",0.0730568018858502
"Wave_804",0.0712331243912463
"Wave_805",0.0654029916994394
"Wave_806",0.0664932514691412
"Wave_807",0.0643048313971075
"Wave_808",0.0666379191345614
"Wave_809",0.0680266769249502
"Wave_810",0.0664103540351459
"Wave_811",0.0684462391477421
"Wave_812",0.0700927679805574
"Wave_813",0.0694852420181469
"Wave_814",0.0717174846914731
