"","x"
"Wave_500",0.252882598556318
"Wave_501",0.253492830388777
"Wave_502",0.255246894116023
"Wave_503",0.257672171527378
"Wave_504",0.261998949074436
"Wave_505",0.267587811845516
"Wave_506",0.274649564618097
"Wave_507",0.282974058607321
"Wave_508",0.292422267390126
"Wave_509",0.304534717318717
"Wave_510",0.320567472013809
"Wave_511",0.333684995355951
"Wave_512",0.348550610216808
"Wave_513",0.364399211556664
"Wave_514",0.378676284613505
"Wave_515",0.386201802703746
"Wave_516",0.393192951088646
"Wave_517",0.402321433876157
"Wave_518",0.418859863862084
"Wave_519",0.4396675990059
"Wave_520",0.462678920735146
"Wave_521",0.481781622219166
"Wave_522",0.500080544235548
"Wave_523",0.517430912085477
"Wave_524",0.531940137740734
"Wave_525",0.536614579473048
"Wave_526",0.543982376846379
"Wave_527",0.554180031925001
"Wave_528",0.573139383156945
"Wave_529",0.595986011704737
"Wave_530",0.614860654523667
"Wave_531",0.622233582221399
"Wave_532",0.62754219464167
"Wave_533",0.634269641182105
"Wave_534",0.645123654053698
"Wave_535",0.65509322802383
"Wave_536",0.663769601311952
"Wave_537",0.670030839896208
"Wave_538",0.670422840945174
"Wave_539",0.672608859500863
"Wave_540",0.677537014879753
"Wave_541",0.685196485221345
"Wave_542",0.697769506624136
"Wave_543",0.709038425690691
"Wave_544",0.71813687557683
"Wave_545",0.722994767164594
"Wave_546",0.704690599348309
"Wave_547",0.684037241229878
"Wave_548",0.670072269933692
"Wave_549",0.67091410932124
"Wave_550",0.675373917998537
"Wave_551",0.683148958103427
"Wave_552",0.694403809688643
"Wave_553",0.711404568085072
"Wave_554",0.727111576876515
"Wave_555",0.73818942702376
"Wave_556",0.744426186883353
"Wave_557",0.7527924874639
"Wave_558",0.760514182171293
"Wave_559",0.769304494763912
"Wave_560",0.775488786770156
"Wave_561",0.777329836768475
"Wave_562",0.778887714127776
"Wave_563",0.780713800779973
"Wave_564",0.785268681490527
"Wave_565",0.791125452333222
"Wave_566",0.799200233305254
"Wave_567",0.805443964579185
"Wave_568",0.811283462679984
"Wave_569",0.814212355233005
"Wave_570",0.810579906729423
"Wave_571",0.805640153238791
"Wave_572",0.801142819787225
"Wave_573",0.796623348266343
"Wave_574",0.788461175373803
"Wave_575",0.779416761958956
"Wave_576",0.768868993150348
"Wave_577",0.757969588560685
"Wave_578",0.750402343793775
"Wave_579",0.742711033159394
"Wave_580",0.736746495970506
"Wave_581",0.732832194972072
"Wave_582",0.729132062926344
"Wave_583",0.725866175729574
"Wave_584",0.721667729600744
"Wave_585",0.714791378865442
"Wave_586",0.70532839077643
"Wave_587",0.693761670280914
"Wave_588",0.679112445482375
"Wave_589",0.666875819852169
"Wave_590",0.658296932309325
"Wave_591",0.654505365021352
"Wave_592",0.65795281013529
"Wave_593",0.660149603179401
"Wave_594",0.661311383650886
"Wave_595",0.662399848203745
"Wave_596",0.661883750438607
"Wave_597",0.660820309305558
"Wave_598",0.659625675410467
"Wave_599",0.658237065090966
"Wave_600",0.657422433833965
"Wave_601",0.657643769803606
"Wave_602",0.657140088189623
"Wave_603",0.659358657345125
"Wave_604",0.661722308788766
"Wave_605",0.662956150039827
"Wave_606",0.661040279545994
"Wave_607",0.660434912493604
"Wave_608",0.659109224172522
"Wave_609",0.656734277109234
"Wave_610",0.654651998990146
"Wave_611",0.650744461030376
"Wave_612",0.646333837196111
"Wave_613",0.642399839626393
"Wave_614",0.639261763646862
"Wave_615",0.63584208579329
"Wave_616",0.632635674958771
"Wave_617",0.629484302505792
"Wave_618",0.62446670627123
"Wave_619",0.622091892295773
"Wave_620",0.62095916896993
"Wave_621",0.619138061108888
"Wave_622",0.617653059132583
"Wave_623",0.616148401673988
"Wave_624",0.615038917728007
"Wave_625",0.614560250289126
"Wave_626",0.614756347379478
"Wave_627",0.615430879895916
"Wave_628",0.617518518019571
"Wave_629",0.61871670298555
"Wave_630",0.619850983690661
"Wave_631",0.621080668501212
"Wave_632",0.622426037997278
"Wave_633",0.62301404760341
"Wave_634",0.621646771926309
"Wave_635",0.618322466279777
"Wave_636",0.615757740622573
"Wave_637",0.613989783015834
"Wave_638",0.60854091840688
"Wave_639",0.599941712946614
"Wave_640",0.594414474862893
"Wave_641",0.586377121843842
"Wave_642",0.577647217541897
"Wave_643",0.568649531767324
"Wave_644",0.557233495270391
"Wave_645",0.546672401012488
"Wave_646",0.536232924699651
"Wave_647",0.523929628561217
"Wave_648",0.514463126486372
"Wave_649",0.504516116357528
"Wave_650",0.493974555714182
"Wave_651",0.483513480025653
"Wave_652",0.474903497840498
"Wave_653",0.465648438109852
"Wave_654",0.456995116100639
"Wave_655",0.450462530360223
"Wave_656",0.441303347280067
"Wave_657",0.428265770528154
"Wave_658",0.413242380800299
"Wave_659",0.397876387825875
"Wave_660",0.383122127132604
"Wave_661",0.369842477510081
"Wave_662",0.358232947335533
"Wave_663",0.342619674473967
"Wave_664",0.327742144738951
"Wave_665",0.314869562935538
"Wave_666",0.304046870803142
"Wave_667",0.296849740901743
"Wave_668",0.291216565354936
"Wave_669",0.287429923766682
"Wave_670",0.283927906612574
"Wave_671",0.279447073103607
"Wave_672",0.277362418886355
"Wave_673",0.278661190385355
"Wave_674",0.280149344474032
"Wave_675",0.279875937630526
"Wave_676",0.281573848518764
"Wave_677",0.283814956724937
"Wave_678",0.283882599716878
"Wave_679",0.283947171832157
"Wave_680",0.284117683935456
"Wave_681",0.283457010451003
"Wave_682",0.282453600968874
"Wave_683",0.28466785189565
"Wave_684",0.28557696423593
"Wave_685",0.288864398485133
"Wave_686",0.304044433291153
"Wave_687",0.336544118473221
"Wave_688",0.379205162666145
"Wave_689",0.427321355126572
"Wave_690",0.489986594744969
"Wave_691",0.554753359141999
"Wave_692",0.621884637540281
"Wave_693",0.694758673809257
"Wave_694",0.764838401422373
"Wave_695",0.842942294354932
"Wave_696",0.919840873438936
"Wave_697",0.991461436773054
"Wave_698",1.05605176902517
"Wave_699",1.12292687698394
"Wave_700",1.19444196523121
"Wave_701",1.2605063253532
"Wave_702",1.33287594281045
"Wave_703",1.41054394350362
"Wave_704",1.48301287973697
"Wave_705",1.54968988922006
"Wave_706",1.636024820626
"Wave_707",1.71372080724079
"Wave_708",1.7856358843239
"Wave_709",1.85501186862672
"Wave_710",1.94096313965217
"Wave_711",2.03143858735728
"Wave_712",2.1061506510507
"Wave_713",2.15995142886565
"Wave_714",2.22140861158169
"Wave_715",2.25810510127024
"Wave_716",2.25799400119849
"Wave_717",2.24324420142605
