"","LMA_gDW_m2.12.comps"
"(Intercept)",53.0048286150042
"Wave_500",-0.0472986688999649
"Wave_501",-0.0562354870309651
"Wave_502",-0.0509736979904709
"Wave_503",-0.028615303982847
"Wave_504",-0.00502914871206455
"Wave_505",0.00231366010342402
"Wave_506",0.0149318900110979
"Wave_507",0.0349918900186496
"Wave_508",0.0514548819120613
"Wave_509",0.0646430968243531
"Wave_510",0.0753681623233296
"Wave_511",0.0884878593054783
"Wave_512",0.095174540812041
"Wave_513",0.105279561845754
"Wave_514",0.113714185111847
"Wave_515",0.125459944082521
"Wave_516",0.142921695220025
"Wave_517",0.157498788301498
"Wave_518",0.163198623782215
"Wave_519",0.161579529166129
"Wave_520",0.163145478777689
"Wave_521",0.158950798208602
"Wave_522",0.157914443051151
"Wave_523",0.137684728050164
"Wave_524",0.118358182004159
"Wave_525",0.129991147843689
"Wave_526",0.119728860837873
"Wave_527",0.0963598850172007
"Wave_528",0.0958245482050241
"Wave_529",0.0808909325334152
"Wave_530",0.0649185852846647
"Wave_531",0.0719842570843606
"Wave_532",0.05689303307781
"Wave_533",0.0527813617276527
"Wave_534",0.0455409742415812
"Wave_535",0.0326366526813436
"Wave_536",0.00500501910684475
"Wave_537",-0.0151732047657839
"Wave_538",-0.0212045350404314
"Wave_539",-0.0344366572214649
"Wave_540",-0.0488995976992604
"Wave_541",-0.0738912118298303
"Wave_542",-0.0860085972212224
"Wave_543",-0.100592255255406
"Wave_544",-0.112351334269637
"Wave_545",-0.114733415682233
"Wave_546",-0.124127931078106
"Wave_547",-0.126303390968459
"Wave_548",-0.138773534137612
"Wave_549",-0.15045638421321
"Wave_550",-0.145550361307361
"Wave_551",-0.154113010835367
"Wave_552",-0.154444585054022
"Wave_553",-0.135768720430391
"Wave_554",-0.142855101705188
"Wave_555",-0.149246526373568
"Wave_556",-0.135500693240852
"Wave_557",-0.112872295395641
"Wave_558",-0.102769930054244
"Wave_559",-0.0958343840438026
"Wave_560",-0.0907269940416961
"Wave_561",-0.0858823075066846
"Wave_562",-0.0937864368474737
"Wave_563",-0.0839232736509814
"Wave_564",-0.0779995839547799
"Wave_565",-0.0769489443036349
"Wave_566",-0.0689949435708432
"Wave_567",-0.0526519930786989
"Wave_568",-0.0399339698867986
"Wave_569",-0.0232671474047655
"Wave_570",-0.0113141920320036
"Wave_571",-0.00912903944299976
"Wave_572",-0.0168936290126517
"Wave_573",-0.0118986538689744
"Wave_574",-0.00653586288590167
"Wave_575",-0.00157051915853866
"Wave_576",-0.000849149138932387
"Wave_577",-0.00582326747784471
"Wave_578",-0.001314779055406
"Wave_579",0.000712140934177406
"Wave_580",6.96075278954229e-05
"Wave_581",0.00654970725615859
"Wave_582",0.0129549670086213
"Wave_583",0.0098626889212467
"Wave_584",0.0127111308094745
