"","Vcmax25_Rog.4.comps"
"(Intercept)",91.3841614218743
"Wave_530",0.00164122887117371
"Wave_531",0.00125924324810073
"Wave_532",0.000462849120412323
"Wave_533",-0.00042391938552307
"Wave_534",-0.00143062135453114
"Wave_535",-0.00209337704971908
"Wave_536",-0.00282349318340796
"Wave_537",-0.00360851937753603
"Wave_538",-0.00412357718374318
"Wave_539",-0.00458750042120723
"Wave_540",-0.00511770266770968
"Wave_541",-0.00600203840071048
"Wave_542",-0.00629545612434208
"Wave_543",-0.00682588808593593
"Wave_544",-0.00749184731119619
"Wave_545",-0.00794040749114392
"Wave_546",-0.00817858225732372
"Wave_547",-0.00833114956488118
"Wave_548",-0.00836886993849081
"Wave_549",-0.00872898987690622
"Wave_550",-0.00909888890060397
"Wave_551",-0.00965823496447062
"Wave_552",-0.0103854426037692
"Wave_553",-0.0104950809352094
"Wave_554",-0.0104520011678631
"Wave_555",-0.0103442709960443
"Wave_556",-0.0102995550815348
"Wave_557",-0.0105918055635205
"Wave_558",-0.0111325250470192
"Wave_559",-0.0110416251331646
"Wave_560",-0.0106993567601811
"Wave_561",-0.0104076001773568
"Wave_562",-0.0101247530863302
"Wave_563",-0.00960937520108062
"Wave_564",-0.00929625487512099
"Wave_565",-0.00899900600272376
"Wave_566",-0.00866897033219385
"Wave_567",-0.00785279808885128
"Wave_568",-0.00711906990062586
"Wave_569",-0.00644000784084216
"Wave_570",-0.00563305092448737
"Wave_571",-0.00521210156395914
"Wave_572",-0.00487436101580549
"Wave_573",-0.00451201660550858
"Wave_574",-0.00410999962047798
"Wave_575",-0.00371013122026389
"Wave_576",-0.00328988240143266
"Wave_577",-0.00307166993240567
"Wave_578",-0.0025850104927248
"Wave_579",-0.00220988470509173
"Wave_580",-0.00195462141058842
"Wave_581",-0.00152680651667809
"Wave_582",-0.00131783194737785
"Wave_583",-0.00115389309835682
"Wave_584",-0.000970146568309531
"Wave_585",-0.000542853792988497
"Wave_586",-0.000117727627472354
"Wave_587",0.00019127948376151
"Wave_588",0.000283239304582732
"Wave_589",0.000637975888046179
"Wave_590",0.000938355777278993
"Wave_591",0.00107432805087852
"Wave_592",0.00145826762040252
"Wave_593",0.00171812674411095
"Wave_594",0.0019539692998612
"Wave_595",0.00218532151822374
"Wave_596",0.0023161595841
"Wave_597",0.00253400830624854
"Wave_598",0.00282681437146486
"Wave_599",0.00318989586856712
"Wave_600",0.00342405332438838
"Wave_601",0.003649200494355
"Wave_602",0.00393228728541684
"Wave_603",0.0043732417636806
"Wave_604",0.00468348782841099
"Wave_605",0.00493452432269895
"Wave_606",0.00518745596416499
"Wave_607",0.00537584505926258
"Wave_608",0.00559227317179813
"Wave_609",0.00580834868525952
"Wave_610",0.00604272361194982
"Wave_611",0.00627711485376756
"Wave_612",0.00661345297916965
"Wave_613",0.00709012448202246
"Wave_614",0.00728032872699137
"Wave_615",0.00724161470922665
"Wave_616",0.00729278118936707
"Wave_617",0.00756648485760343
"Wave_618",0.00765496563698983
"Wave_619",0.00777188927378523
"Wave_620",0.00788442241993004
"Wave_621",0.00803086451112972
"Wave_622",0.00803920077311081
"Wave_623",0.00809951768473355
"Wave_624",0.00816647503986305
"Wave_625",0.00827192362333299
"Wave_626",0.00840283091116385
"Wave_627",0.00848128459392919
"Wave_628",0.00847978107269343
"Wave_629",0.0085324330248272
"Wave_630",0.00856437035511109
"Wave_631",0.00861484226148332
"Wave_632",0.00870772360654819
"Wave_633",0.00914750942987261
"Wave_634",0.00947665803417467
"Wave_635",0.00967238555803816
"Wave_636",0.00983117978094718
"Wave_637",0.0102466050784351
"Wave_638",0.010720655547822
"Wave_639",0.0112293818665526
"Wave_640",0.0117917061481836
"Wave_641",0.0122171235141253
"Wave_642",0.012684243264865
"Wave_643",0.0131829146861046
"Wave_644",0.013555908909
"Wave_645",0.0138208747199853
"Wave_646",0.0141336805567877
"Wave_647",0.0145790155806862
"Wave_648",0.0146848025431667
"Wave_649",0.0147450465157636
"Wave_650",0.0147406885242115
"Wave_651",0.0145924468038424
"Wave_652",0.0144663966130497
"Wave_653",0.0145265336927052
"Wave_654",0.0147104327746609
"Wave_655",0.014950550202725
"Wave_656",0.0150049908754682
"Wave_657",0.0149805754510036
"Wave_658",0.0149753732934304
"Wave_659",0.0152979811191138
"Wave_660",0.0155059210283892
"Wave_661",0.015751350971461
"Wave_662",0.01604237169165
"Wave_663",0.0163331700010036
"Wave_664",0.0166889456399095
"Wave_665",0.0169788966127456
"Wave_666",0.017130703088153
"Wave_667",0.0172452074957277
"Wave_668",0.0174923452415489
"Wave_669",0.0178135831422007
"Wave_670",0.0182495821758946
"Wave_671",0.0185244187758269
"Wave_672",0.0187626791227418
"Wave_673",0.0189636018475203
"Wave_674",0.0191834452984527
"Wave_675",0.0194576809749108
"Wave_676",0.0197510825783157
"Wave_677",0.0199880943487883
"Wave_678",0.0200104898663459
"Wave_679",0.0202546868321185
"Wave_680",0.020364083217672
"Wave_681",0.0202965196772341
"Wave_682",0.0202755533655335
"Wave_683",0.0198552719348676
"Wave_684",0.0191906706388622
"Wave_685",0.0183445134428345
"Wave_686",0.0176870640212123
"Wave_687",0.0165989148106621
"Wave_688",0.015361325699742
"Wave_689",0.0139574989261339
"Wave_690",0.0119236805343151
"Wave_691",0.00912203016896584
"Wave_692",0.00680535258270832
"Wave_693",0.00503896150913494
"Wave_694",0.00166087665353125
"Wave_695",-0.000270367617757135
"Wave_696",-0.00222609414813371
"Wave_697",-0.00521802679068275
"Wave_698",-0.00894123599122226
"Wave_699",-0.0109531587249796
"Wave_700",-0.0131916439847574
"Wave_701",-0.0159920429814742
"Wave_702",-0.0171043029460771
"Wave_703",-0.0186816099505043
"Wave_704",-0.020976349628325
"Wave_705",-0.0231517498649772
"Wave_706",-0.0235204125954143
"Wave_707",-0.0246220873431606
"Wave_708",-0.0264942400467124
"Wave_709",-0.0282469131826652
"Wave_710",-0.0282895520160708
"Wave_711",-0.0283791306504759
"Wave_712",-0.0294917157172665
"Wave_713",-0.0309297890361823
"Wave_714",-0.0303519141908279
"Wave_715",-0.0300099108369916
"Wave_716",-0.0301352607005794
"Wave_717",-0.0304102215535789
"Wave_718",-0.0302914879633284
"Wave_719",-0.0293198292402587
"Wave_720",-0.0282265724373886
"Wave_721",-0.0278205066300741
"Wave_722",-0.0278229932244532
"Wave_723",-0.026421521052667
"Wave_724",-0.0248022512222446
"Wave_725",-0.0234102710398755
"Wave_726",-0.0216229948531594
"Wave_727",-0.0206919739817089
"Wave_728",-0.0193113567288949
"Wave_729",-0.017405070812408
"Wave_730",-0.0160679786840034
"Wave_731",-0.0144878453539698
"Wave_732",-0.0127977643222701
"Wave_733",-0.011432594317537
"Wave_734",-0.0101326511030898
"Wave_735",-0.00860582207004052
"Wave_736",-0.00703268428526092
"Wave_737",-0.00592624605905311
"Wave_738",-0.00520892684566466
"Wave_739",-0.00393983881757529
"Wave_740",-0.00282114784693064
"Wave_741",-0.00219064151257598
"Wave_742",-0.00132865030408899
"Wave_743",0.00017082104640188
"Wave_744",0.00112810736427014
"Wave_745",0.00214020474504324
"Wave_746",0.00357776979205396
"Wave_747",0.00422045049192521
"Wave_748",0.00481334493753246
"Wave_749",0.00567793781056367
"Wave_750",0.00647253679133144
"Wave_751",0.00711962120497147
"Wave_752",0.00771559028722604
"Wave_753",0.00826062421493599
"Wave_754",0.00897562234790875
"Wave_755",0.0093195518473433
"Wave_756",0.00967685745965621
"Wave_757",0.0101395663517767
"Wave_758",0.010609411831526
"Wave_759",0.0106987110884585
"Wave_760",0.0110158594605821
"Wave_761",0.011108738073351
"Wave_762",0.0111626269876575
"Wave_763",0.0112248337448575
"Wave_764",0.0116119529739809
"Wave_765",0.0115160792558694
"Wave_766",0.011375192582104
"Wave_767",0.0114889894489652
"Wave_768",0.0117621596954951
"Wave_769",0.0117569162442846
"Wave_770",0.0116174446982575
"Wave_771",0.0115410756359716
"Wave_772",0.0116612919620706
"Wave_773",0.0113444775030578
"Wave_774",0.0112823154761188
"Wave_775",0.0115991732820084
"Wave_776",0.0117797315684971
"Wave_777",0.0112933999184521
"Wave_778",0.0109793924106913
"Wave_779",0.0108864781675597
"Wave_780",0.0111409631923356
"Wave_781",0.0117018586394001
"Wave_782",0.011603174983372
"Wave_783",0.0115614389170168
"Wave_784",0.0113734273331782
"Wave_785",0.0105596386991444
"Wave_786",0.010940174330044
"Wave_787",0.0113413860981858
"Wave_788",0.0114615897753411
"Wave_789",0.0112820242964373
"Wave_790",0.0112350943478149
"Wave_791",0.0108572952265456
"Wave_792",0.0107650155595241
"Wave_793",0.0107890666766244
"Wave_794",0.0105374153097223
"Wave_795",0.0109473949748396
"Wave_796",0.0112651078021044
"Wave_797",0.0112536562471866
"Wave_798",0.0108681774686975
"Wave_799",0.010351143226559
"Wave_800",0.0106595114243093
"Wave_801",0.0108316392720366
"Wave_802",0.0108264710015467
"Wave_803",0.0109204964447606
"Wave_804",0.0111312308268119
"Wave_805",0.0110758356406538
"Wave_806",0.01108395082286
"Wave_807",0.0110978472267824
"Wave_808",0.0107018498182053
"Wave_809",0.0109480408700507
"Wave_810",0.0110811562247396
"Wave_811",0.0110404315666647
"Wave_812",0.0108069795399698
"Wave_813",0.0110998059282328
"Wave_814",0.0111907033432804
"Wave_815",0.0109518026465589
"Wave_816",0.0108561380047806
"Wave_817",0.0107737979534521
"Wave_818",0.0109133243172338
"Wave_819",0.0108694885947374
"Wave_820",0.0108254802802637
"Wave_821",0.0106340911032366
"Wave_822",0.0100981202338347
"Wave_823",0.00988129857926046
"Wave_824",0.0100308064101334
"Wave_825",0.0102815494616466
"Wave_826",0.0105401119175741
"Wave_827",0.0105947015269849
"Wave_828",0.0109410378715422
"Wave_829",0.0104940741088818
"Wave_830",0.0101675496791016
"Wave_831",0.00987847698378086
"Wave_832",0.00955089803455448
"Wave_833",0.009748540363629
"Wave_834",0.0101253405166316
"Wave_835",0.0101646951163544
"Wave_836",0.0100309563009345
"Wave_837",0.0102100021229789
"Wave_838",0.010530946512495
"Wave_839",0.0103868897991672
"Wave_840",0.0103064392138774
"Wave_841",0.00972853939719556
"Wave_842",0.00905899387251879
"Wave_843",0.00967840055651753
"Wave_844",0.00923712172338808
"Wave_845",0.0093283403266787
"Wave_846",0.00926732354235017
"Wave_847",0.00910411817909477
"Wave_848",0.00869879408718323
"Wave_849",0.0102169337462773
"Wave_850",0.00992831492157993
"Wave_851",0.00960780434407774
"Wave_852",0.00927593926988488
"Wave_853",0.00905748995721216
"Wave_854",0.00997473840286399
"Wave_855",0.00996914741422561
"Wave_856",0.00951537461901641
"Wave_857",0.00875399048302359
"Wave_858",0.00827946817804428
"Wave_859",0.00862406432495902
"Wave_860",0.0081528637161584
"Wave_861",0.00851798067202377
"Wave_862",0.00842085084770523
"Wave_863",0.00835841826427768
"Wave_864",0.00893468889153045
"Wave_865",0.00883076575987744
"Wave_866",0.00841556679231573
"Wave_867",0.00887694422813321
"Wave_868",0.0090488506545598
"Wave_869",0.00893712480430498
"Wave_870",0.00931028854419559
"Wave_871",0.00901146561217274
"Wave_872",0.00843811588587308
"Wave_873",0.0084185086863526
"Wave_874",0.00863806672291148
"Wave_875",0.00822021827606134
"Wave_876",0.00749895980918122
"Wave_877",0.00787376454826085
"Wave_878",0.00739525131703048
"Wave_879",0.0075547940797893
"Wave_880",0.00753593490368725
"Wave_881",0.00737938580586333
"Wave_882",0.00804911264544205
"Wave_883",0.00750101473271134
"Wave_884",0.00737490900063516
"Wave_885",0.00730176902581164
"Wave_886",0.00750217589016338
"Wave_887",0.00777578051379034
"Wave_888",0.00753206798704561
"Wave_889",0.00677173942495572
"Wave_890",0.0069828337711083
"Wave_891",0.00717080715859394
"Wave_892",0.00697491444706415
"Wave_893",0.00658125494008693
"Wave_894",0.00766120900451145
"Wave_895",0.00777961626627344
"Wave_896",0.00673948304101998
"Wave_897",0.00659808084082242
"Wave_898",0.00663694919004515
"Wave_899",0.0067688672171046
"Wave_900",0.00694894271420312
"Wave_901",0.00682290052883095
"Wave_902",0.00695499256281966
"Wave_903",0.00646522760748806
"Wave_904",0.00623873837770276
"Wave_905",0.00627162674603253
"Wave_906",0.00613089030352738
"Wave_907",0.00560830820324964
"Wave_908",0.00591535366188609
"Wave_909",0.00660414291660065
"Wave_910",0.00623240417065149
"Wave_911",0.00550101331966009
"Wave_912",0.00535952612211755
"Wave_913",0.00558029330704061
"Wave_914",0.00490788012494589
"Wave_915",0.00512471097702574
"Wave_916",0.00531988793579271
