"","CN_ratio.17.comps"
"(Intercept)",19.7739620518199
"Wave_500",-0.0814670509795608
"Wave_501",-0.0903208786078729
"Wave_502",-0.105432353089681
"Wave_503",-0.116062000578721
"Wave_504",-0.119552260061408
"Wave_505",-0.111625510209292
"Wave_506",-0.0987678994798879
"Wave_507",-0.076739597483608
"Wave_508",-0.0710678446373471
"Wave_509",-0.0832498621425317
"Wave_510",-0.0950122992061656
"Wave_511",-0.0836117074257326
"Wave_512",-0.0946692449215641
"Wave_513",-0.0980001603488239
"Wave_514",-0.0647395525248211
"Wave_515",-0.0558979932832829
"Wave_516",-0.0426385668757007
"Wave_517",-0.0231715416685413
"Wave_518",-0.00784224896214879
"Wave_519",0.00583579501339311
"Wave_520",0.0281700775799161
"Wave_521",0.0393974779668052
"Wave_522",0.0593380202792774
"Wave_523",0.073843838401101
"Wave_524",0.0760735646519559
"Wave_525",0.106340812794681
"Wave_526",0.122053930758134
"Wave_527",0.144855571161448
"Wave_528",0.148991215986144
"Wave_529",0.157220972814378
"Wave_530",0.157564794306294
"Wave_531",0.154351559727333
"Wave_532",0.158031618222785
"Wave_533",0.175653689913184
"Wave_534",0.172857593012499
"Wave_535",0.149711617694233
"Wave_536",0.115228716649011
"Wave_537",0.0922000449654966
"Wave_538",0.093257393187536
"Wave_539",0.0917321434908124
"Wave_540",0.0889035958413666
"Wave_541",0.0689012129512224
"Wave_542",0.0553457168267158
"Wave_543",0.0469846785561258
"Wave_544",0.0369708336321041
"Wave_545",0.0323787344705056
"Wave_546",0.0171499155585303
"Wave_547",-0.00490261454146936
"Wave_548",-0.0567175696856047
"Wave_549",-0.0784634419519593
"Wave_550",-0.0783413504331628
"Wave_551",-0.058647767755991
"Wave_552",-0.0148679841900224
"Wave_553",0.0215735220874231
"Wave_554",0.0388047353914839
"Wave_555",0.0505418967216787
"Wave_556",0.0311826891498759
"Wave_557",0.0243662304615633
"Wave_558",0.034229813459993
"Wave_559",0.0389421253351441
"Wave_560",0.0336271209657474
"Wave_561",0.0290251168049143
"Wave_562",0.0190857765106357
"Wave_563",0.0113077228205192
"Wave_564",-0.00282383890116804
"Wave_565",-0.0293970128585481
"Wave_566",-0.04327420124649
"Wave_567",-0.0430292923973693
"Wave_568",-0.0479517733541865
"Wave_569",-0.0678554808210498
"Wave_570",-0.0895543476057822
"Wave_571",-0.127127481497407
"Wave_572",-0.159273427031472
"Wave_573",-0.166919094282494
"Wave_574",-0.166500946282652
"Wave_575",-0.165307451166573
"Wave_576",-0.162968803212526
"Wave_577",-0.163981361683125
"Wave_578",-0.171568150273274
"Wave_579",-0.188977054608697
"Wave_580",-0.202983908905916
"Wave_581",-0.205961317798646
"Wave_582",-0.193087616332346
"Wave_583",-0.181887191191003
"Wave_584",-0.169000439895501
"Wave_585",-0.162586007842523
"Wave_586",-0.15501495859463
"Wave_587",-0.148415227013048
"Wave_588",-0.155228415091062
"Wave_589",-0.154092093364764
"Wave_590",-0.135511607556028
"Wave_591",-0.113166490621253
"Wave_592",-0.107777567141047
"Wave_593",-0.0994088155869941
"Wave_594",-0.0877729014553626
"Wave_595",-0.0795673515642674
"Wave_596",-0.0511362591027296
"Wave_597",-0.0182098063172531
"Wave_598",-0.00394602617130268
"Wave_599",0.00337846474951305
"Wave_600",0.00849540113109119
"Wave_601",0.0104250447340972
"Wave_602",0.0136533453554616
"Wave_603",0.0286140150677137
"Wave_604",0.0393184016051194
"Wave_605",0.0408078885294135
"Wave_606",0.0418808072457494
"Wave_607",0.0510495041442536
"Wave_608",0.0562047603936149
"Wave_609",0.0530265127129966
"Wave_610",0.0301079534114664
"Wave_611",0.0173446401234952
"Wave_612",0.0117449129116093
"Wave_613",0.00690387021113145
"Wave_614",-0.00884299415838695
"Wave_615",-0.0103047770569088
"Wave_616",0.00152014057550381
"Wave_617",0.0208647290870262
"Wave_618",0.00845254748415565
"Wave_619",-0.000700863910232774
"Wave_620",0.000397756662592001
"Wave_621",-0.00318640834743067
"Wave_622",-0.00649973633538959
"Wave_623",-0.0118514526660923
"Wave_624",-0.0155816097404681
"Wave_625",0.00483177224382838
"Wave_626",0.0183933668843461
"Wave_627",0.0232134038345009
"Wave_628",0.0204493863352628
"Wave_629",0.0245338224221504
"Wave_630",0.0272647645312222
"Wave_631",0.0298980042539486
"Wave_632",0.0319811429967386
"Wave_633",0.025511317273005
"Wave_634",0.0221231260326388
"Wave_635",0.0206879106865187
"Wave_636",0.026727838074756
"Wave_637",0.039155482644845
"Wave_638",0.0528580704769012
"Wave_639",0.0642852282063424
"Wave_640",0.0807961607844177
"Wave_641",0.0944592035908482
"Wave_642",0.118335477325058
"Wave_643",0.149797085555862
"Wave_644",0.174924809760139
"Wave_645",0.197624630404887
"Wave_646",0.214754903801446
"Wave_647",0.22581500721686
"Wave_648",0.226265004860875
"Wave_649",0.228422660333651
"Wave_650",0.236052438966643
"Wave_651",0.253749517502694
"Wave_652",0.249139514469691
"Wave_653",0.229613129566296
"Wave_654",0.197732061703888
"Wave_655",0.176628466914741
"Wave_656",0.159869897456822
"Wave_657",0.140081512267526
"Wave_658",0.117281081227613
"Wave_659",0.0975920369781137
"Wave_660",0.0753653986969358
"Wave_661",0.0507581190030458
"Wave_662",0.0406637377795913
"Wave_663",0.0276475724489069
"Wave_664",0.0195442939186436
"Wave_665",0.0131936791865729
"Wave_666",0.0144400408471233
"Wave_667",0.0360232192822107
"Wave_668",0.0475716993940081
"Wave_669",0.049112764864979
"Wave_670",0.0381239314235689
"Wave_671",0.0349023739391711
"Wave_672",0.037112167203482
"Wave_673",0.0367320513798853
"Wave_674",0.0307933630720249
"Wave_675",0.0308687988354952
"Wave_676",0.0321365791241548
"Wave_677",0.0279830145017432
"Wave_678",0.0339964398664404
"Wave_679",0.0444156908661358
"Wave_680",0.0429189828037613
"Wave_681",0.0392097362938387
"Wave_682",0.0334369508501551
"Wave_683",0.0254600760069146
"Wave_684",0.0109094709926265
"Wave_685",-0.00840158678070996
"Wave_686",-0.0326093475052104
"Wave_687",-0.0542117463788815
"Wave_688",-0.0747323842041112
"Wave_689",-0.0896002218035952
"Wave_690",-0.106217888225818
"Wave_691",-0.114870528925737
"Wave_692",-0.116607057033323
"Wave_693",-0.108422307930463
"Wave_694",-0.0977261308108603
"Wave_695",-0.0770157925816973
"Wave_696",-0.0617480716401967
"Wave_697",-0.025735701973779
"Wave_698",0.0060365453321085
"Wave_699",0.0294898437982111
"Wave_700",0.0742090847015379
"Wave_701",0.0990841285612957
"Wave_702",0.145676178650099
"Wave_703",0.157849162548145
"Wave_704",0.169348184809032
"Wave_705",0.156825805854899
"Wave_706",0.173496707045949
"Wave_707",0.145912031497937
"Wave_708",0.11952348188178
"Wave_709",0.05465340849971
"Wave_710",0.0807639005915954
"Wave_711",0.105669359482494
"Wave_712",0.0912311788934299
"Wave_713",-0.020818700409664
"Wave_714",-0.0192400813276884
"Wave_715",-0.0149156215011919
"Wave_716",-0.026232395062626
"Wave_717",-0.0716457305241762
"Wave_718",-0.05975428350581
"Wave_719",-0.0302731578735144
"Wave_720",-0.0164947524089559
"Wave_721",-0.0486007273757919
"Wave_722",-0.0732101661215225
"Wave_723",-0.0518261152247401
"Wave_724",-0.0258860507802412
"Wave_725",-0.0262426643366514
"Wave_726",-0.0149595669966504
"Wave_727",-0.0100026420015124
"Wave_728",-0.0071240441615089
"Wave_729",-0.000112056906651947
"Wave_730",-0.0255538721879881
"Wave_731",-0.0177682669328942
"Wave_732",0.000479547919680433
"Wave_733",-0.00840993850412923
"Wave_734",0.00165211058989213
"Wave_735",0.00655443185035099
