"","Nmass_mg_g.7.comps"
"(Intercept)",20.7948478556459
"Wave_500",0.0126445220849814
"Wave_501",0.0120822586365697
"Wave_502",0.0115887839496708
"Wave_503",0.0110520529575992
"Wave_504",0.0104080027508434
"Wave_505",0.0097837262260174
"Wave_506",0.0091740731134631
"Wave_507",0.00840838027379993
"Wave_508",0.00769889151686435
"Wave_509",0.00694420757057498
"Wave_510",0.00603638838667713
"Wave_511",0.00511275184760961
"Wave_512",0.0041148600100026
"Wave_513",0.00319533593648327
"Wave_514",0.00240460633635202
"Wave_515",0.00149086605337505
"Wave_516",0.000379462533434503
"Wave_517",-0.000699202256319285
"Wave_518",-0.00159243179218185
"Wave_519",-0.00198497665836706
"Wave_520",-0.00235212679482928
"Wave_521",-0.00283211943981598
"Wave_522",-0.00325971393971768
"Wave_523",-0.00340842610151181
"Wave_524",-0.00366979099421599
"Wave_525",-0.00384837049568435
"Wave_526",-0.0034868845797915
"Wave_527",-0.00269982124032447
"Wave_528",-0.00147200043091923
"Wave_529",-0.000303423200929779
"Wave_530",0.000825667911423911
"Wave_531",0.00162414644434057
"Wave_532",0.00270344288180314
"Wave_533",0.00398146703243406
"Wave_534",0.00493764408204296
"Wave_535",0.00623545439524427
"Wave_536",0.00767304204134523
"Wave_537",0.00875535745759532
"Wave_538",0.00976110469913249
"Wave_539",0.0110100923509278
"Wave_540",0.0122213855906342
"Wave_541",0.0131840699555228
"Wave_542",0.014611424823166
"Wave_543",0.0153645270593493
"Wave_544",0.0160226392257284
"Wave_545",0.0168672721712195
"Wave_546",0.0166429778737143
"Wave_547",0.0163982554732051
"Wave_548",0.0162738866710637
"Wave_549",0.0176265396359235
"Wave_550",0.0191007537153558
"Wave_551",0.0205060684084832
"Wave_552",0.0210691263486901
"Wave_553",0.0216028333311759
"Wave_554",0.0225236235680039
"Wave_555",0.0235961160175725
"Wave_556",0.0242173000098288
"Wave_557",0.0242422016674313
"Wave_558",0.0233796774053925
"Wave_559",0.022279935321348
"Wave_560",0.0225937666758275
"Wave_561",0.022768392344839
"Wave_562",0.023052427332731
"Wave_563",0.0231929158128071
"Wave_564",0.0230474164397845
"Wave_565",0.0226920812836274
"Wave_566",0.0221748432654842
"Wave_567",0.0213369835845909
"Wave_568",0.0207421907526412
"Wave_569",0.0202450205745048
"Wave_570",0.0199339528718153
"Wave_571",0.0190251555323657
"Wave_572",0.0180938153919225
"Wave_573",0.0170287568802953
"Wave_574",0.0161672921479495
"Wave_575",0.0153160503598494
"Wave_576",0.0143339575368824
"Wave_577",0.0133220763788477
"Wave_578",0.0125964759278988
"Wave_579",0.0116314599051152
"Wave_580",0.0107055517859332
"Wave_581",0.00995610020867669
"Wave_582",0.00928150537355938
"Wave_583",0.00880922655331284
"Wave_584",0.00804093600962931
"Wave_585",0.00726291482588023
"Wave_586",0.00635266743639907
"Wave_587",0.00541429673515382
"Wave_588",0.00449766760462549
