"","Vcmax10_Rog.4.comps"
"(Intercept)",25.5568129957733
"Wave_500",0.00297013168160394
"Wave_501",0.00294933927491413
"Wave_502",0.00292913758140312
"Wave_503",0.00294189171778265
"Wave_504",0.00290599357051773
"Wave_505",0.00283601901011127
"Wave_506",0.0027766412262784
"Wave_507",0.00274708878445579
"Wave_508",0.00264365762301125
"Wave_509",0.00254590340690474
"Wave_510",0.00248805828901172
"Wave_511",0.0023940120442306
"Wave_512",0.00227750475078471
"Wave_513",0.00210598450419353
"Wave_514",0.00192419654815194
"Wave_515",0.00172886634651542
"Wave_516",0.00153600245297419
"Wave_517",0.00138512910335392
"Wave_518",0.00112647650753715
"Wave_519",0.000847839854252695
"Wave_520",0.00056196607021405
"Wave_521",0.00024231263890691
"Wave_522",-3.90640328227804e-05
"Wave_523",-0.000324176037828345
"Wave_524",-0.000664074414558369
"Wave_525",-0.000933354905527471
"Wave_526",-0.00126320509283981
"Wave_527",-0.00166524022333729
"Wave_528",-0.00185239965955073
"Wave_529",-0.00215423923384881
"Wave_530",-0.00247577332888767
"Wave_531",-0.00266213212134657
"Wave_532",-0.00293169466100459
"Wave_533",-0.00322381127291794
"Wave_534",-0.00352791906756146
"Wave_535",-0.00375283787369406
"Wave_536",-0.00398495968105709
"Wave_537",-0.00420136586140334
"Wave_538",-0.00438146229212379
"Wave_539",-0.00453846692253665
"Wave_540",-0.00471562879481497
"Wave_541",-0.00497749785667593
"Wave_542",-0.00506624606632242
"Wave_543",-0.00518279565659258
"Wave_544",-0.00532774050826292
"Wave_545",-0.00545065235648466
"Wave_546",-0.00554895217246053
"Wave_547",-0.00563173873301307
"Wave_548",-0.00570165961245687
"Wave_549",-0.00579223743454842
"Wave_550",-0.00588661265154298
"Wave_551",-0.00601815198626301
"Wave_552",-0.00616385107972399
"Wave_553",-0.00623537375244715
"Wave_554",-0.0062714718776643
"Wave_555",-0.00628223276181336
"Wave_556",-0.00627020899513356
"Wave_557",-0.00629601933949646
"Wave_558",-0.0063487332021174
"Wave_559",-0.00630735614967775
"Wave_560",-0.00624964421335663
"Wave_561",-0.00617934331771371
"Wave_562",-0.00609127372633186
"Wave_563",-0.00591002677378724
"Wave_564",-0.00576174910593508
"Wave_565",-0.00560737455044804
"Wave_566",-0.00542237101121672
"Wave_567",-0.00516931289013517
"Wave_568",-0.00494135580896742
"Wave_569",-0.00471184941271909
"Wave_570",-0.00444675952890122
"Wave_571",-0.0042317718323193
"Wave_572",-0.00404261402636897
"Wave_573",-0.00386778982091077
"Wave_574",-0.00367404788122628
"Wave_575",-0.00348030493123724
"Wave_576",-0.00328922380353723
"Wave_577",-0.00314016122803284
"Wave_578",-0.00291358663371879
"Wave_579",-0.00272314105200164
"Wave_580",-0.00257384802219385
"Wave_581",-0.00239006780172519
"Wave_582",-0.00224652997650059
"Wave_583",-0.00211813505289553
"Wave_584",-0.00199635683959651
"Wave_585",-0.00183264273593098
"Wave_586",-0.00165908388980993
"Wave_587",-0.00149914705857495
"Wave_588",-0.0014079969358809
"Wave_589",-0.00124678650697851
"Wave_590",-0.00109918530510931
"Wave_591",-0.000994202429495858
"Wave_592",-0.000861914719767257
"Wave_593",-0.000737480570854324
"Wave_594",-0.00060531946643141
"Wave_595",-0.000468074976669671
"Wave_596",-0.000390222098745605
"Wave_597",-0.000298051014018321
"Wave_598",-0.00018273407951919
"Wave_599",-3.69478526677542e-05
"Wave_600",6.87439437242496e-05
"Wave_601",0.00017418266010552
"Wave_602",0.000292746410834486
"Wave_603",0.000414662873247082
"Wave_604",0.000518273770095752
"Wave_605",0.000610217418500562
"Wave_606",0.000704870767527906
"Wave_607",0.000798027762384648
"Wave_608",0.000903224004267459
"Wave_609",0.00101228326455299
"Wave_610",0.00109397264588654
"Wave_611",0.00118523161074248
"Wave_612",0.00130063359649416
"Wave_613",0.0014486295263862
"Wave_614",0.00153990024971154
"Wave_615",0.00157115292022828
"Wave_616",0.00161837761832096
"Wave_617",0.00173936755149159
"Wave_618",0.00178963096645581
"Wave_619",0.00185076485853271
"Wave_620",0.00191848794801005
"Wave_621",0.00197608023129132
"Wave_622",0.00198279694466924
"Wave_623",0.00200467862120478
"Wave_624",0.00205282168884684
"Wave_625",0.00213318370150807
"Wave_626",0.00219453629868717
"Wave_627",0.00224505396623692
"Wave_628",0.00228250986348552
"Wave_629",0.00230639079593552
"Wave_630",0.00231602380179265
"Wave_631",0.00233940967021884
"Wave_632",0.0024006250071341
"Wave_633",0.00252263193270133
"Wave_634",0.0026262710676896
"Wave_635",0.00271382752851911
"Wave_636",0.00281223597662621
"Wave_637",0.00295772112287744
"Wave_638",0.00310142431730768
"Wave_639",0.00324260593982163
"Wave_640",0.00341275867104014
"Wave_641",0.00357050925174222
"Wave_642",0.00373025041494251
"Wave_643",0.00389400372461995
"Wave_644",0.0040172625354553
"Wave_645",0.00409160814607482
"Wave_646",0.00416753764343886
"Wave_647",0.00428167762181324
"Wave_648",0.00433552186460961
"Wave_649",0.00436744281942142
"Wave_650",0.00437325308167922
"Wave_651",0.00431189309636355
"Wave_652",0.00424349245794927
"Wave_653",0.00421922165882043
"Wave_654",0.00423133995599998
"Wave_655",0.00426699348785436
"Wave_656",0.00424745041214225
"Wave_657",0.00421496849921821
"Wave_658",0.00418576584117512
"Wave_659",0.00416935149844956
"Wave_660",0.00417783173459328
"Wave_661",0.00420317153210644
"Wave_662",0.00423330557616996
"Wave_663",0.00426869004343888
"Wave_664",0.00430056267292568
"Wave_665",0.00431533047174199
"Wave_666",0.00430312618935194
"Wave_667",0.00428939450020452
"Wave_668",0.00431577626341804
"Wave_669",0.00436742628457011
"Wave_670",0.00444104863052528
"Wave_671",0.00452211333928218
"Wave_672",0.00458361313291547
"Wave_673",0.00463212458123268
