"","CN_ratio.6.comps"
"(Intercept)",24.0059270972981
"Wave_500",9.93332341382926e-05
"Wave_501",0.000314127347813214
"Wave_502",0.000438412436210595
"Wave_503",0.000617193471697558
"Wave_504",0.000887247594530196
"Wave_505",0.00111627548192749
"Wave_506",0.00131179036555402
"Wave_507",0.00157435878012717
"Wave_508",0.00176231339107616
"Wave_509",0.00196256270128044
"Wave_510",0.00228698682353067
"Wave_511",0.00260910621551521
"Wave_512",0.00294980082738773
"Wave_513",0.0033010099366439
"Wave_514",0.00360042579455189
"Wave_515",0.00401450820121012
"Wave_516",0.00449616829653396
"Wave_517",0.00495386436140597
"Wave_518",0.00525815400474586
"Wave_519",0.00538666923604883
"Wave_520",0.00552961511504417
"Wave_521",0.00580059553557549
"Wave_522",0.00600573259109092
"Wave_523",0.0060711444924961
"Wave_524",0.00611071644295829
"Wave_525",0.00616111332986643
"Wave_526",0.00594723424893935
"Wave_527",0.00550510675725901
"Wave_528",0.00480874993576055
"Wave_529",0.00402975309356836
"Wave_530",0.00329025252802759
"Wave_531",0.00278395992715554
"Wave_532",0.0021967707272785
"Wave_533",0.00134177501728212
"Wave_534",0.000645219542936816
"Wave_535",-0.000341876931459694
"Wave_536",-0.0012469018232709
"Wave_537",-0.00180216459391548
"Wave_538",-0.00234685679370005
"Wave_539",-0.00308804660628584
"Wave_540",-0.00379470785439954
"Wave_541",-0.00439444765726258
"Wave_542",-0.00540849832257317
"Wave_543",-0.00597082467062955
"Wave_544",-0.00650808960566715
"Wave_545",-0.00710217464878466
"Wave_546",-0.00712622491856547
"Wave_547",-0.00711993698720663
"Wave_548",-0.00705876043897595
"Wave_549",-0.00731292038786076
"Wave_550",-0.00766729849831477
"Wave_551",-0.00816401680503237
"Wave_552",-0.00855737673053983
"Wave_553",-0.00911166229592993
"Wave_554",-0.00981932090876782
"Wave_555",-0.0104931774228793
"Wave_556",-0.0110672982286334
"Wave_557",-0.0115419110557806
"Wave_558",-0.0117288880332614
"Wave_559",-0.0118105882741457
"Wave_560",-0.0122741124275753
"Wave_561",-0.0125377285345581
"Wave_562",-0.012720993119182
"Wave_563",-0.0128691722480939
"Wave_564",-0.0129113724888882
"Wave_565",-0.0126957570750673
"Wave_566",-0.012390358244821
"Wave_567",-0.0119365244951153
"Wave_568",-0.0115602288940699
"Wave_569",-0.0110979544417543
"Wave_570",-0.0106707271828935
"Wave_571",-0.00996752239475492
"Wave_572",-0.00937025261740821
"Wave_573",-0.0087390483057408
"Wave_574",-0.00818968961223124
"Wave_575",-0.00760755744270604
"Wave_576",-0.00695897415956158
"Wave_577",-0.00631081940644985
"Wave_578",-0.00583451945138199
"Wave_579",-0.00519110041547937
"Wave_580",-0.00462143711786751
"Wave_581",-0.00415593235665002
"Wave_582",-0.00367069386797681
"Wave_583",-0.00328209378683265
"Wave_584",-0.00270024287060361
"Wave_585",-0.00205860828960867
"Wave_586",-0.00130239647492505
"Wave_587",-0.00052004691405414
"Wave_588",0.000191868398280378
"Wave_589",0.000849866068877999
"Wave_590",0.00153619865703655
"Wave_591",0.00213281471567673
"Wave_592",0.00260711738023176
"Wave_593",0.00304746151227979
"Wave_594",0.0034888842562055
"Wave_595",0.00408399179911541
"Wave_596",0.00462387571055115
"Wave_597",0.00504662013363161
"Wave_598",0.00543650945596622
"Wave_599",0.00580856050583862
"Wave_600",0.00619713080647275
"Wave_601",0.00644971534124825
"Wave_602",0.00681852931018978
"Wave_603",0.00702292084102711
"Wave_604",0.007273799229996
"Wave_605",0.00752682874686421
"Wave_606",0.00786201722967104
"Wave_607",0.00797307209692958
"Wave_608",0.00809913634033632
"Wave_609",0.00838158968338751
"Wave_610",0.0086320830047794
"Wave_611",0.00884350201701578
"Wave_612",0.00905335628696751
"Wave_613",0.00921310631434551
"Wave_614",0.00939687287062467
"Wave_615",0.00961326663176917
"Wave_616",0.00978916386995419
"Wave_617",0.0100461507048095
"Wave_618",0.0102574095998393
"Wave_619",0.0104159413965161
"Wave_620",0.0106235342400224
"Wave_621",0.0109517285317028
"Wave_622",0.0111386470437186
"Wave_623",0.0113062510310589
"Wave_624",0.0114177197406369
"Wave_625",0.0116073926237895
"Wave_626",0.0118114966518426
"Wave_627",0.0120622317411349
"Wave_628",0.0121055726886112
"Wave_629",0.0122747539113584
"Wave_630",0.0122975094764903
"Wave_631",0.0122832004577768
"Wave_632",0.0122157617961835
"Wave_633",0.0120634586164595
"Wave_634",0.0118479701384519
"Wave_635",0.0117326812371611
"Wave_636",0.0115935382781478
"Wave_637",0.0114237616020461
"Wave_638",0.0113546944060426
"Wave_639",0.011263230239147
"Wave_640",0.0110047034806415
"Wave_641",0.0108740261018288
"Wave_642",0.0107407861469055
"Wave_643",0.0104861798658059
"Wave_644",0.0105234909947024
"Wave_645",0.0104326169063718
"Wave_646",0.0101929842329416
"Wave_647",0.0100274284222012
"Wave_648",0.0100752117907488
"Wave_649",0.0100119875571179
"Wave_650",0.00987205840174043
"Wave_651",0.0098131382468037
"Wave_652",0.00962537304195091
"Wave_653",0.00955620092264088
"Wave_654",0.00937568800431731
"Wave_655",0.00894575468023802
"Wave_656",0.00857915555436235
"Wave_657",0.0083324219555793
"Wave_658",0.00798129343485688
"Wave_659",0.00771136692503172
"Wave_660",0.00730558945363754
"Wave_661",0.00694585062717198
"Wave_662",0.00653951406965455
"Wave_663",0.0062610751780486
"Wave_664",0.00588650717943516
"Wave_665",0.0055650644446183
"Wave_666",0.00537960334142533
"Wave_667",0.00525626625121735
"Wave_668",0.00522905702759719
"Wave_669",0.00529484205059644
"Wave_670",0.00533953958294507
"Wave_671",0.00554864029542836
"Wave_672",0.00566242460966511
"Wave_673",0.00566233826860941
"Wave_674",0.00574735937611856
"Wave_675",0.00589403871173121
"Wave_676",0.00597900092975871
"Wave_677",0.00601217082834878
"Wave_678",0.00597948149430384
"Wave_679",0.006036921523493
"Wave_680",0.00630073885736152
"Wave_681",0.00674471399625431
"Wave_682",0.00729456412291244
"Wave_683",0.00800169592039679
"Wave_684",0.00906525913557862
"Wave_685",0.0104373532989164
"Wave_686",0.0119147379505447
"Wave_687",0.0135669159567692
"Wave_688",0.0153850113102703
"Wave_689",0.0174360761712175
"Wave_690",0.0193141849671752
"Wave_691",0.0214812881579602
"Wave_692",0.0239332924284916
