"","Jmax_Spec_Tleaf.10.comps"
"(Intercept)",94.3077330386248
"Wave_500",-0.211742590549315
"Wave_501",-0.201822705871834
"Wave_502",-0.189318817947761
"Wave_503",-0.175016160152522
"Wave_504",-0.163072840663584
"Wave_505",-0.15238928392048
"Wave_506",-0.139657096344517
"Wave_507",-0.121053079133867
"Wave_508",-0.107078864137575
"Wave_509",-0.0937773037027093
"Wave_510",-0.0808285746835173
"Wave_511",-0.0696597939130377
"Wave_512",-0.0519736653395585
"Wave_513",-0.0312399939762674
"Wave_514",-0.0135619446259956
"Wave_515",0.00356497667020485
"Wave_516",0.0223661708931793
"Wave_517",0.0452776338747585
"Wave_518",0.0537556607609116
"Wave_519",0.0520895923459088
"Wave_520",0.0440634928019524
"Wave_521",0.0416846067600396
"Wave_522",0.034953800838771
"Wave_523",0.0255235765004258
"Wave_524",0.0140424755134731
"Wave_525",0.00782954485684364
"Wave_526",-0.00290276202833686
"Wave_527",-0.0209389265786482
"Wave_528",-0.0533506277713303
"Wave_529",-0.0760954427303855
"Wave_530",-0.0936179771629413
"Wave_531",-0.108138124369742
"Wave_532",-0.127490334943132
"Wave_533",-0.14905582201509
"Wave_534",-0.171624652121926
"Wave_535",-0.193684127127854
"Wave_536",-0.207274637638269
"Wave_537",-0.220581292428086
"Wave_538",-0.24205805861946
"Wave_539",-0.252908946138978
"Wave_540",-0.261116179777619
"Wave_541",-0.268784805302381
"Wave_542",-0.283857926039508
"Wave_543",-0.295561987741865
"Wave_544",-0.303368433237379
"Wave_545",-0.305475122019109
"Wave_546",-0.276393975810129
"Wave_547",-0.24466932773451
"Wave_548",-0.213676006111169
"Wave_549",-0.179525324444677
"Wave_550",-0.125225177548036
"Wave_551",-0.0806368190882635
"Wave_552",-0.0794428111726817
"Wave_553",-0.102225565210212
"Wave_554",-0.109432900262551
"Wave_555",-0.0977943069691121
"Wave_556",-0.0790887537795244
"Wave_557",-0.100122590446722
"Wave_558",-0.133619379903308
"Wave_559",-0.155564593240287
"Wave_560",-0.157188993009949
"Wave_561",-0.136891597317094
"Wave_562",-0.108374790441627
"Wave_563",-0.108943799381128
"Wave_564",-0.122631633926074
"Wave_565",-0.132565282041625
"Wave_566",-0.132732762169353
"Wave_567",-0.134911445971416
"Wave_568",-0.137734723199224
"Wave_569",-0.136193195733265
"Wave_570",-0.114862434659671
"Wave_571",-0.0897828527947191
"Wave_572",-0.0668287306556726
"Wave_573",-0.0492830120489657
"Wave_574",-0.031499310543902
"Wave_575",-0.00402957015500044
"Wave_576",0.0243428551064875
"Wave_577",0.04728778181575
"Wave_578",0.0675826395183045
"Wave_579",0.0858075944491488
"Wave_580",0.101241049704008
"Wave_581",0.105402109724859
"Wave_582",0.115837629878821
"Wave_583",0.127931637143103
"Wave_584",0.138988919053182
"Wave_585",0.155502661662049
"Wave_586",0.176847483965467
"Wave_587",0.202804596445893
"Wave_588",0.232250596564307
"Wave_589",0.238516952192443
"Wave_590",0.242707232943138
"Wave_591",0.248368105551321
"Wave_592",0.256402106809868
"Wave_593",0.266623108310079
"Wave_594",0.276976425631667
"Wave_595",0.285545713019656
"Wave_596",0.288675986291262
"Wave_597",0.289455486920214
"Wave_598",0.290098041616545
"Wave_599",0.296732178933669
"Wave_600",0.303661265937251
"Wave_601",0.309900638741884
"Wave_602",0.314000095725233
"Wave_603",0.321476892683187
"Wave_604",0.325024225727669
"Wave_605",0.326174330572607
"Wave_606",0.324804992816095
"Wave_607",0.329694107540663
"Wave_608",0.331692192947727
"Wave_609",0.332181407208029
"Wave_610",0.335264401687659
"Wave_611",0.332281342010775
"Wave_612",0.327258415412115
"Wave_613",0.323329402912471
"Wave_614",0.329103677909506
"Wave_615",0.329190624082245
"Wave_616",0.326231405486474
"Wave_617",0.320599856332546
"Wave_618",0.315701889631064
"Wave_619",0.314117553646089
"Wave_620",0.313163459481911
"Wave_621",0.307550888742492
"Wave_622",0.30757819004638
"Wave_623",0.309348343493551
"Wave_624",0.310781097401185
"Wave_625",0.305712200599521
"Wave_626",0.30545544503474
"Wave_627",0.307295785588871
"Wave_628",0.311873766672323
"Wave_629",0.31790949974295
"Wave_630",0.31983361594589
"Wave_631",0.319945063033476
"Wave_632",0.32022231080235
"Wave_633",0.323320929984506
"Wave_634",0.324322103377338
"Wave_635",0.324485396385964
"Wave_636",0.327821278510945
"Wave_637",0.330862919445554
"Wave_638",0.323104086457049
"Wave_639",0.306590853621159
"Wave_640",0.298580178944916
"Wave_641",0.293358764369902
"Wave_642",0.290946999494187
"Wave_643",0.289968759577619
"Wave_644",0.273516172705675
"Wave_645",0.258743880721786
"Wave_646",0.244072801395846
"Wave_647",0.226795177213358
"Wave_648",0.217369938689644
"Wave_649",0.203671131091133
"Wave_650",0.185901620584631
"Wave_651",0.165497646752053
"Wave_652",0.149784014097266
"Wave_653",0.136535845194997
"Wave_654",0.126072419349943
"Wave_655",0.118567490866673
"Wave_656",0.107349383306852
"Wave_657",0.083556734270284
"Wave_658",0.0507770207188052
"Wave_659",0.0306627298792048
"Wave_660",0.00607352736695056
"Wave_661",-0.0115251266495545
"Wave_662",-0.020443544974826
"Wave_663",-0.0528687833232819
"Wave_664",-0.073361009718246
"Wave_665",-0.0841199807484214
"Wave_666",-0.0872461732314172
"Wave_667",-0.128879191133423
"Wave_668",-0.158779839957959
"Wave_669",-0.173044698420417
"Wave_670",-0.162000424814024
"Wave_671",-0.170500859472424
"Wave_672",-0.189254951513701
"Wave_673",-0.209461625886726
