"","Vcmax_Spec_Tleaf.9.comps"
"(Intercept)",41.231234915503
"Wave_500",-0.0952978868548233
"Wave_501",-0.0913853514471683
"Wave_502",-0.0872623489405891
"Wave_503",-0.0827329378563877
"Wave_504",-0.0792763726804034
"Wave_505",-0.0751309763846317
"Wave_506",-0.070394964574146
"Wave_507",-0.0649269928879026
"Wave_508",-0.0592631508673779
"Wave_509",-0.0544529312813078
"Wave_510",-0.0504713912825626
"Wave_511",-0.0467682751941912
"Wave_512",-0.0423098580231396
"Wave_513",-0.0371881262858321
"Wave_514",-0.0318399801886624
"Wave_515",-0.0273540717657216
"Wave_516",-0.023096953858637
"Wave_517",-0.019026641225129
"Wave_518",-0.0179471562989194
"Wave_519",-0.0192104624002705
"Wave_520",-0.0223892560486492
"Wave_521",-0.0239518325355651
"Wave_522",-0.0248828818720957
"Wave_523",-0.0259361726126283
"Wave_524",-0.0280619018282275
"Wave_525",-0.0330776046946509
"Wave_526",-0.0381756897876468
"Wave_527",-0.0442901120904008
"Wave_528",-0.0523544088653199
"Wave_529",-0.0574018625518269
"Wave_530",-0.0605889370505736
"Wave_531",-0.061670646583528
"Wave_532",-0.0665193273922593
"Wave_533",-0.0721565329654341
"Wave_534",-0.0760830654240402
"Wave_535",-0.0799288934422279
"Wave_536",-0.0832415290427819
"Wave_537",-0.0856657006344526
"Wave_538",-0.0889151113534279
"Wave_539",-0.092599785922178
"Wave_540",-0.0944060781679164
"Wave_541",-0.0947120155659205
"Wave_542",-0.0959094638610863
"Wave_543",-0.0966648783053149
"Wave_544",-0.0978356850322256
"Wave_545",-0.0985320030758683
"Wave_546",-0.0978795464135049
"Wave_547",-0.0960483242437936
"Wave_548",-0.0924812710242298
"Wave_549",-0.083998324744136
"Wave_550",-0.0764776569879044
"Wave_551",-0.0710176953769661
"Wave_552",-0.0690122843500948
"Wave_553",-0.076581175022269
"Wave_554",-0.0835532300216643
"Wave_555",-0.0881061670635225
"Wave_556",-0.0914537265530502
"Wave_557",-0.0980047225098656
"Wave_558",-0.103850558627702
"Wave_559",-0.106048982321671
