"","Jmax25_Rog.14.comps"
"(Intercept)",431.831585668243
"Wave_500",3.39368846777916
"Wave_501",3.49907049755209
"Wave_502",3.34851387644149
"Wave_503",3.00034265848591
"Wave_504",2.82556598397325
"Wave_505",2.74359794177089
"Wave_506",2.78073220782952
"Wave_507",2.90835708851377
"Wave_508",2.58028292058343
"Wave_509",2.41307647228821
"Wave_510",2.4795616607612
"Wave_511",1.94399952112435
"Wave_512",1.75987360904483
"Wave_513",1.85527875555994
"Wave_514",1.95655230941003
"Wave_515",2.01048895269293
"Wave_516",1.80838376529724
"Wave_517",1.22421012103665
"Wave_518",0.802864892483425
"Wave_519",0.694396681365571
"Wave_520",0.803121035745157
"Wave_521",0.718132715942237
"Wave_522",0.490399922640086
"Wave_523",0.192215005169094
"Wave_524",-0.20837404505984
"Wave_525",-0.383246605311897
"Wave_526",-0.384442221833007
"Wave_527",-0.178150476872773
"Wave_528",-0.223412953797935
"Wave_529",-0.220420372395294
"Wave_530",-0.160528783085152
"Wave_531",-0.25158202292018
"Wave_532",-0.351580501966349
"Wave_533",-0.412221615430775
"Wave_534",-0.49850292413068
"Wave_535",-0.336384356443713
"Wave_536",-0.0195586965442418
"Wave_537",0.266644700069814
"Wave_538",0.384873189347047
"Wave_539",0.306991850084938
"Wave_540",0.20534931215629
"Wave_541",0.0948973352535733
"Wave_542",-0.0793797091405778
"Wave_543",-0.0295418656636251
"Wave_544",0.098615736004148
"Wave_545",0.204209186663213
"Wave_546",0.215205932420536
"Wave_547",0.067072986866174
"Wave_548",-0.182023905800928
"Wave_549",-0.0886720499380672
"Wave_550",-0.0356477102730435
"Wave_551",-0.0542204718356935
"Wave_552",-0.0075494078470357
"Wave_553",0.293416975116984
"Wave_554",0.418889849720481
"Wave_555",0.324305889727059
"Wave_556",0.33695840066594
"Wave_557",0.220950994167433
"Wave_558",-0.0209558750771802
"Wave_559",-0.0842100602797305
"Wave_560",0.0400208805339064
"Wave_561",0.10259636575021
"Wave_562",0.147389425590054
"Wave_563",0.189423496984084
"Wave_564",0.234220178903181
"Wave_565",0.275793008303818
"Wave_566",0.218350841074794
"Wave_567",0.566132822512244
"Wave_568",0.77492837227678
"Wave_569",0.913264350262857
"Wave_570",0.921816497954882
"Wave_571",0.865625510962873
"Wave_572",0.773854038219437
"Wave_573",0.69571744969675
"Wave_574",0.647635133128646
"Wave_575",0.58498303015681
"Wave_576",0.55496905693965
"Wave_577",0.484831390252215
"Wave_578",0.419465531311671
"Wave_579",0.368867749278394
"Wave_580",0.360763812917146
"Wave_581",0.408567674396999
"Wave_582",0.291663415512923
"Wave_583",0.160204238932841
"Wave_584",0.079499894802502
"Wave_585",0.0491694501456197
"Wave_586",0.0283862352940377
"Wave_587",0.00667613743126538
"Wave_588",-0.290277053658169
"Wave_589",-0.350061810736168
"Wave_590",-0.240482005477706
"Wave_591",-0.0704542344650838
"Wave_592",-0.0290551476545761
"Wave_593",-0.0977624005502217
"Wave_594",-0.256735201672242
"Wave_595",-0.402265794428705
"Wave_596",-0.572680927697144
"Wave_597",-0.550729637370023
"Wave_598",-0.413505152453107
"Wave_599",-0.411914724140342
"Wave_600",-0.412607275541745
"Wave_601",-0.406995001687603
"Wave_602",-0.422189552183401
"Wave_603",-0.366678087834568
"Wave_604",-0.24429643461682
"Wave_605",-0.16300527468309
"Wave_606",-0.198935055207836
"Wave_607",-0.137515890483382
"Wave_608",-0.155185697989822
"Wave_609",-0.278670424998009
"Wave_610",-0.381499822624725
"Wave_611",-0.469646368771502
"Wave_612",-0.500420433000364
"Wave_613",-0.423708026941085
"Wave_614",-0.299453350491631
"Wave_615",-0.338269203443317
"Wave_616",-0.435761259781042
"Wave_617",-0.589606744411189
"Wave_618",-0.560185452722078
"Wave_619",-0.662906493159771
"Wave_620",-0.805641693347949
"Wave_621",-0.818870785683354
"Wave_622",-0.866769862722373
"Wave_623",-0.874562864154198
"Wave_624",-0.863079718971461
"Wave_625",-0.946095279961553
"Wave_626",-0.99119959031585
"Wave_627",-1.03384245851384
"Wave_628",-1.08559248393725
"Wave_629",-1.16667727795881
"Wave_630",-1.18106255386313
"Wave_631",-1.17801384481463
"Wave_632",-1.25618357330411
"Wave_633",-1.28084739225273
"Wave_634",-1.25801003419837
"Wave_635",-1.27995006460641
"Wave_636",-1.43593810389652
"Wave_637",-1.41104728778272
"Wave_638",-1.35252490577125
"Wave_639",-1.2801228957211
"Wave_640",-1.18650391646131
"Wave_641",-1.07852060366628
"Wave_642",-0.97339113107793
"Wave_643",-0.908602806706945
"Wave_644",-0.910426710717235
"Wave_645",-0.923398016109275
"Wave_646",-0.883636905655582
"Wave_647",-0.727709343894434
"Wave_648",-0.707512593417722
"Wave_649",-0.701906189823144
"Wave_650",-0.660137968779507
"Wave_651",-0.522809179191887
"Wave_652",-0.555427178884313
"Wave_653",-0.538625276889162
"Wave_654",-0.466054636869053
"Wave_655",-0.311073864435888
"Wave_656",-0.195994318269638
"Wave_657",-0.103658534088645
"Wave_658",0.000877327404017247
"Wave_659",0.142541773575419
"Wave_660",0.241618104003445
"Wave_661",0.334087602082024
"Wave_662",0.41859953306952
"Wave_663",0.554890082051434
"Wave_664",0.727391115108431
"Wave_665",0.893491615540644
"Wave_666",1.05882992211385
"Wave_667",1.17531957633788
"Wave_668",1.1108330248563
"Wave_669",1.04571899231339
"Wave_670",1.22016231110185
"Wave_671",1.40264301630102
"Wave_672",1.4849979748994
"Wave_673",1.50418479325126
"Wave_674",1.49159955575022
"Wave_675",1.63816447364625
"Wave_676",1.77859647099018
"Wave_677",1.85676039596514
"Wave_678",1.79596743089041
"Wave_679",1.76565419817692
"Wave_680",1.72585290338058
"Wave_681",1.69657225120042
"Wave_682",1.77983338838897
"Wave_683",1.61570534261112
"Wave_684",1.36742993001981
"Wave_685",1.05385623467243
"Wave_686",0.713834193295855
"Wave_687",0.318393145493862
"Wave_688",0.03418954468696
"Wave_689",-0.237945251428538
"Wave_690",-0.609096780567683
"Wave_691",-0.782525097819388
"Wave_692",-0.946587315030339
"Wave_693",-1.10646612818345
"Wave_694",-1.34920130214798
"Wave_695",-1.18593931145461
"Wave_696",-1.00126142817218
"Wave_697",-0.824047886026399
"Wave_698",-0.784623833141765
"Wave_699",-0.687549128295892
"Wave_700",-0.461785926907471
"Wave_701",-0.218654990581318
"Wave_702",-0.0167317660360116
"Wave_703",0.261054886752668
"Wave_704",0.317909443470976
"Wave_705",0.255950132795119
"Wave_706",0.591896453359651
"Wave_707",0.732816194853227
"Wave_708",0.705898196834352
"Wave_709",0.640886340523986
"Wave_710",0.668212565965784
"Wave_711",0.78344878070432
"Wave_712",0.654842987882031
"Wave_713",0.473542878562293
"Wave_714",0.339383875136395
"Wave_715",0.420821196996654
"Wave_716",0.304606431040156
"Wave_717",0.259672704995188
"Wave_718",0.27917940844784
"Wave_719",0.0716503741180201
"Wave_720",-0.0810552188354327
"Wave_721",-0.457638614061868
"Wave_722",-0.713845581307305
"Wave_723",-0.780752779377179
"Wave_724",-0.681643980081674
"Wave_725",-0.547454841706512
"Wave_726",-0.771146650469158
"Wave_727",-0.819683140583251
"Wave_728",-0.832642727072093
"Wave_729",-0.791910086654396
"Wave_730",-0.548660249591839
"Wave_731",-0.47318046963808
"Wave_732",-0.440683340618647
"Wave_733",-0.599975552753343
"Wave_734",-0.602701976323474
"Wave_735",-0.50246794088793
"Wave_736",-0.263239062188053
"Wave_737",-0.360685422212488
"Wave_738",-0.256596002888178
"Wave_739",-0.00692887795916008
"Wave_740",0.170381155534136
"Wave_741",-0.0394020138886585
"Wave_742",0.0433589404977033
"Wave_743",0.227764270653351
"Wave_744",0.284338785002489
"Wave_745",0.398581196575418
"Wave_746",0.276088493847689
"Wave_747",0.357644325232968
"Wave_748",0.335465509150014
"Wave_749",0.406119997097529
"Wave_750",0.269581980318027
"Wave_751",0.757535687522135
"Wave_752",0.933564509161857
"Wave_753",0.760097660213407
"Wave_754",0.570650131431608
"Wave_755",0.563543594793655
"Wave_756",0.497255463488461
"Wave_757",0.498509432320563
"Wave_758",0.586073699717627
"Wave_759",0.665960722783315
"Wave_760",0.648826453143883
"Wave_761",0.497368515617486
"Wave_762",0.295201028026896
"Wave_763",0.288528622402503
"Wave_764",0.366424672069799
"Wave_765",0.311649910634516
"Wave_766",0.266730862143834
"Wave_767",0.198377920162652
"Wave_768",0.00923976384184051
"Wave_769",0.0132700964606343
