"","Jmax_Spec_Tleaf.9.comps"
"(Intercept)",94.5481412650563
"Wave_500",-0.0701612023060817
"Wave_501",-0.0619163942950052
"Wave_502",-0.0529474587244235
"Wave_503",-0.0443376739088008
"Wave_504",-0.0372972557907334
"Wave_505",-0.0293713846306103
"Wave_506",-0.0195464283058183
"Wave_507",-0.0059360018962204
"Wave_508",0.00539637851858723
"Wave_509",0.0147440359703788
"Wave_510",0.021682418139613
"Wave_511",0.0272553549849566
"Wave_512",0.0348187562036517
"Wave_513",0.0435721256377883
"Wave_514",0.0526736699740371
"Wave_515",0.0585547145118423
"Wave_516",0.0643702889556479
"Wave_517",0.0718060533754878
"Wave_518",0.0695001775380462
"Wave_519",0.060603885285086
"Wave_520",0.0477085690082181
"Wave_521",0.0355754416438228
"Wave_522",0.0235596270432313
"Wave_523",0.0109265616394413
"Wave_524",-0.00246903540407702
"Wave_525",-0.0190871181506995
"Wave_526",-0.0364453344804707
"Wave_527",-0.0546806906414666
"Wave_528",-0.0770669260096269
"Wave_529",-0.0896750597621025
"Wave_530",-0.0993379115308048
"Wave_531",-0.112541168720559
"Wave_532",-0.128990626523296
"Wave_533",-0.142331859790578
"Wave_534",-0.154470241990983
"Wave_535",-0.16597852020754
"Wave_536",-0.172827350419589
"Wave_537",-0.181580370663978
"Wave_538",-0.19629488886859
"Wave_539",-0.208083409388891
"Wave_540",-0.215677863993466
"Wave_541",-0.218779750431823
"Wave_542",-0.221553302324436
"Wave_543",-0.22516363853469
"Wave_544",-0.227856455795241
"Wave_545",-0.23047532033723
"Wave_546",-0.218177663500236
"Wave_547",-0.205863374903258
"Wave_548",-0.196595756650292
"Wave_549",-0.195834255739206
"Wave_550",-0.169091178549243
"Wave_551",-0.132407660527311
"Wave_552",-0.0995978253939902
"Wave_553",-0.110520280482013
"Wave_554",-0.123040098982899
"Wave_555",-0.130357878437259
"Wave_556",-0.109456846310183
"Wave_557",-0.0998990213829231
"Wave_558",-0.0961190901470628
"Wave_559",-0.0913435275149025
"Wave_560",-0.0943321794639654
"Wave_561",-0.0834303617957844
"Wave_562",-0.0660812143643751
"Wave_563",-0.0653496274317703
"Wave_564",-0.0657376623858752
"Wave_565",-0.0639629740253765
"Wave_566",-0.0581022372317396
"Wave_567",-0.0480892136716106
"Wave_568",-0.035948677853858
"Wave_569",-0.0218793705876416
"Wave_570",-0.00195688286726706
"Wave_571",0.0183505006973498
"Wave_572",0.0381562988283553
"Wave_573",0.055846741530832
"Wave_574",0.0680682081148428
"Wave_575",0.0865149722136499
"Wave_576",0.105592513177282
"Wave_577",0.123087112138842
"Wave_578",0.137507033044846
"Wave_579",0.150424998274236
"Wave_580",0.162880749977983
"Wave_581",0.169417435987377
"Wave_582",0.178269372436923
"Wave_583",0.188663652441479
"Wave_584",0.198572125121566
"Wave_585",0.210119272058052
"Wave_586",0.222173009219156
"Wave_587",0.236467957492264
"Wave_588",0.256764861105965
"Wave_589",0.267475172020865
"Wave_590",0.275719471141039
"Wave_591",0.282869192122152
"Wave_592",0.286541935657323
"Wave_593",0.294918563505709
"Wave_594",0.304903186447818
"Wave_595",0.313640929589943
"Wave_596",0.318376930664815
"Wave_597",0.323278887946087
"Wave_598",0.328807603393334
"Wave_599",0.334535334198374
"Wave_600",0.342317457031276
"Wave_601",0.349967057705019
"Wave_602",0.355049908430967
"Wave_603",0.360109498731864
"Wave_604",0.364686616755875
"Wave_605",0.368659241887526
"Wave_606",0.371586011566867
"Wave_607",0.376559922636703
"Wave_608",0.380358090576373
"Wave_609",0.382882238765689
"Wave_610",0.384516511293539
"Wave_611",0.383232553467995
"Wave_612",0.38139077834945
"Wave_613",0.381013442793502
"Wave_614",0.383619703128172
"Wave_615",0.384257936517571
"Wave_616",0.382631407654965
"Wave_617",0.377612197900751
"Wave_618",0.37201863472933
"Wave_619",0.369504879352913
"Wave_620",0.367823676745028
"Wave_621",0.363732334082404
"Wave_622",0.364259705342534
"Wave_623",0.365091251773153
"Wave_624",0.364995345052018
"Wave_625",0.362832166241252
"Wave_626",0.361954527383463
"Wave_627",0.362676724844089
"Wave_628",0.367169626387116
"Wave_629",0.369121775694031
"Wave_630",0.368703091326471
"Wave_631",0.36767356855761
"Wave_632",0.368060899445385
"Wave_633",0.366625365115521
"Wave_634",0.366021508269192
"Wave_635",0.36564647940523
"Wave_636",0.365869715820449
"Wave_637",0.368309465763254
"Wave_638",0.36239109741148
"Wave_639",0.349519617446051
"Wave_640",0.344460797717706
"Wave_641",0.341379307168088
"Wave_642",0.339469440931197
"Wave_643",0.337865169594825
"Wave_644",0.329125783969082
"Wave_645",0.320899434269647
"Wave_646",0.312006409103234
"Wave_647",0.299798456414224
"Wave_648",0.292557205077474
"Wave_649",0.283424834007277
"Wave_650",0.270610140339166
"Wave_651",0.252410089228273
"Wave_652",0.241100103487577
"Wave_653",0.231662961202354
"Wave_654",0.224194027750009
"Wave_655",0.218693958185209
"Wave_656",0.211200488745732
"Wave_657",0.194337440762143
"Wave_658",0.17078868710582
"Wave_659",0.156498551892793
"Wave_660",0.130475696587471
"Wave_661",0.111486364149185
"Wave_662",0.105724175062297
"Wave_663",0.0832269339504806
"Wave_664",0.0602548149006003
"Wave_665",0.0433015112771594
"Wave_666",0.0366239544021145
"Wave_667",0.0143940580089084
"Wave_668",-0.00270905810750996
"Wave_669",-0.0130864493064797
"Wave_670",-0.0130914126048295
"Wave_671",-0.0257096185697636
"Wave_672",-0.0424396072060563
"Wave_673",-0.0596541530064151
"Wave_674",-0.071696477764464
"Wave_675",-0.0741669849709997
"Wave_676",-0.0817297672094758
"Wave_677",-0.0918014053312863
"Wave_678",-0.0956929426388728
"Wave_679",-0.0976592912754493
"Wave_680",-0.0981208453323528
"Wave_681",-0.0955580577708758
"Wave_682",-0.0895809959635927
"Wave_683",-0.0826775112438836
"Wave_684",-0.0719869677529947
"Wave_685",-0.0548075027163105
"Wave_686",-0.0198257491243322
"Wave_687",0.0212467194350396
"Wave_688",0.062520429700896
"Wave_689",0.101893643136005
"Wave_690",0.15078907487182
"Wave_691",0.195234185507994
"Wave_692",0.236154591405696
"Wave_693",0.279264724297622
"Wave_694",0.314902672173611
"Wave_695",0.353689460052176
"Wave_696",0.385690903274088
"Wave_697",0.407950670051711
"Wave_698",0.416390397941968
"Wave_699",0.420301533180805
"Wave_700",0.428029563436
"Wave_701",0.425813836210875
"Wave_702",0.412651249852472
"Wave_703",0.403146546038585
"Wave_704",0.386679227822213
"Wave_705",0.363155437210972
"Wave_706",0.332653020631298
"Wave_707",0.303685031215291
"Wave_708",0.272161927091227
"Wave_709",0.242551806268711
"Wave_710",0.202520918312501
"Wave_711",0.159588261294801
"Wave_712",0.110146191792775
"Wave_713",0.0512205075828266
"Wave_714",0.00252858811697465
"Wave_715",-0.0524074104923163
"Wave_716",-0.08899684737644
"Wave_717",-0.108707436057432
"Wave_718",-0.159835208458362
"Wave_719",-0.23336928904428
"Wave_720",-0.31409347425756
"Wave_721",-0.38941163382068
"Wave_722",-0.43736396280098
"Wave_723",-0.470647211577323
"Wave_724",-0.494529094668889
"Wave_725",-0.527650927223418
"Wave_726",-0.58111426230792
"Wave_727",-0.629569384832282
"Wave_728",-0.646351992503916
"Wave_729",-0.661309816352344
"Wave_730",-0.676286431235582
"Wave_731",-0.681701496031987
"Wave_732",-0.689121076684275
"Wave_733",-0.703119757992112
"Wave_734",-0.703399051532886
"Wave_735",-0.678659144905644
"Wave_736",-0.643905525787498
"Wave_737",-0.604690672579672
"Wave_738",-0.558858736956441
"Wave_739",-0.531487345755907
"Wave_740",-0.481600448733275
"Wave_741",-0.431187919977049
"Wave_742",-0.399906020552024
"Wave_743",-0.353352795432984
"Wave_744",-0.296270693023627
"Wave_745",-0.237466941446654
"Wave_746",-0.197849382847829
"Wave_747",-0.149076881593978
"Wave_748",-0.105659357841759
"Wave_749",-0.0675467249313198
"Wave_750",-0.0281991437337885
"Wave_751",0.00462484022827916
"Wave_752",0.035211102907773
"Wave_753",0.0628439328959951
"Wave_754",0.087292877084142
"Wave_755",0.109965905121511
"Wave_756",0.138062252731219
"Wave_757",0.17693804204505
"Wave_758",0.28156426940443
"Wave_759",0.403987730785409
"Wave_760",0.525684622128984
"Wave_761",0.555651653064988
"Wave_762",0.486863776329862
"Wave_763",0.347089630026462
"Wave_764",0.263367350309511
"Wave_765",0.235104537862529
"Wave_766",0.213014699475895
"Wave_767",0.216733577986191
