"","Narea_g_m2.10.comps"
"(Intercept)",1.85342860722983
"Wave_500",0.00519486445522794
"Wave_501",0.00498023450555091
"Wave_502",0.00483327598905619
"Wave_503",0.00467840565544835
"Wave_504",0.00444527751922224
"Wave_505",0.00417716981249378
"Wave_506",0.00389854671876038
"Wave_507",0.00357428378262907
"Wave_508",0.00326844923533775
"Wave_509",0.00292163949441137
"Wave_510",0.00251724529092951
"Wave_511",0.00209208479419659
"Wave_512",0.00159998188121781
"Wave_513",0.00109090457523086
"Wave_514",0.000500401379643231
"Wave_515",-0.000166143022359332
"Wave_516",-0.000847156570271889
"Wave_517",-0.00152980871900921
"Wave_518",-0.0021326438026659
"Wave_519",-0.00273966531710067
"Wave_520",-0.00332515219625853
"Wave_521",-0.00402246203213709
"Wave_522",-0.00466206671996552
"Wave_523",-0.00529125367069978
"Wave_524",-0.00579039992039882
"Wave_525",-0.00621072050390517
"Wave_526",-0.00656353887995874
"Wave_527",-0.00675298533532232
"Wave_528",-0.00667987878033593
"Wave_529",-0.00653304479573411
"Wave_530",-0.00637749552839682
"Wave_531",-0.00629995846597107
"Wave_532",-0.00620094038866591
"Wave_533",-0.00589788436448328
"Wave_534",-0.00561248490024284
"Wave_535",-0.00512396177370904
"Wave_536",-0.00475540668449912
"Wave_537",-0.00452901169711083
"Wave_538",-0.00422715022281377
"Wave_539",-0.00386126714698615
"Wave_540",-0.00347841431386677
"Wave_541",-0.00311565920960097
"Wave_542",-0.00237389537112662
"Wave_543",-0.0019188057062421
"Wave_544",-0.00146235876934504
"Wave_545",-0.000918011598784683
"Wave_546",-0.000707756216181995
"Wave_547",-0.000602751653392355
"Wave_548",-0.000566260890576958
"Wave_549",-0.000210894780312191
"Wave_550",0.000327689591580949
"Wave_551",0.00085860482446196
"Wave_552",0.00122895710968691
"Wave_553",0.00171711044537238
"Wave_554",0.00230261192397468
"Wave_555",0.00288060405354435
"Wave_556",0.00328995606735418
"Wave_557",0.00377595358922855
"Wave_558",0.00411849026978472
"Wave_559",0.00442732556538605
"Wave_560",0.00477089072916828
"Wave_561",0.0048962080480602
"Wave_562",0.00499726864414521
"Wave_563",0.00519007269150093
"Wave_564",0.00541766432520644
"Wave_565",0.0056356105512816
"Wave_566",0.00583763935052025
"Wave_567",0.00585770484554792
"Wave_568",0.0058862015389118
"Wave_569",0.00589062635074287
"Wave_570",0.00591835128145829
"Wave_571",0.00582418594847436
"Wave_572",0.0057353024284867
"Wave_573",0.00561958691813139
"Wave_574",0.00549215098726556
"Wave_575",0.00536193844082234
"Wave_576",0.00519787047090005
"Wave_577",0.00500954315462532
"Wave_578",0.00490225496237111
"Wave_579",0.00470550583295594
"Wave_580",0.0045482048721168
"Wave_581",0.00446824604034485
"Wave_582",0.00434603073002219
"Wave_583",0.00423529037740428
"Wave_584",0.00405713658871162
"Wave_585",0.00380927282493578
"Wave_586",0.00344416309525743
"Wave_587",0.0030304220114073
"Wave_588",0.00275321804630079
"Wave_589",0.00253406229426248
"Wave_590",0.00232204761989132
"Wave_591",0.00208713443757569
"Wave_592",0.00192114816627969
"Wave_593",0.00172945945052502
"Wave_594",0.00154103456058637
"Wave_595",0.0013452337477175
"Wave_596",0.00113294628254031
"Wave_597",0.000934487512121114
"Wave_598",0.000763781650804393
"Wave_599",0.000611448458461567
"Wave_600",0.000479865190548364
"Wave_601",0.000380924712065645
"Wave_602",0.000257988858377001
"Wave_603",0.000237362599646604
"Wave_604",0.000207893094894716
"Wave_605",0.000157685891323807
"Wave_606",4.93812406392752e-05
"Wave_607",0.000117783863773273
"Wave_608",0.000162133705246321
"Wave_609",0.000147363782882781
"Wave_610",0.000152540918492123
"Wave_611",0.000130350526041949
"Wave_612",0.000105873987981266
"Wave_613",0.000152061508175955
"Wave_614",0.000197745522193216
"Wave_615",0.00016835819547271
"Wave_616",0.000145889707480379
"Wave_617",0.000105426905886985
"Wave_618",4.39776401389175e-05
"Wave_619",7.39752616022319e-06
"Wave_620",-4.37385505444498e-05
"Wave_621",-0.000113107176434359
"Wave_622",-0.000171482402414697
"Wave_623",-0.000254758203240262
"Wave_624",-0.0003263731626074
"Wave_625",-0.000424999091471291
"Wave_626",-0.000482799385405807
"Wave_627",-0.000589371596843568
"Wave_628",-0.000667123658225093
"Wave_629",-0.000765796731826425
"Wave_630",-0.000784819817065689
"Wave_631",-0.000857501070344966
"Wave_632",-0.000857740279353015
"Wave_633",-0.000682036839167884
"Wave_634",-0.000483915991253005
"Wave_635",-0.000274356414089213
"Wave_636",-5.58410405034177e-05
"Wave_637",0.000112859504780551
"Wave_638",0.000237684061918129
"Wave_639",0.000322239040393948
"Wave_640",0.000607208494761653
"Wave_641",0.000816828402799627
"Wave_642",0.00099328779371303
"Wave_643",0.00124294647487061
"Wave_644",0.00149999946602278
"Wave_645",0.0017782696011937
"Wave_646",0.00209593056769111
