"","Jmax25_Rog.13.comps"
"(Intercept)",378.835979120384
"Wave_500",2.6090096883187
"Wave_501",2.75244189341552
"Wave_502",2.68826359401892
"Wave_503",2.43521126336968
"Wave_504",2.29336228738037
"Wave_505",2.1434160938643
"Wave_506",2.07884826983438
"Wave_507",2.19657496168709
"Wave_508",2.01453662582044
"Wave_509",1.91286469734053
"Wave_510",1.91229225929528
"Wave_511",1.5108829992191
"Wave_512",1.34187515100908
"Wave_513",1.36175103191706
"Wave_514",1.40491587491537
"Wave_515",1.43134926378086
"Wave_516",1.25704621245327
"Wave_517",0.727505891993451
"Wave_518",0.484213885685354
"Wave_519",0.347097342138675
"Wave_520",0.267428273291774
"Wave_521",0.192069770842729
"Wave_522",0.0406379561479896
"Wave_523",-0.154381838750143
"Wave_524",-0.430836991609994
"Wave_525",-0.596341133524635
"Wave_526",-0.649907575517196
"Wave_527",-0.553101725559693
"Wave_528",-0.572183384617611
"Wave_529",-0.522343832471064
"Wave_530",-0.421221665784424
"Wave_531",-0.42790910155302
"Wave_532",-0.429563216099498
"Wave_533",-0.423237093854223
"Wave_534",-0.45318677327712
"Wave_535",-0.289519299117629
"Wave_536",0.00432602372555432
"Wave_537",0.252019297950736
"Wave_538",0.286349006244329
"Wave_539",0.264323060110953
"Wave_540",0.261284349089608
"Wave_541",0.275265781290841
"Wave_542",0.232001129985037
"Wave_543",0.286305646936845
"Wave_544",0.359259603461725
"Wave_545",0.39673310078951
"Wave_546",0.466503498905495
"Wave_547",0.43967534261357
"Wave_548",0.331919549971714
"Wave_549",0.346234022695338
"Wave_550",0.368030467062358
"Wave_551",0.370634070494206
"Wave_552",0.452206608856481
"Wave_553",0.507927867675706
"Wave_554",0.504858536136504
"Wave_555",0.429120429395719
"Wave_556",0.399781018489182
"Wave_557",0.279921385555061
"Wave_558",0.0952960765898017
"Wave_559",0.0643999292310426
"Wave_560",0.057861770311305
"Wave_561",0.00669760999721422
"Wave_562",-0.0412375655778054
"Wave_563",-0.0307497950914387
"Wave_564",-0.0723078678709897
"Wave_565",-0.10456341256813
"Wave_566",-0.160822846732763
"Wave_567",0.00373352922922074
"Wave_568",0.117235507362417
"Wave_569",0.21869002858857
"Wave_570",0.224324647763775
"Wave_571",0.179351096424395
"Wave_572",0.0789389016076815
"Wave_573",-0.0221055636110614
"Wave_574",-0.0687955575442804
"Wave_575",-0.092651981518454
"Wave_576",-0.0905223809298975
"Wave_577",-0.152756212308695
"Wave_578",-0.169544791827628
"Wave_579",-0.18352300722055
"Wave_580",-0.180131559239698
"Wave_581",-0.129361040086167
"Wave_582",-0.203027885021669
"Wave_583",-0.264424018202413
"Wave_584",-0.257213568006991
"Wave_585",-0.21130438044892
"Wave_586",-0.202064686955455
"Wave_587",-0.214417800052252
"Wave_588",-0.37179242525278
"Wave_589",-0.407787226300025
"Wave_590",-0.343195183436058
"Wave_591",-0.239591170539622
"Wave_592",-0.162899488499759
"Wave_593",-0.166245082292049
"Wave_594",-0.241000379798949
"Wave_595",-0.31877639071617
"Wave_596",-0.414511493497884
"Wave_597",-0.390460469456034
"Wave_598",-0.286565920070816
"Wave_599",-0.280227986733741
"Wave_600",-0.272233035136873
"Wave_601",-0.252846838745942
"Wave_602",-0.241801248389599
"Wave_603",-0.242125822614013
"Wave_604",-0.18978703960559
"Wave_605",-0.136505864023997
"Wave_606",-0.114093330695578
"Wave_607",-0.072718185782772
"Wave_608",-0.0539203591389313
"Wave_609",-0.0902806106758784
"Wave_610",-0.15184645415862
"Wave_611",-0.225532872557196
"Wave_612",-0.244910685282668
"Wave_613",-0.180274710743444
"Wave_614",-0.11418105136892
"Wave_615",-0.146017555567066
"Wave_616",-0.197504027555162
"Wave_617",-0.259022280176956
"Wave_618",-0.266307733307606
"Wave_619",-0.346800769332269
"Wave_620",-0.445316173249789
"Wave_621",-0.455561496955707
"Wave_622",-0.466386928502518
"Wave_623",-0.443213247106549
"Wave_624",-0.407432433435349
"Wave_625",-0.515441158704662
"Wave_626",-0.548328206301298
"Wave_627",-0.578731455794918
"Wave_628",-0.628743611820747
