"","Jmax25_Rog.10.comps"
"(Intercept)",314.570500386147
"Wave_500",0.948840549348954
"Wave_501",0.975583429531258
"Wave_502",0.974797342663074
"Wave_503",0.948047564481761
"Wave_504",0.951753538955235
"Wave_505",0.922152399722995
"Wave_506",0.879333098350414
"Wave_507",0.827000769872736
"Wave_508",0.762067047217237
"Wave_509",0.735185467517106
"Wave_510",0.743897291001124
"Wave_511",0.700326842796048
"Wave_512",0.647274870379909
"Wave_513",0.591889279594041
"Wave_514",0.517493549030427
"Wave_515",0.444472286525789
"Wave_516",0.362114994157986
"Wave_517",0.280214455050426
"Wave_518",0.223258310733167
"Wave_519",0.168214039267498
"Wave_520",0.0895722219079291
"Wave_521",-0.00812633612032407
"Wave_522",-0.0968930210535181
"Wave_523",-0.17689441312401
"Wave_524",-0.255337723120644
"Wave_525",-0.30431200156392
"Wave_526",-0.340977701849222
"Wave_527",-0.351336445437186
"Wave_528",-0.392664416686603
"Wave_529",-0.392769447972023
"Wave_530",-0.367988171751449
"Wave_531",-0.37392040099043
"Wave_532",-0.393679818854959
"Wave_533",-0.397228626335225
"Wave_534",-0.394629149308813
"Wave_535",-0.354642031281271
"Wave_536",-0.293282355111491
"Wave_537",-0.231579409918565
"Wave_538",-0.179768233644485
"Wave_539",-0.190932737189648
"Wave_540",-0.200021258062465
"Wave_541",-0.205459544734809
"Wave_542",-0.182214730118986
"Wave_543",-0.124812689632112
"Wave_544",-0.0666437210497941
"Wave_545",-0.0211510993866084
"Wave_546",-0.00721698195407459
"Wave_547",-0.0086894868326514
"Wave_548",-0.0181596703550819
"Wave_549",0.01088851627247
"Wave_550",0.0314717367509438
"Wave_551",0.0293247552389764
"Wave_552",0.018590957201526
"Wave_553",0.0611231592545802
"Wave_554",0.0613325468127859
"Wave_555",0.013418031293602
"Wave_556",0.0282120604915159
"Wave_557",0.0481348647702864
"Wave_558",0.0365381781424695
"Wave_559",0.0519844888593483
"Wave_560",0.085598700535923
"Wave_561",0.0853529084564197
"Wave_562",0.0743573609244808
