"","Nmass_mg_g.9.comps"
"(Intercept)",24.3812008617738
"Wave_500",0.00923468056641803
"Wave_501",0.00844458856427765
"Wave_502",0.0076235023433766
"Wave_503",0.0066633591658945
"Wave_504",0.00578597688450087
"Wave_505",0.00482517521887652
"Wave_506",0.00385031907128665
"Wave_507",0.00272667054133131
"Wave_508",0.0018560639573922
"Wave_509",0.000969512797091526
"Wave_510",-0.0002576771393445
"Wave_511",-0.00161198211219955
"Wave_512",-0.00313216378574156
"Wave_513",-0.00471720733106771
"Wave_514",-0.00602471714423138
"Wave_515",-0.00783621903307618
"Wave_516",-0.0104181324464991
"Wave_517",-0.0130908309916815
"Wave_518",-0.015195272368538
"Wave_519",-0.0160035035902521
"Wave_520",-0.0172845346753126
"Wave_521",-0.0191768463930363
"Wave_522",-0.0207408848827485
"Wave_523",-0.0211952841267097
"Wave_524",-0.0218953358728228
"Wave_525",-0.0231823576575753
"Wave_526",-0.0229236075556928
"Wave_527",-0.0224364422790621
"Wave_528",-0.020872955160838
"Wave_529",-0.0192143715841139
"Wave_530",-0.0174500139725387
"Wave_531",-0.0162277454903022
"Wave_532",-0.0144848423621452
"Wave_533",-0.0125829869531809
"Wave_534",-0.0106653277624701
"Wave_535",-0.00734217330617393
"Wave_536",-0.00399695854090564
"Wave_537",-0.00147488512752249
"Wave_538",0.000133412793928835
"Wave_539",0.00286510080770648
"Wave_540",0.00581055057602568
"Wave_541",0.00769949516563588
"Wave_542",0.0112866405018292
"Wave_543",0.0136622689076955
"Wave_544",0.015527362803535
"Wave_545",0.0179125185831169
"Wave_546",0.0174913963637604
"Wave_547",0.0170598498661927
"Wave_548",0.0159457927078459
"Wave_549",0.0191158127016834
"Wave_550",0.0223783133790511
"Wave_551",0.0262843902348073
"Wave_552",0.0267723671852656
"Wave_553",0.0283100441582484
"Wave_554",0.0300615691534679
"Wave_555",0.0319952460948908
"Wave_556",0.0316167647337761
"Wave_557",0.0296598881266976
"Wave_558",0.0258678693916132
"Wave_559",0.0231155502117516
"Wave_560",0.0247439441760892
"Wave_561",0.0271287279743903
"Wave_562",0.0301177197574654
"Wave_563",0.0326085560030654
"Wave_564",0.0341105694618358
"Wave_565",0.0350759554938715
"Wave_566",0.0353016369081055
"Wave_567",0.0346554744592406
"Wave_568",0.034222891214038
"Wave_569",0.0337766860246796
"Wave_570",0.0339276627061418
"Wave_571",0.0326059531314835
"Wave_572",0.0317540781839233
"Wave_573",0.0305893020696726
"Wave_574",0.0300592198405054
"Wave_575",0.0289658066139264
"Wave_576",0.0276495479885452
"Wave_577",0.0262228849944285
"Wave_578",0.0255297516457097
"Wave_579",0.0245565266953654
"Wave_580",0.0234979285147978
"Wave_581",0.0228942199823261
"Wave_582",0.0221468041067999
"Wave_583",0.0214802055838199
"Wave_584",0.0203332197004799
"Wave_585",0.0184719073967646
"Wave_586",0.0158317823647358
"Wave_587",0.0134758911597916
"Wave_588",0.0116018788990045
"Wave_589",0.0097150084666103
"Wave_590",0.0069756498221687
"Wave_591",0.00478817751198645
"Wave_592",0.00350105280489946
"Wave_593",0.00250136737790747
"Wave_594",0.0014489706332707
"Wave_595",-0.000267436798890006
"Wave_596",-0.00195007304604517
"Wave_597",-0.00321227583593967
"Wave_598",-0.00441030398873051
"Wave_599",-0.00526800936534499
"Wave_600",-0.00603644912631558
"Wave_601",-0.00699237345590774
"Wave_602",-0.00799923801304705
"Wave_603",-0.00840571065833998
"Wave_604",-0.00915804916567307
"Wave_605",-0.00986297948517811
"Wave_606",-0.010725451915011
"Wave_607",-0.0107502583267101
"Wave_608",-0.0107090527137457
"Wave_609",-0.0112022717221806
"Wave_610",-0.0114624284609147
"Wave_611",-0.0115196256246453
"Wave_612",-0.0116189239003726
"Wave_613",-0.0114099748726003
"Wave_614",-0.0111514673182161
"Wave_615",-0.0114725709600977
"Wave_616",-0.0116794112916568
"Wave_617",-0.0121786718319125
"Wave_618",-0.0124560275541708
"Wave_619",-0.0123871772743596
"Wave_620",-0.0123350533693653
"Wave_621",-0.0127431128916463
"Wave_622",-0.0126204577457785
"Wave_623",-0.0125066186214372
"Wave_624",-0.0126463879364065
"Wave_625",-0.0131582542433133
"Wave_626",-0.0135574023342633
"Wave_627",-0.0140666697324502
"Wave_628",-0.0136457801415086
"Wave_629",-0.013629488001972
"Wave_630",-0.0128849603935925
"Wave_631",-0.0119984055869228
"Wave_632",-0.0117149097259064
"Wave_633",-0.0106380537184187
"Wave_634",-0.00988880071828774
"Wave_635",-0.00920358870968221
"Wave_636",-0.00778819358540653
"Wave_637",-0.00675105039225265
"Wave_638",-0.00628520100295531
"Wave_639",-0.00553547542347498
"Wave_640",-0.00451274776185018
"Wave_641",-0.00408714480952558
"Wave_642",-0.00374986299287778
"Wave_643",-0.00259881610509131
"Wave_644",-0.00248228462286764
"Wave_645",-0.00201535893974922
"Wave_646",-0.000930172152042308
"Wave_647",-0.000370480241225529
"Wave_648",-0.000791399414409113
"Wave_649",-4.64616476134657e-05
"Wave_650",0.00110251491444878
"Wave_651",0.0018214891950013
"Wave_652",0.00299320272182207
"Wave_653",0.00416723244024603
"Wave_654",0.0059608418533013
"Wave_655",0.00852285277756325
"Wave_656",0.0104504076719933
"Wave_657",0.0114382590922925
"Wave_658",0.0129992091803432
"Wave_659",0.0150127661908237
"Wave_660",0.0170412318690801
"Wave_661",0.0200098247007195
"Wave_662",0.0226419046572108
"Wave_663",0.025043844215155
"Wave_664",0.0279567495149111
"Wave_665",0.0310343372257424
"Wave_666",0.0332261871569537
"Wave_667",0.0337522692277571
"Wave_668",0.0334218505976352
"Wave_669",0.0326698950653071
"Wave_670",0.0323544605100594
"Wave_671",0.0320414679639254
"Wave_672",0.0324035271076099
"Wave_673",0.0325660017614702
"Wave_674",0.0320736170265047
"Wave_675",0.0317056489930304
"Wave_676",0.0319476837171958
"Wave_677",0.0326080750997069
"Wave_678",0.0339413818509437
"Wave_679",0.0344723522708934
"Wave_680",0.0342319441676185
"Wave_681",0.0330570415537628
"Wave_682",0.0311435645626723
"Wave_683",0.0283412750914305
"Wave_684",0.0247337780099235
"Wave_685",0.0202234764505927
"Wave_686",0.0145890621477317
"Wave_687",0.0074192512527823
"Wave_688",-0.00096574345164064
"Wave_689",-0.00972659420622549
"Wave_690",-0.0181334598803798
"Wave_691",-0.0281573677308717
"Wave_692",-0.0373208933432994
"Wave_693",-0.0466777860886313
"Wave_694",-0.0589990436503311
"Wave_695",-0.0648058402387983
"Wave_696",-0.0703793783043399
"Wave_697",-0.0789246124301626
"Wave_698",-0.0850027762949672
"Wave_699",-0.0878442542231967
"Wave_700",-0.0934644450583611
"Wave_701",-0.0989919454522501
"Wave_702",-0.0972171952002287
"Wave_703",-0.0941743128156945
"Wave_704",-0.0961644925341475
"Wave_705",-0.098909029858798
"Wave_706",-0.0911641513529735
"Wave_707",-0.0851110312108529
"Wave_708",-0.0845143013688122
"Wave_709",-0.0804497646017809
"Wave_710",-0.074103592245918
"Wave_711",-0.0672919726569824
"Wave_712",-0.0615754345446123
"Wave_713",-0.0546650468805119
"Wave_714",-0.046032869727123
"Wave_715",-0.0372259788863549
"Wave_716",-0.0309680070041598
"Wave_717",-0.0266541101427775
"Wave_718",-0.0281262916421161
"Wave_719",-0.030397251867568
"Wave_720",-0.024925123309284
"Wave_721",-0.0121139875587246
"Wave_722",-0.00318717320406674
"Wave_723",0.0015828829107309
"Wave_724",0.00700283708760962
"Wave_725",0.0118866379121118
"Wave_726",0.0171845683278707
"Wave_727",0.0192528462791149
"Wave_728",0.0229690377787064
"Wave_729",0.0270294725156429
"Wave_730",0.0251588955937727
"Wave_731",0.0263028115451562
"Wave_732",0.0271975102415091
"Wave_733",0.0303777466037153
"Wave_734",0.033830702686736
"Wave_735",0.0331912308646246
"Wave_736",0.0318662834322763
"Wave_737",0.0296195994999185
"Wave_738",0.0297404677760783
"Wave_739",0.0306317228707191
"Wave_740",0.0329050935024544
"Wave_741",0.0310908851187583
"Wave_742",0.026604901062498
"Wave_743",0.0255654969438216
"Wave_744",0.0217231060762147
"Wave_745",0.0220476909236543
"Wave_746",0.0215253065522171
"Wave_747",0.018921064016224
"Wave_748",0.0170990124261233
"Wave_749",0.0139582120630915
"Wave_750",0.0107606661499086
"Wave_751",0.00957688992498423
"Wave_752",0.00593540381565525
"Wave_753",0.00410593582717964
"Wave_754",0.00265105229594439
"Wave_755",0.000942365721371214
"Wave_756",-0.00146196145432982
"Wave_757",-0.00490155299584825
"Wave_758",-0.00225896452200813
"Wave_759",0.00672188803920407
"Wave_760",0.00838248012806153
"Wave_761",0.000982275209857423
"Wave_762",-0.0248205802514927
"Wave_763",-0.0338460961784278
"Wave_764",-0.0371811941017293
"Wave_765",-0.0392858389044435
"Wave_766",-0.0328488738126762
"Wave_767",-0.025865121215618
"Wave_768",-0.0173616974841742
"Wave_769",-0.0127068015069729
"Wave_770",-0.0102833964168243
"Wave_771",-0.0105966163276697
"Wave_772",-0.0116543441423799
"Wave_773",-0.0111099260588746
"Wave_774",-0.0100685399128209
"Wave_775",-0.0104765684734661
"Wave_776",-0.0116624002331868
"Wave_777",-0.0138760665467551
"Wave_778",-0.0140180650837949
"Wave_779",-0.0133248178141184
"Wave_780",-0.0120071446377408
"Wave_781",-0.00485609467385038
"Wave_782",-0.00560041950820389
"Wave_783",-0.00556444381458794
"Wave_784",-0.00650722899675821
"Wave_785",-0.004540653808471
"Wave_786",-0.00364655296374632
"Wave_787",-0.0027598154776876
"Wave_788",-0.00541557130518618
"Wave_789",-0.00669956808135231
"Wave_790",-0.00707354425071315
"Wave_791",-0.00778281944507576
"Wave_792",-0.00787303760958668
"Wave_793",-0.00630557880695843
"Wave_794",-0.00609209138490931
"Wave_795",-0.00288244428400933
"Wave_796",-0.00560927044200843
"Wave_797",-0.00800839734320729
"Wave_798",-0.0041226958254264
"Wave_799",-0.00362553242415356
"Wave_800",-0.00240040346365293
"Wave_801",-0.000399660974709321
"Wave_802",-0.00330851469005954
"Wave_803",-0.00626903278492099
