"","LMA_gDW_m2.9.comps"
"(Intercept)",87.1785352281408
"Wave_500",0.235500316597283
"Wave_501",0.22870711698671
"Wave_502",0.223191697992544
"Wave_503",0.216906692083931
"Wave_504",0.208735793775873
"Wave_505",0.200524641061831
"Wave_506",0.192076362783171
"Wave_507",0.182396339734447
"Wave_508",0.172693606247188
"Wave_509",0.162564968981103
"Wave_510",0.151544905834931
"Wave_511",0.139394842960363
"Wave_512",0.127093965911977
"Wave_513",0.114289374980242
"Wave_514",0.0984525909124057
"Wave_515",0.0800979953659427
"Wave_516",0.0623737103640682
"Wave_517",0.0445748015306778
"Wave_518",0.032170058490806
"Wave_519",0.0206296630941694
"Wave_520",0.0146736931498626
"Wave_521",0.00609016892919698
"Wave_522",-0.00213094213016227
"Wave_523",-0.0132515624523771
"Wave_524",-0.0217090101241762
"Wave_525",-0.0275490416090674
"Wave_526",-0.0341724335848486
"Wave_527",-0.0379132377900985
"Wave_528",-0.0369448104612003
"Wave_529",-0.0333495125144672
"Wave_530",-0.030115839475312
"Wave_531",-0.031100569189994
"Wave_532",-0.034535340091366
"Wave_533",-0.0330200454024878
"Wave_534",-0.0318319554226248
"Wave_535",-0.0294651611417051
"Wave_536",-0.0292787741673294
"Wave_537",-0.0314794778360288
"Wave_538",-0.0327337358643057
"Wave_539",-0.0348517356230068
"Wave_540",-0.0370373163776374
"Wave_541",-0.038197182904006
"Wave_542",-0.0316195501803757
"Wave_543",-0.0296989346470785
"Wave_544",-0.027963678140658
"Wave_545",-0.0267758133738957
"Wave_546",-0.0402962399163679
"Wave_547",-0.0628239020684549
"Wave_548",-0.0931923987000969
"Wave_549",-0.115082346196895
"Wave_550",-0.118640822445429
"Wave_551",-0.10748739011776
"Wave_552",-0.0885554284530683
"Wave_553",-0.0787286877374437
"Wave_554",-0.0707967935722559
"Wave_555",-0.064001088171983
"Wave_556",-0.0483918185214067
"Wave_557",-0.0326443310585491
"Wave_558",-0.0201375606770606
"Wave_559",-0.0134099693559913
"Wave_560",-0.0112055070531214
"Wave_561",-0.00999742221867628
"Wave_562",-0.00798502012912405
"Wave_563",-0.00447736378093366
"Wave_564",0.00151551747598511
"Wave_565",0.00578750953520005
"Wave_566",0.0110326728332942
