"","Vcmax_Spec_Tleaf.12.comps"
"(Intercept)",23.8312912806111
"Wave_500",-0.800433519966173
"Wave_501",-0.743793021725248
"Wave_502",-0.690141777143777
"Wave_503",-0.649804938959248
"Wave_504",-0.587596749268988
"Wave_505",-0.549219386048109
"Wave_506",-0.521459474377069
"Wave_507",-0.498217179118156
"Wave_508",-0.461057833774501
"Wave_509",-0.408259750796516
"Wave_510",-0.328692523259979
"Wave_511",-0.271131177641482
"Wave_512",-0.226376338094577
"Wave_513",-0.194297579290598
"Wave_514",-0.155804124324127
"Wave_515",-0.101881336086485
"Wave_516",-0.0350260864804019
"Wave_517",0.0338993994964619
"Wave_518",0.106445977806881
"Wave_519",0.155041135766173
"Wave_520",0.176210124039216
"Wave_521",0.178942267566155
"Wave_522",0.160012425871663
"Wave_523",0.140003287416409
"Wave_524",0.156066067382838
"Wave_525",0.154462746665829
"Wave_526",0.162622048508212
"Wave_527",0.195073682990281
"Wave_528",0.155486371024305
"Wave_529",0.143997225154046
"Wave_530",0.150761293878771
"Wave_531",0.140447534905486
"Wave_532",0.134646793872624
"Wave_533",0.114432342158676
"Wave_534",0.0630674648282846
"Wave_535",0.0409945101432888
"Wave_536",0.045816280451918
"Wave_537",0.0637450974906862
"Wave_538",0.0730908617081612
"Wave_539",0.067957427748969
"Wave_540",0.0639666439942305
"Wave_541",0.0718323340200336
"Wave_542",0.0873379067626333
"Wave_543",0.104333948307161
"Wave_544",0.114420412555578
"Wave_545",0.104125336604341
"Wave_546",0.0849198242816799
"Wave_547",0.0617108002356746
"Wave_548",0.0345744210566657
"Wave_549",0.0164991454788078
"Wave_550",0.0327994404370105
"Wave_551",0.0702939805194654
"Wave_552",0.101427133586772
"Wave_553",0.115597536962273
"Wave_554",0.115157529821195
"Wave_555",0.103665003636981
"Wave_556",0.126255080447379
"Wave_557",0.108136617499563
"Wave_558",0.069919372067509
"Wave_559",0.0552442300709302
"Wave_560",0.0253070942395186
"Wave_561",-0.00427211364123973
"Wave_562",-0.0223701619714741
"Wave_563",-0.0297473933800944
"Wave_564",-0.0574056710510444
"Wave_565",-0.0823363442786858
"Wave_566",-0.0877619973240754
"Wave_567",-0.0934522223125146
"Wave_568",-0.0952909060546893
"Wave_569",-0.097659669992019
"Wave_570",-0.135690771674044
"Wave_571",-0.153952280509283
"Wave_572",-0.168801416829067
"Wave_573",-0.177760085073074
"Wave_574",-0.162813889206664
"Wave_575",-0.162137906536082
"Wave_576",-0.174150096346663
"Wave_577",-0.207059112051312
"Wave_578",-0.222971022232303
"Wave_579",-0.223318296164611
"Wave_580",-0.214352745858086
"Wave_581",-0.197171019583146
"Wave_582",-0.197346493325238
"Wave_583",-0.202614290366778
"Wave_584",-0.204969197192345
"Wave_585",-0.194402331494059
"Wave_586",-0.191236477566267
"Wave_587",-0.191883730259735
"Wave_588",-0.173092039899335
"Wave_589",-0.163341861452944
"Wave_590",-0.154477577600391
"Wave_591",-0.143932074644937
"Wave_592",-0.145143122603339
"Wave_593",-0.137022021846747
"Wave_594",-0.12295511285043
"Wave_595",-0.10464978414578
"Wave_596",-0.0788630310504099
"Wave_597",-0.0644536654020855
"Wave_598",-0.0684693652529332
"Wave_599",-0.0942969878498249
"Wave_600",-0.102618555973617
"Wave_601",-0.108931666313504
"Wave_602",-0.116848583766256
"Wave_603",-0.124741665712444
"Wave_604",-0.125554079881502
"Wave_605",-0.126553100174858
"Wave_606",-0.133880217380037
"Wave_607",-0.157263203984117
"Wave_608",-0.188323902340637
"Wave_609",-0.22549025653037
"Wave_610",-0.2587610703665
"Wave_611",-0.265631866234146
"Wave_612",-0.269315491795258
"Wave_613",-0.277739548884588
"Wave_614",-0.295800576375383
"Wave_615",-0.307725118488612
"Wave_616",-0.316888344398473
"Wave_617",-0.323053419898615
"Wave_618",-0.318221792185055
"Wave_619",-0.313038307496451
"Wave_620",-0.31004974987448
"Wave_621",-0.312933167594711
"Wave_622",-0.322362507888981
"Wave_623",-0.326150170721424
"Wave_624",-0.32116646414534
"Wave_625",-0.31128333180721
"Wave_626",-0.301078361426945
"Wave_627",-0.288660804615553
"Wave_628",-0.275718020239582
"Wave_629",-0.269454649566851
"Wave_630",-0.26180446682244
"Wave_631",-0.257952971917853
"Wave_632",-0.262929246105172
"Wave_633",-0.235274015633696
"Wave_634",-0.218457489031212
"Wave_635",-0.205543145819758
"Wave_636",-0.172263018946415
"Wave_637",-0.131425160605165
"Wave_638",-0.0896365554400888
"Wave_639",-0.0494859758366739
"Wave_640",-0.0278102396854137
"Wave_641",0.00659065255748416
"Wave_642",0.042953042825823
"Wave_643",0.0781743013113239
"Wave_644",0.113188489477258
"Wave_645",0.133134947022018
"Wave_646",0.141911870662186
"Wave_647",0.139523678938841
"Wave_648",0.149910068048091
"Wave_649",0.145226343242109
"Wave_650",0.131634602170199
"Wave_651",0.119381172971843
"Wave_652",0.0944503001354555
"Wave_653",0.0634095593053633
"Wave_654",0.0298696488182553
"Wave_655",-0.00396037480196339
"Wave_656",-0.0405809520041905
"Wave_657",-0.0870489988321826
"Wave_658",-0.141395844907565
"Wave_659",-0.171794802542809
"Wave_660",-0.191706802192348
"Wave_661",-0.210220886366822
"Wave_662",-0.22778322674145
"Wave_663",-0.240789608987878
"Wave_664",-0.238627662011459
"Wave_665",-0.230774836088755
"Wave_666",-0.223810928623441
"Wave_667",-0.217595962061154
"Wave_668",-0.208846933725008
"Wave_669",-0.192445670388624
"Wave_670",-0.160122776335409
"Wave_671",-0.134537919698663
"Wave_672",-0.0862814769581911
"Wave_673",-0.0369240131096213
"Wave_674",-0.0128236379394476
"Wave_675",0.0224716631408301
"Wave_676",0.0657261659430075
"Wave_677",0.112805682387926
"Wave_678",0.170208814268302
"Wave_679",0.246828180351325
"Wave_680",0.312432822346409
"Wave_681",0.364162034462146
"Wave_682",0.418534208236684
"Wave_683",0.461104597210296
"Wave_684",0.516985983889015
"Wave_685",0.586622646871175
"Wave_686",0.63942415762597
"Wave_687",0.70554525567316
"Wave_688",0.757309095404532
"Wave_689",0.790884685926759
"Wave_690",0.840050435615659
"Wave_691",0.884115312005198
"Wave_692",0.911338201938472
"Wave_693",0.899101622206923
"Wave_694",0.948391715327317
"Wave_695",0.931185223451381
"Wave_696",0.884636753487549
"Wave_697",0.861243552471823
"Wave_698",0.882299614110325
"Wave_699",0.816973539608357
"Wave_700",0.773416023322088
"Wave_701",0.815193577054084
"Wave_702",0.700001291360894
"Wave_703",0.622419152954906
"Wave_704",0.595857196338135
"Wave_705",0.616890640589159
"Wave_706",0.456592626429908
"Wave_707",0.352807501714624
"Wave_708",0.324421120993783
"Wave_709",0.355662642157467
"Wave_710",0.176663135851842
"Wave_711",0.0863695411785287
"Wave_712",0.0684461304685126
"Wave_713",0.0922739599677562
"Wave_714",-0.126071188486041
"Wave_715",-0.226569793459697
"Wave_716",-0.245143875390205
"Wave_717",-0.199200607613863
"Wave_718",-0.203844899533262
"Wave_719",-0.32795177304037
"Wave_720",-0.424677156843836
"Wave_721",-0.432773655033219
"Wave_722",-0.388251096253361
"Wave_723",-0.452596728402807
"Wave_724",-0.489063216038447
"Wave_725",-0.455756203744009
"Wave_726",-0.490316319033541
"Wave_727",-0.408179550927153
"Wave_728",-0.377315666066813
"Wave_729",-0.428200408757597
"Wave_730",-0.39515887262442
"Wave_731",-0.336041801379411
"Wave_732",-0.277266306246332
"Wave_733",-0.226222644507152
"Wave_734",-0.15477100145194
"Wave_735",-0.161644214733589
"Wave_736",-0.149925804932161
