"","x"
"Wave_500",0.668726822104504
"Wave_501",0.665664614355267
"Wave_502",0.658877766194154
"Wave_503",0.65056965165293
"Wave_504",0.64483331780388
"Wave_505",0.641192093463915
"Wave_506",0.637708647598394
"Wave_507",0.632948572295052
"Wave_508",0.62915460410258
"Wave_509",0.630186209201506
"Wave_510",0.638874514912301
"Wave_511",0.64558814747
"Wave_512",0.653241601149854
"Wave_513",0.662622141836786
"Wave_514",0.67190430112709
"Wave_515",0.677305666750311
"Wave_516",0.683169942762145
"Wave_517",0.691501809872897
"Wave_518",0.718432667552893
"Wave_519",0.753943823948136
"Wave_520",0.794796708274063
"Wave_521",0.830851197087549
"Wave_522",0.870390124162276
"Wave_523",0.910910984373505
"Wave_524",0.947730718985083
"Wave_525",0.971406942382343
"Wave_526",0.999208840077606
"Wave_527",1.03260739161076
"Wave_528",1.08660763580944
"Wave_529",1.14529040219773
"Wave_530",1.1962662427204
"Wave_531",1.2237383211732
"Wave_532",1.24677314174892
"Wave_533",1.27111198068374
"Wave_534",1.30251934290639
"Wave_535",1.33164672325943
"Wave_536",1.35328353265357
"Wave_537",1.36771041133966
"Wave_538",1.36701011527332
"Wave_539",1.36524132696497
"Wave_540",1.36918855342864
"Wave_541",1.37996764507321
"Wave_542",1.40676509852265
"Wave_543",1.43014490754809
"Wave_544",1.44316406227634
"Wave_545",1.43893263902296
"Wave_546",1.33469458206299
"Wave_547",1.21128582136191
"Wave_548",1.09641581305492
"Wave_549",1.05161336398676
"Wave_550",1.04781731848683
"Wave_551",1.06794626895665
"Wave_552",1.10312490927446
"Wave_553",1.12999577902615
"Wave_554",1.14724394307631
"Wave_555",1.15768932342528
"Wave_556",1.17625325145386
"Wave_557",1.18914695716256
"Wave_558",1.20204028272324
"Wave_559",1.21861160152062
"Wave_560",1.23912578467265
"Wave_561",1.26118460026398
"Wave_562",1.28521998351843
"Wave_563",1.30250209406869
"Wave_564",1.32051264072976
"Wave_565",1.34278379694368
"Wave_566",1.37155369775713
"Wave_567",1.39559447211138
"Wave_568",1.41436394582231
"Wave_569",1.42465566156004
"Wave_570",1.4157537808849
"Wave_571",1.40260708360778
"Wave_572",1.38785507820135
"Wave_573",1.37092408993864
"Wave_574",1.34388372367475
"Wave_575",1.31004768942452
"Wave_576",1.2726319495366
"Wave_577",1.23431922446532
"Wave_578",1.20607068573258
"Wave_579",1.18144106959538
"Wave_580",1.16133781635227
"Wave_581",1.14922779255682
"Wave_582",1.13540658399156
"Wave_583",1.12017455895144
"Wave_584",1.10357445489234
"Wave_585",1.07597311729083
"Wave_586",1.04112548791726
"Wave_587",0.999494928960307
"Wave_588",0.947853047726708
"Wave_589",0.913003653626682
"Wave_590",0.890724455672718
"Wave_591",0.880253275330126
"Wave_592",0.885999107055564
"Wave_593",0.8870306502972
"Wave_594",0.886166493960353
"Wave_595",0.885143876170665
"Wave_596",0.881849868437609
"Wave_597",0.876082971254924
"Wave_598",0.868702811831108
"Wave_599",0.86152250806241
"Wave_600",0.85673147906304
"Wave_601",0.852442760786666
"Wave_602",0.849055428248926
"Wave_603",0.850078328694949
"Wave_604",0.850857816222347
"Wave_605",0.850110768071202
"Wave_606",0.846061257202703
"Wave_607",0.84438530787192
"Wave_608",0.842542085309892
"Wave_609",0.840608648707385
"Wave_610",0.838865015285635
"Wave_611",0.834105012742618
"Wave_612",0.829302978531375
"Wave_613",0.825845403763533
"Wave_614",0.822311724061336
"Wave_615",0.818537502682613
"Wave_616",0.814049501095516
"Wave_617",0.807760093192564
"Wave_618",0.801815991359653
"Wave_619",0.797026676350959
"Wave_620",0.793534803547325
"Wave_621",0.790573215191762
"Wave_622",0.790090311870262
"Wave_623",0.791448346265999
"Wave_624",0.793736641246845
"Wave_625",0.794419341765516
"Wave_626",0.79550557468622
"Wave_627",0.797511273017373
"Wave_628",0.801145630849659
"Wave_629",0.807232514593221
"Wave_630",0.811506249996233
"Wave_631",0.814246365019042
"Wave_632",0.815357271701443
"Wave_633",0.815143067835208
"Wave_634",0.812996136509551
"Wave_635",0.809398122459481
"Wave_636",0.80608120280192
"Wave_637",0.800821581063372
"Wave_638",0.791026797048077
"Wave_639",0.777930558835769
"Wave_640",0.770829047047666
"Wave_641",0.764029448611055
"Wave_642",0.756506890023842
"Wave_643",0.747339123143929
"Wave_644",0.734039160422517
"Wave_645",0.720506879370171
"Wave_646",0.705927871301237
"Wave_647",0.689513867553352
"Wave_648",0.67837309833451
"Wave_649",0.667634844795913
"Wave_650",0.656772157411067
"Wave_651",0.645567012353714
"Wave_652",0.634322438193677
"Wave_653",0.626093871545109
"Wave_654",0.619214388574073
"Wave_655",0.609926181547619
"Wave_656",0.598107302512055
"Wave_657",0.581608062727716
"Wave_658",0.561610035366971
"Wave_659",0.539942336874944
"Wave_660",0.51517298600114
"Wave_661",0.491535832350502
"Wave_662",0.470139099550794
"Wave_663",0.446330417203851
"Wave_664",0.422192415534083
"Wave_665",0.400932170736775
"Wave_666",0.386167923075823
"Wave_667",0.381589993099035
"Wave_668",0.377095751444749
"Wave_669",0.371293498241279
"Wave_670",0.363891599338422
"Wave_671",0.359925865122794
"Wave_672",0.355082780068422
"Wave_673",0.351397350534365
"Wave_674",0.352230550451449
"Wave_675",0.358237793862441
"Wave_676",0.365969496205128
"Wave_677",0.372711338982303
"Wave_678",0.372963668592219
"Wave_679",0.374122219142125
"Wave_680",0.375116157857504
"Wave_681",0.374931069927695
"Wave_682",0.373020877671296
"Wave_683",0.373993937640678
"Wave_684",0.375617520009016
"Wave_685",0.381513513506335
"Wave_686",0.401449682526685
"Wave_687",0.444969118308957
"Wave_688",0.503572806126258
"Wave_689",0.569119437139611
"Wave_690",0.646235249103473
"Wave_691",0.724358215611084
"Wave_692",0.806099401380132
"Wave_693",0.892943036428384
"Wave_694",0.970466283186317
"Wave_695",1.05166548000805
"Wave_696",1.12797577634584
"Wave_697",1.19456481983459
"Wave_698",1.25029332250169
"Wave_699",1.30420750512305
"Wave_700",1.35931399487579
"Wave_701",1.40955229936048
"Wave_702",1.45516210205406
"Wave_703",1.49882302525117
"Wave_704",1.53770665928962
"Wave_705",1.57293212084777
"Wave_706",1.61092754126393
"Wave_707",1.6495499450454
"Wave_708",1.68529905715409
"Wave_709",1.7200490937651
"Wave_710",1.75525485454566
"Wave_711",1.78819131855617
"Wave_712",1.81927778979577
"Wave_713",1.84832597674811
"Wave_714",1.88286344003266
"Wave_715",1.91661039191794
"Wave_716",1.94424284854505
"Wave_717",1.96709228400792
"Wave_718",1.99094563662168
"Wave_719",2.00097844233168
"Wave_720",2.01585536911483
"Wave_721",2.02773179011582
"Wave_722",2.02516304633533
"Wave_723",2.01588260087826
"Wave_724",1.9978740517792
"Wave_725",1.97653221153283
"Wave_726",1.95648106171481
"Wave_727",1.9348712559493
"Wave_728",1.89069427284555
"Wave_729",1.84573996928936
"Wave_730",1.79248888567153
"Wave_731",1.73458162271476
"Wave_732",1.68215273320385
"Wave_733",1.63768441696816
"Wave_734",1.58184961921992
"Wave_735",1.52376132406291
"Wave_736",1.46538732479866
"Wave_737",1.40580762095499
"Wave_738",1.35418677377129
"Wave_739",1.30952837654542
"Wave_740",1.27111159739343
"Wave_741",1.2425864743198
"Wave_742",1.2205222113946
"Wave_743",1.20683281385665
"Wave_744",1.19771991372116
"Wave_745",1.19657978014502
"Wave_746",1.19905650504752
"Wave_747",1.20861379037295
"Wave_748",1.22188165571287
"Wave_749",1.24008832014187
"Wave_750",1.26458856179941
"Wave_751",1.27841321595891
"Wave_752",1.30190554799978
"Wave_753",1.31957395975616
