"","Nmass_mg_g.5.comps"
"(Intercept)",17.3798221067985
"Wave_500",0.000918505507318354
"Wave_501",0.000750750991686892
"Wave_502",0.0006780335071979
"Wave_503",0.000570675256157653
"Wave_504",0.000406741359327154
"Wave_505",0.000291583111959801
"Wave_506",0.000221374010784529
"Wave_507",5.67655815209838e-05
"Wave_508",-4.66737086020662e-05
"Wave_509",-0.000132460345147035
"Wave_510",-0.0003264024355259
"Wave_511",-0.000490700606527714
"Wave_512",-0.000649934991776424
"Wave_513",-0.000825483271955224
"Wave_514",-0.000951595372682394
"Wave_515",-0.00118205604765631
"Wave_516",-0.00149011264580067
"Wave_517",-0.00178087016301993
"Wave_518",-0.00190666983800516
"Wave_519",-0.00186805324797508
"Wave_520",-0.00173348437593466
"Wave_521",-0.0017253297745196
"Wave_522",-0.00167502397806624
"Wave_523",-0.00153707033006399
"Wave_524",-0.00138878743227484
"Wave_525",-0.00136348569000949
"Wave_526",-0.0011665735639166
"Wave_527",-0.000676148118957339
"Wave_528",6.45619960393594e-05
"Wave_529",0.000830612281867856
"Wave_530",0.00158659729440996
"Wave_531",0.0021104778899003
"Wave_532",0.00266457041165681
"Wave_533",0.00340995088549612
"Wave_534",0.00392193752262962
"Wave_535",0.00456549185006288
"Wave_536",0.00523875579054656
"Wave_537",0.00567147490231973
"Wave_538",0.00618942540205544
"Wave_539",0.006734648716789
"Wave_540",0.00717561002341717
"Wave_541",0.00752325227713418
"Wave_542",0.00829712759148162
"Wave_543",0.00865594506885891
"Wave_544",0.00899898952369236
"Wave_545",0.00936174117778768
"Wave_546",0.00905719531959771
"Wave_547",0.00873750215132133
"Wave_548",0.00847655355207907
"Wave_549",0.00891371890870068
"Wave_550",0.00959207156014475
"Wave_551",0.0101698208184387
"Wave_552",0.0103325945220643
"Wave_553",0.0104201018878589
"Wave_554",0.0106454203028243
"Wave_555",0.0107945895110786
"Wave_556",0.0107638447190793
"Wave_557",0.0106246957055055
"Wave_558",0.0101566289037333
"Wave_559",0.00976126329469159
"Wave_560",0.00989950879344637
"Wave_561",0.00996428673508602
"Wave_562",0.0101559156227214
"Wave_563",0.0103820342560028
"Wave_564",0.0105695011042709
"Wave_565",0.0106234502842139
"Wave_566",0.0106013790625501
"Wave_567",0.0103895166336739
"Wave_568",0.0102522898373157
"Wave_569",0.010085409723877
"Wave_570",0.00984339417806277
"Wave_571",0.00931795183740463
"Wave_572",0.00875660436538374
"Wave_573",0.00817540302162428
"Wave_574",0.00764152792893937
"Wave_575",0.00712905298031723
"Wave_576",0.00650927314820917
"Wave_577",0.00589242117885733
"Wave_578",0.00543885897964904
"Wave_579",0.00483845841382812
"Wave_580",0.004331940927169
"Wave_581",0.00392515979091391
"Wave_582",0.00353685250421457
"Wave_583",0.00325540705957593
"Wave_584",0.00283115963434063
"Wave_585",0.00237323387272797
"Wave_586",0.00179478468586249
"Wave_587",0.00120974024227724
"Wave_588",0.000625466228085057
"Wave_589",9.99325254959892e-05
"Wave_590",-0.000454943821542364
"Wave_591",-0.00092530504089515
"Wave_592",-0.00130243980496455
"Wave_593",-0.00163834092743002
"Wave_594",-0.00202042702741262
"Wave_595",-0.00246555600749824
"Wave_596",-0.00289412468224955
"Wave_597",-0.00323829402623554
"Wave_598",-0.00353972518183259
"Wave_599",-0.003868227297903
"Wave_600",-0.00420707897910737
"Wave_601",-0.00441918282588749
"Wave_602",-0.00474159416652962
"Wave_603",-0.00496515816410568
"Wave_604",-0.0051906592142326
"Wave_605",-0.00542545940432042
"Wave_606",-0.00574329656672242
"Wave_607",-0.00586043009001863
"Wave_608",-0.0059815725561868
"Wave_609",-0.00620960574232221
"Wave_610",-0.0064402781632455
"Wave_611",-0.00664745420168233
"Wave_612",-0.00683162195682232
"Wave_613",-0.00695160192411498
"Wave_614",-0.00712399359638861
"Wave_615",-0.0073342606148668
"Wave_616",-0.00753721991535781
"Wave_617",-0.0077964478922724
"Wave_618",-0.00798567330632065
"Wave_619",-0.00814827812551951
"Wave_620",-0.00835610348478215
"Wave_621",-0.00862007885077017
"Wave_622",-0.00880173359528763
"Wave_623",-0.00895827257683166
"Wave_624",-0.00904860321698554
"Wave_625",-0.00923106860935126
"Wave_626",-0.00943217878915951
