"","Vcmax25_Rog.4.comps"
"(Intercept)",62.6346289331932
"Wave_500",0.0168822264952647
"Wave_501",0.0168553257050249
"Wave_502",0.0168259595468737
"Wave_503",0.0169418472915734
"Wave_504",0.017010584933649
"Wave_505",0.0168908616454165
"Wave_506",0.016691366983884
"Wave_507",0.0165225767019828
"Wave_508",0.0162707604733652
"Wave_509",0.0161154013389951
"Wave_510",0.0162195377806509
"Wave_511",0.0161091912335826
"Wave_512",0.0158663532031933
"Wave_513",0.0155198851939457
"Wave_514",0.0151424530690895
"Wave_515",0.0146897715050571
"Wave_516",0.0142218830555504
"Wave_517",0.0139817564813145
"Wave_518",0.0134626230899987
"Wave_519",0.0129294351058036
"Wave_520",0.0124300597544083
"Wave_521",0.0118581718331185
"Wave_522",0.0112571798382672
"Wave_523",0.010590073947275
"Wave_524",0.00986408721953867
"Wave_525",0.00912821855425634
"Wave_526",0.0082364738864493
"Wave_527",0.00724182498370459
"Wave_528",0.00661312341322285
"Wave_529",0.00581462338989144
"Wave_530",0.0050231855398094
"Wave_531",0.00446999463542609
"Wave_532",0.00367800795126976
"Wave_533",0.00277785396573267
"Wave_534",0.00173524935453368
"Wave_535",0.000895636690736949
"Wave_536",0.000107137690185516
"Wave_537",-0.000637557311486749
"Wave_538",-0.00127987428375845
"Wave_539",-0.00195955939463718
"Wave_540",-0.00270055091776973
"Wave_541",-0.00355078907153817
"Wave_542",-0.00415944240329054
"Wave_543",-0.00479902156481924
"Wave_544",-0.00543230642438488
"Wave_545",-0.00600227220129942
"Wave_546",-0.00636221690248728
"Wave_547",-0.00667572842124561
"Wave_548",-0.00698419871347012
"Wave_549",-0.00746188211282813
"Wave_550",-0.0079486215555066
"Wave_551",-0.00850277214828202
"Wave_552",-0.00904188303180263
"Wave_553",-0.00929294471075262
"Wave_554",-0.00945109187336875
"Wave_555",-0.00958673748933376
"Wave_556",-0.00981967782222854
"Wave_557",-0.0101987636525273
"Wave_558",-0.010626884039325
"Wave_559",-0.0107413654215285
"Wave_560",-0.0107507303188929
"Wave_561",-0.0107175793915514
"Wave_562",-0.0106959665828335
"Wave_563",-0.0105977020700684
"Wave_564",-0.0105732290480813
"Wave_565",-0.0105134991442933
"Wave_566",-0.0104085637659779
"Wave_567",-0.0100255957317861
"Wave_568",-0.00965704008573226
"Wave_569",-0.00927596505131117
"Wave_570",-0.00890544998383134
"Wave_571",-0.00868263403946331
"Wave_572",-0.00848846163712252
"Wave_573",-0.0082904587705928
"Wave_574",-0.00799780055897108
"Wave_575",-0.00770317657785225
"Wave_576",-0.0074160393218111
"Wave_577",-0.0072095996944869
"Wave_578",-0.00684918594777819
"Wave_579",-0.00657279327815169
"Wave_580",-0.00636589141560478
"Wave_581",-0.00602892848581666
"Wave_582",-0.00579890174783353
"Wave_583",-0.00559669503854874
"Wave_584",-0.00537014208368997
"Wave_585",-0.00503228054956798
"Wave_586",-0.00476614241507567
"Wave_587",-0.00458614676461279
"Wave_588",-0.00445323264794585
"Wave_589",-0.0041995093377699
"Wave_590",-0.00397138843980982
"Wave_591",-0.00381409398502873
"Wave_592",-0.00353431058308609
"Wave_593",-0.00330775638705062
"Wave_594",-0.00314219731044917
"Wave_595",-0.00305454614792067
"Wave_596",-0.00292791062178162
"Wave_597",-0.00279274353062807
"Wave_598",-0.0026423831858144
"Wave_599",-0.0023859767130264
"Wave_600",-0.00222405911928518
"Wave_601",-0.00210548974198092
"Wave_602",-0.00198467612553373
"Wave_603",-0.00176727797364853
"Wave_604",-0.00158839230761438
"Wave_605",-0.00144290999742788
"Wave_606",-0.00130097955976999
"Wave_607",-0.0011533282575225
"Wave_608",-0.000966893647337029
"Wave_609",-0.000734820224684962
"Wave_610",-0.000452966178726099
"Wave_611",-0.000195172817570851
"Wave_612",0.000121368864041758
"Wave_613",0.000523362308635419
"Wave_614",0.000799764487970238
"Wave_615",0.000950184621452084
"Wave_616",0.00113290501298164
"Wave_617",0.00146967260927576
"Wave_618",0.00165152275922556
"Wave_619",0.00184686408446324
"Wave_620",0.00207042580543228
"Wave_621",0.00229570529007041
"Wave_622",0.00236601842691204
"Wave_623",0.00246597328946798
"Wave_624",0.00262315906354082
"Wave_625",0.00275180450402671
"Wave_626",0.00288977263131061
"Wave_627",0.00296044260424848
"Wave_628",0.00292100398598183
"Wave_629",0.00298871262826758
"Wave_630",0.00304014986163024
"Wave_631",0.00310562786919914
"Wave_632",0.00321949191170352
"Wave_633",0.00354182882191037
"Wave_634",0.00376261117621208
"Wave_635",0.00391152327814407
"Wave_636",0.00412866330384609
"Wave_637",0.00453576937873443
"Wave_638",0.00500852508476795
"Wave_639",0.00551638538051922
"Wave_640",0.00597666651126329
"Wave_641",0.00637808148646939
"Wave_642",0.00678739652037177
"Wave_643",0.00723846261803119
"Wave_644",0.00762208778789081
"Wave_645",0.00796801865599773
"Wave_646",0.0083381481445566
"Wave_647",0.00878404531962512
"Wave_648",0.00898608080902159
"Wave_649",0.00913443549817923
"Wave_650",0.00921691392606767
"Wave_651",0.00919039389450979
"Wave_652",0.00916243124436626
"Wave_653",0.00923297229851491
"Wave_654",0.00938284456080125
"Wave_655",0.00950094119404621
"Wave_656",0.00958024578030998
"Wave_657",0.00967840311807657
"Wave_658",0.00984332777665733
"Wave_659",0.0102584069017113
"Wave_660",0.0106300139340522
"Wave_661",0.0110317989124059
"Wave_662",0.0114596425859547
"Wave_663",0.0118364386155099
"Wave_664",0.0122897718833014
"Wave_665",0.0127368786725418
"Wave_666",0.0131570809315169
"Wave_667",0.0135517339516574
"Wave_668",0.013905791094649
"Wave_669",0.0142803525574083
"Wave_670",0.0147392987227841
"Wave_671",0.015025066625163
"Wave_672",0.0153608175071417
"Wave_673",0.0156986399433222
"Wave_674",0.0159499126710775
"Wave_675",0.0162026578506144
"Wave_676",0.0164882120511618
"Wave_677",0.0167381054503327
"Wave_678",0.0168714247640229
"Wave_679",0.0170417046872325
"Wave_680",0.0171127908743674
"Wave_681",0.0171198379780748
"Wave_682",0.0171589121643472
"Wave_683",0.0168832082104048
"Wave_684",0.0164091746394623
"Wave_685",0.0157356326679775
"Wave_686",0.0150942774653517
"Wave_687",0.0141970868261034
"Wave_688",0.0130598959236289
"Wave_689",0.0116830481824987
"Wave_690",0.00985423553569149
"Wave_691",0.00755307964237892
"Wave_692",0.0052396502044782
"Wave_693",0.00312285642962552
"Wave_694",0.000329834400812164
"Wave_695",-0.00201117362513694
"Wave_696",-0.00451754836866979
"Wave_697",-0.00747675137470799
"Wave_698",-0.0106965967112715
"Wave_699",-0.0132473920585703
"Wave_700",-0.0157105045123547
"Wave_701",-0.0184998632200507
"Wave_702",-0.0204147588934477
"Wave_703",-0.0224593494329473
"Wave_704",-0.0245321829519747
"Wave_705",-0.0265351275790589
"Wave_706",-0.0276526158938203
"Wave_707",-0.0290100898239502
"Wave_708",-0.0303912115183072
"Wave_709",-0.0317202148583105
"Wave_710",-0.0321635732459384
"Wave_711",-0.032394429337491
"Wave_712",-0.0329650876629519
"Wave_713",-0.0338860745716097
"Wave_714",-0.0335828320091041
"Wave_715",-0.0332791407786364
"Wave_716",-0.033191049393262
"Wave_717",-0.0329801212151784
"Wave_718",-0.0321669614776848
"Wave_719",-0.0312172615776273
"Wave_720",-0.0301074969815753
"Wave_721",-0.0291863487551954
"Wave_722",-0.028374170220201
"Wave_723",-0.0269885772550096
"Wave_724",-0.0253479758218437
"Wave_725",-0.023786717340391
"Wave_726",-0.0219484965995194
"Wave_727",-0.0204385123812393
"Wave_728",-0.0188769867374901
"Wave_729",-0.0169701645321706
"Wave_730",-0.0154333915071359
"Wave_731",-0.0137517681660256
"Wave_732",-0.0119453542360772
"Wave_733",-0.0102969066596969
"Wave_734",-0.0088684859753931
"Wave_735",-0.00742617754295033
"Wave_736",-0.00577049531504909
"Wave_737",-0.0044296332278306
"Wave_738",-0.00333899361011576
"Wave_739",-0.00214989725675664
"Wave_740",-0.00100461695308493
"Wave_741",-0.000178553801612558
"Wave_742",0.000763199292185443
"Wave_743",0.00202080934148675
"Wave_744",0.00295064356995237
"Wave_745",0.00388670165261056
"Wave_746",0.00491148607103853
"Wave_747",0.00557556646932627
"Wave_748",0.00609437113700056
"Wave_749",0.00676216225063987
"Wave_750",0.00737416747230082
"Wave_751",0.00790086654601132
"Wave_752",0.00851879399110714
"Wave_753",0.00904700286596934
"Wave_754",0.00965184172958527
"Wave_755",0.00999654100597519
"Wave_756",0.010311629027923
"Wave_757",0.0106757518193109
"Wave_758",0.0110412564137363
"Wave_759",0.0112448099476339
"Wave_760",0.0114618023507309
"Wave_761",0.0115671238288373
"Wave_762",0.0116641293785119
"Wave_763",0.0117604749405986
"Wave_764",0.0121374867715195
"Wave_765",0.0122458732850198
"Wave_766",0.0122553481298929
"Wave_767",0.0123199582497572
"Wave_768",0.0125001125967822
"Wave_769",0.0125371449372809
"Wave_770",0.0125567955876311
"Wave_771",0.0125747704571894
"Wave_772",0.0126537272688342
"Wave_773",0.0125864896671158
"Wave_774",0.01248962470554
"Wave_775",0.0126815614635462
"Wave_776",0.0128905063129376
"Wave_777",0.0125821702757988
"Wave_778",0.0125160563586587
"Wave_779",0.012583356224745
"Wave_780",0.0126871232653343
"Wave_781",0.0127823559066028
"Wave_782",0.0128198052577188
"Wave_783",0.0128497897481663
"Wave_784",0.0127653054671221
"Wave_785",0.0123972507163728
"Wave_786",0.0125447466774048
"Wave_787",0.0127603937130977
"Wave_788",0.0128697895397157
"Wave_789",0.0129232421559347
"Wave_790",0.012857369498151
"Wave_791",0.0125913261150214
"Wave_792",0.0124361909694922
"Wave_793",0.0124277119983167
"Wave_794",0.0124235280774703
"Wave_795",0.0127765367607193
"Wave_796",0.0130456217854933
"Wave_797",0.0130116482975227
"Wave_798",0.0127076810962424
"Wave_799",0.0123889993896939
"Wave_800",0.0125999887082911
"Wave_801",0.0126895339996318
"Wave_802",0.01274493031391
"Wave_803",0.0129678240005997
"Wave_804",0.0131237543664536
"Wave_805",0.0130317870260206
"Wave_806",0.0129063882250555
"Wave_807",0.0129076417350714
"Wave_808",0.0128098779393801
"Wave_809",0.0129963576192699
"Wave_810",0.0129547682505182
"Wave_811",0.0128924854202086
"Wave_812",0.0127672535448006
"Wave_813",0.0128076403720914
"Wave_814",0.0130307224093726
