"","Narea_g_m2.9.comps"
"(Intercept)",1.75053194954598
"Wave_500",0.0045808830833289
"Wave_501",0.00439568862972283
"Wave_502",0.00423933376160304
"Wave_503",0.00406276724408236
"Wave_504",0.00382318456991196
"Wave_505",0.0035796183894066
"Wave_506",0.00333027227020799
"Wave_507",0.0030342490759456
"Wave_508",0.00273710429362937
"Wave_509",0.0024221289582712
"Wave_510",0.00207769809050775
"Wave_511",0.00171315511631
"Wave_512",0.00130181395711368
"Wave_513",0.000863136320463823
"Wave_514",0.000375508864704073
"Wave_515",-0.000165997529396639
"Wave_516",-0.000732244527155488
"Wave_517",-0.0013173764227985
"Wave_518",-0.00182649401114671
"Wave_519",-0.00231100361387138
"Wave_520",-0.00274561583065582
"Wave_521",-0.00326593918501135
"Wave_522",-0.00376719252243547
"Wave_523",-0.00425009246233868
"Wave_524",-0.00463006050368644
"Wave_525",-0.00491322132806968
"Wave_526",-0.00515649430252306
"Wave_527",-0.00531234980758824
"Wave_528",-0.00525792054040325
"Wave_529",-0.00515489156980374
"Wave_530",-0.00503804736609537
"Wave_531",-0.00497260098734437
"Wave_532",-0.00492086029281977
"Wave_533",-0.00473273657462909
"Wave_534",-0.00454934390176402
"Wave_535",-0.00420967736664885
"Wave_536",-0.0039215846868422
"Wave_537",-0.00373220972273268
"Wave_538",-0.00353561906448129
"Wave_539",-0.00325867453551373
"Wave_540",-0.0029548060434369
"Wave_541",-0.00269113552970905
"Wave_542",-0.00225548841258887
"Wave_543",-0.00199754155413525
"Wave_544",-0.00171892935243528
"Wave_545",-0.00132371162970026
"Wave_546",-0.00109268950562276
"Wave_547",-0.000923853261301537
"Wave_548",-0.00086589815507312
"Wave_549",-0.00078349388612749
"Wave_550",-0.000470838308638237
"Wave_551",-3.49385527237282e-05
"Wave_552",0.000262946789306593
"Wave_553",0.000402505726388666
"Wave_554",0.000543561554070501
"Wave_555",0.000694259457255688
"Wave_556",0.000924100603557239
"Wave_557",0.00115897573886597
"Wave_558",0.00127242289887924
"Wave_559",0.00127015292485272
"Wave_560",0.00143013200835889
"Wave_561",0.00159810126079413
"Wave_562",0.00183139825016077
"Wave_563",0.00216225734228593
"Wave_564",0.00247506598112099
"Wave_565",0.00269346565864765
"Wave_566",0.00280635948608226
"Wave_567",0.00279901707312511
"Wave_568",0.00283695854859342
"Wave_569",0.00285859373778496
"Wave_570",0.00289480850824004
"Wave_571",0.00281816462399973
"Wave_572",0.00274027795676538
"Wave_573",0.00263641138427494
"Wave_574",0.00252446059358565
"Wave_575",0.00243806666697669
"Wave_576",0.00233802504318094
"Wave_577",0.00218796130219518
"Wave_578",0.0020956883843363
"Wave_579",0.00197452379635614
"Wave_580",0.00186295842827518
"Wave_581",0.00182029471722098
"Wave_582",0.00176313290769047
"Wave_583",0.00169399135811059
"Wave_584",0.00157607855229988
"Wave_585",0.00140790348743792
"Wave_586",0.00117661500922148
"Wave_587",0.000918304496749757
"Wave_588",0.000740401108726954
"Wave_589",0.000560810493780754
"Wave_590",0.000378932467079951
"Wave_591",0.000229134479312062
"Wave_592",0.000151914815413867
"Wave_593",7.10811537383809e-05
"Wave_594",-5.52607954494271e-05
"Wave_595",-0.000212430915751855
"Wave_596",-0.000343952788826518
"Wave_597",-0.000457473342175642
"Wave_598",-0.000564201001933616
"Wave_599",-0.00066748353556108
"Wave_600",-0.000749920842062597
"Wave_601",-0.000804310630811621
"Wave_602",-0.000891588360064227
"Wave_603",-0.000938913097292148
"Wave_604",-0.000972198953257475
"Wave_605",-0.00100967764252196
"Wave_606",-0.00109513077041329
"Wave_607",-0.00106069204373058
"Wave_608",-0.00103410717860292
"Wave_609",-0.00103697485282692
"Wave_610",-0.00103706851852979
"Wave_611",-0.00104091809051552
"Wave_612",-0.00103469239600492
"Wave_613",-0.00098623701094943
"Wave_614",-0.000962582089948741
"Wave_615",-0.000976219339419807
"Wave_616",-0.000984656793634894
"Wave_617",-0.00101705121502226
"Wave_618",-0.00103688431559224
"Wave_619",-0.00103292335134313
"Wave_620",-0.00102932529863132
"Wave_621",-0.00106730330932898
"Wave_622",-0.00108611950203916
"Wave_623",-0.00112056040994525
"Wave_624",-0.00114734995393263
"Wave_625",-0.00121128565070644
"Wave_626",-0.00127193211827929
"Wave_627",-0.00136149893286008
"Wave_628",-0.00141094508837797
"Wave_629",-0.00142379450855263
"Wave_630",-0.00140630598772774
"Wave_631",-0.00142584185640616
"Wave_632",-0.00142010413832903
"Wave_633",-0.00129217921326159
"Wave_634",-0.0011416875015506
"Wave_635",-0.0009870689831249
"Wave_636",-0.000828231138500786
"Wave_637",-0.000658804880127348
"Wave_638",-0.000493305809368915
"Wave_639",-0.000329550715458531
"Wave_640",-7.8284527044484e-05
"Wave_641",0.000123537662148753
"Wave_642",0.000312865006986837
"Wave_643",0.000539042366208349
"Wave_644",0.000740679504407669
"Wave_645",0.000959409433921643
"Wave_646",0.00122137870387653
"Wave_647",0.00150792606964454
"Wave_648",0.00164468388101521
"Wave_649",0.00177105820829364
"Wave_650",0.00195136087199507
"Wave_651",0.00213407389968066
"Wave_652",0.00227027200812606
"Wave_653",0.00241475888554401
"Wave_654",0.00256683501973883
"Wave_655",0.00278407336612147
"Wave_656",0.00297902717342218
"Wave_657",0.00314892320896351
"Wave_658",0.00341020222747631
"Wave_659",0.00366253765717578
"Wave_660",0.00397639072015945
"Wave_661",0.0043539586710222
"Wave_662",0.00472834510387195
"Wave_663",0.00501273789076906
"Wave_664",0.00522599879032378
"Wave_665",0.00544947917431209
"Wave_666",0.00563970617827703
"Wave_667",0.00585729712749363
"Wave_668",0.0059828617668377
"Wave_669",0.00600999830780801
"Wave_670",0.00600308660997098
"Wave_671",0.0059763904748566
"Wave_672",0.00598308283884451
"Wave_673",0.00599835698627691
"Wave_674",0.00597034597789659
"Wave_675",0.00600344130439295
"Wave_676",0.00603319090753339
"Wave_677",0.0060630415153062
"Wave_678",0.00608955636451238
"Wave_679",0.00602763730624899
"Wave_680",0.00590518662772372
"Wave_681",0.00570735133230762
"Wave_682",0.00547032773835457
"Wave_683",0.00509454906110312
"Wave_684",0.00456526647298055
"Wave_685",0.00389862443509693
"Wave_686",0.00305293288228628
"Wave_687",0.00201304636179656
"Wave_688",0.000866384947973335
"Wave_689",-0.000382070518128132
"Wave_690",-0.00168517211893436
"Wave_691",-0.00300428902390167
"Wave_692",-0.00439600862646054
"Wave_693",-0.00584228585315616
"Wave_694",-0.00731960656220984
"Wave_695",-0.0083090313444796
"Wave_696",-0.00922919405300757
"Wave_697",-0.0101085427668671
"Wave_698",-0.0112260821902947
"Wave_699",-0.0119607693179146
"Wave_700",-0.0123257062840319
"Wave_701",-0.0127370607316707
"Wave_702",-0.0127259050285731
"Wave_703",-0.0124415406096787
"Wave_704",-0.0122527023378496
"Wave_705",-0.0120992946666343
"Wave_706",-0.0110727879184146
"Wave_707",-0.0104141744872647
"Wave_708",-0.00995048830473551
"Wave_709",-0.00932470830033076
"Wave_710",-0.00834428858430018
"Wave_711",-0.00704669247148994
"Wave_712",-0.00605554994719614
"Wave_713",-0.00553474943838556
"Wave_714",-0.00416777778529201
"Wave_715",-0.00321815251752599
"Wave_716",-0.00290223524756665
"Wave_717",-0.00293799667986033
"Wave_718",-0.00224968952688077
"Wave_719",-0.00119877526420162
"Wave_720",0.000662085455285999
"Wave_721",0.0019943474692782
"Wave_722",0.00270351663347975
"Wave_723",0.00329916990063902
"Wave_724",0.0038710127804354
"Wave_725",0.00432400219807541
"Wave_726",0.00510925671690761
"Wave_727",0.00587302672227027
"Wave_728",0.00610502699117133
"Wave_729",0.00667459971324343
"Wave_730",0.00703262236268027
"Wave_731",0.00762584317157905
"Wave_732",0.00819548502304066
"Wave_733",0.00864528447196894
"Wave_734",0.00833535994536256
"Wave_735",0.00801834722932058
"Wave_736",0.00778929687184422
"Wave_737",0.00722980249553613
"Wave_738",0.00715720663820794
"Wave_739",0.00687861337733904
"Wave_740",0.00645723238424006
"Wave_741",0.005951074449208
"Wave_742",0.00564225113578748
"Wave_743",0.00560096312046012
"Wave_744",0.00544349280766965
"Wave_745",0.00475808442480746
"Wave_746",0.00444580251948025
"Wave_747",0.00395114618077386
"Wave_748",0.00339646659263314
"Wave_749",0.00294962608571295
"Wave_750",0.00270130571814712
"Wave_751",0.00276310869192694
"Wave_752",0.00241770334121538
"Wave_753",0.00221651073261084
"Wave_754",0.00210566757858773
"Wave_755",0.00203555628160746
"Wave_756",0.00161488709467403
"Wave_757",0.00087164209988525
"Wave_758",-1.6303002819383e-05
"Wave_759",-0.00117406528120117
"Wave_760",-0.0022162363120225
"Wave_761",-0.00270255887213604
"Wave_762",-0.00194415154383045
"Wave_763",-0.00195428123284348
"Wave_764",-0.00141651591880721
"Wave_765",-0.000670986315104652
"Wave_766",0.00020735076735221
"Wave_767",0.000295886267306571
"Wave_768",0.000707613072391277
"Wave_769",0.00112627931780779
"Wave_770",0.00129499618855517
"Wave_771",0.000875384307416032
"Wave_772",0.000687462255777368
"Wave_773",0.000648491513955488
"Wave_774",0.000729741583995234
"Wave_775",0.000815894159921068
"Wave_776",0.000633181822479869
"Wave_777",0.000374694776606544
"Wave_778",0.00051310055169308
"Wave_779",0.000676691324975322
"Wave_780",0.000490295366730247
"Wave_781",0.000910344861579051
"Wave_782",0.000553363666517022
"Wave_783",0.000400205647778249
"Wave_784",0.000509221515189011
"Wave_785",0.000906051190030605
"Wave_786",0.00069649769123836
"Wave_787",0.000664575943118057
"Wave_788",0.000423888667611763
"Wave_789",0.000505912008648977
"Wave_790",0.000687357977596934
"Wave_791",0.000330596301861253
"Wave_792",0.000227260341625132
"Wave_793",0.0002006637022738
"Wave_794",-0.000119771359263512
"Wave_795",0.000427711390042183
"Wave_796",0.000291113752626074
"Wave_797",2.3354038997617e-05
"Wave_798",-0.000111309101400085
"Wave_799",-0.000212954053823205
"Wave_800",-0.00025754172806962
"Wave_801",-0.000314160962232928
"Wave_802",-0.000230917642416566
"Wave_803",-0.000160446230216249
"Wave_804",-0.000330432680713901
"Wave_805",-8.58319874320949e-05
"Wave_806",-0.000387946049417536
"Wave_807",-0.000352440666904783
"Wave_808",-0.000202492986755871
"Wave_809",-4.8129231855884e-05
"Wave_810",-2.33345013601769e-05
"Wave_811",-0.000347408946525477
"Wave_812",-0.000597178646992557
"Wave_813",-0.00021374533831944
"Wave_814",-0.000204979688670668
"Wave_815",-0.00050864603478672
"Wave_816",-0.000843301707970947
"Wave_817",-0.000905748350838242
"Wave_818",-0.00149820276803554
"Wave_819",-0.00121184714724538
"Wave_820",-0.000644834012803172
"Wave_821",-0.000645249084018335
"Wave_822",-0.000927451412361269
"Wave_823",-0.000967071258773573
"Wave_824",-0.000952848295132128
"Wave_825",-0.0010612296836127
"Wave_826",-0.000504088556404504
"Wave_827",-0.00066004204318919
"Wave_828",-0.000636319434412739
"Wave_829",-0.00101542465859673
"Wave_830",-0.00116354757828502
"Wave_831",-0.000902413141632955
"Wave_832",-0.0013473684143272
"Wave_833",-0.00140732383400378
"Wave_834",-0.00138901001946861
"Wave_835",-0.000875444029418994
"Wave_836",-0.00098921589591951
"Wave_837",-0.000948713572921588
"Wave_838",-0.00023564536780279
"Wave_839",-0.000998278087465889
"Wave_840",-0.000806979491499909
"Wave_841",-0.000756283437680054
"Wave_842",-0.000484232518929582
"Wave_843",-0.000106520969942972
"Wave_844",-0.000301038743277953
"Wave_845",-0.000505067087614148
"Wave_846",-0.000134404252530569
"Wave_847",-0.000283336798000269
"Wave_848",-0.00121481383139311
"Wave_849",-0.000259558818137966
"Wave_850",0.000166749338134932
"Wave_851",7.00526580169327e-05
"Wave_852",-0.000380207166097658
"Wave_853",-0.000494607648516448
"Wave_854",-0.00118674618036894
"Wave_855",-0.000559705990469917
"Wave_856",-0.000225243216326963
"Wave_857",-0.000347963701103597
"Wave_858",-0.000573666369262791
"Wave_859",-0.000381345731816701
"Wave_860",-0.00093649853957632
"Wave_861",-0.000734861456281494
"Wave_862",-0.000539365491944399
"Wave_863",-0.000779191315110149
"Wave_864",0.000361212729001404
"Wave_865",-0.00187893582817787
"Wave_866",-0.00159818282489631
"Wave_867",-0.00179445034729434
"Wave_868",-0.00148519103592021
"Wave_869",-0.000819155252146215
"Wave_870",-0.000702677761532491
"Wave_871",-0.000814595562989305
"Wave_872",-0.000576125482111772
"Wave_873",-0.00125769426137964
"Wave_874",-0.000984484613742692
"Wave_875",-0.00155180090351709
"Wave_876",-0.00116370259751492
"Wave_877",-0.0013651169368453
"Wave_878",-0.00069447192752687
"Wave_879",-0.000801771996507496
"Wave_880",-0.00125889808996007
"Wave_881",-0.00101483620766963
"Wave_882",-0.000431707091550855
"Wave_883",6.98632785943854e-05
"Wave_884",-0.000868812713163606
"Wave_885",-0.00129900439588258
"Wave_886",-0.00129932235974089
"Wave_887",-0.00154509909419459
"Wave_888",-0.000593140859458319
"Wave_889",-0.000463154185611937
"Wave_890",-0.0013680037841049
"Wave_891",-0.00148112513394006
"Wave_892",-0.00092141642348326
"Wave_893",-0.00143765292874902
"Wave_894",-0.00151620197947685
"Wave_895",-0.00127102623757676
"Wave_896",-0.00134811565805192
"Wave_897",-0.00156458113295187
"Wave_898",-0.000869230135758944
"Wave_899",-0.00152716421127127
