"","Jmax_Spec_Tleaf.9.comps"
"(Intercept)",103.549957757802
"Wave_500",-0.0150865125102282
"Wave_501",-0.00853026596299683
"Wave_502",-0.00106312336020952
"Wave_503",0.00648241474136075
"Wave_504",0.0129885256593352
"Wave_505",0.0202865147117313
"Wave_506",0.029126440579328
"Wave_507",0.0408798572551549
"Wave_508",0.0504240640104883
"Wave_509",0.0593856281631886
"Wave_510",0.0677440596349925
"Wave_511",0.0723858877535595
"Wave_512",0.07918552944206
"Wave_513",0.0871349715473625
"Wave_514",0.0948612345533785
"Wave_515",0.0991728941137956
"Wave_516",0.103488257518236
"Wave_517",0.109595573260621
"Wave_518",0.1095294744314
"Wave_519",0.104974446975682
"Wave_520",0.0974022460397437
"Wave_521",0.0898225965787832
"Wave_522",0.0832632757898449
"Wave_523",0.0757720335759527
"Wave_524",0.0652417186366223
"Wave_525",0.0518678747497688
"Wave_526",0.0382136236639518
"Wave_527",0.0239881134445947
"Wave_528",0.00764019291127201
"Wave_529",-0.00104399383831913
"Wave_530",-0.00850943805338655
"Wave_531",-0.0208370897241439
"Wave_532",-0.0368287692729992
"Wave_533",-0.0500172109644434
"Wave_534",-0.0608425966603282
"Wave_535",-0.072823302417737
"Wave_536",-0.0816576217598807
"Wave_537",-0.0905755740472707
"Wave_538",-0.101624483304919
"Wave_539",-0.111373783331556
"Wave_540",-0.117865033735532
"Wave_541",-0.121393216751446
"Wave_542",-0.127599557430402
"Wave_543",-0.13358855912809
"Wave_544",-0.138157527033736
"Wave_545",-0.141048464643752
"Wave_546",-0.133657076659327
"Wave_547",-0.132515922652091
"Wave_548",-0.140348575331582
"Wave_549",-0.160200339676611
"Wave_550",-0.145171630945505
"Wave_551",-0.115475157571649
"Wave_552",-0.0870437670466333
"Wave_553",-0.0987643515855084
"Wave_554",-0.113379852571306
"Wave_555",-0.122948523024672
"Wave_556",-0.0951029957090875
"Wave_557",-0.0750592175631257
"Wave_558",-0.0622153463018282
"Wave_559",-0.0565659687701412
"Wave_560",-0.0649557738629851
"Wave_561",-0.0621161929680388
"Wave_562",-0.0537768704644816
"Wave_563",-0.0545058272888154
"Wave_564",-0.0533677256339021
"Wave_565",-0.0505124873076769
"Wave_566",-0.0452713656710283
"Wave_567",-0.0376378245530627
"Wave_568",-0.0265347068708046
"Wave_569",-0.0134819238797832
"Wave_570",-0.000786663313372349
"Wave_571",0.015440730631571
"Wave_572",0.0322099025358885
"Wave_573",0.046849749127774
"Wave_574",0.0568097241767635
"Wave_575",0.0714139519618167
"Wave_576",0.0867330125431073
"Wave_577",0.102084792534991
"Wave_578",0.112949907300429
"Wave_579",0.12316982562501
"Wave_580",0.133379407142138
"Wave_581",0.139002853852814
"Wave_582",0.145760097148987
"Wave_583",0.15401776982364
"Wave_584",0.163040157250581
"Wave_585",0.173178345776771
"Wave_586",0.182265188576764
"Wave_587",0.192013936769158
"Wave_588",0.206747817903233
"Wave_589",0.216906009016218
"Wave_590",0.225229689002223
"Wave_591",0.232389205366817
"Wave_592",0.236881023859704
"Wave_593",0.244767563666887
"Wave_594",0.253866399656432
"Wave_595",0.263077726509073
"Wave_596",0.268620779035592
"Wave_597",0.274643184584078
"Wave_598",0.281220221351463
"Wave_599",0.287084514739182
"Wave_600",0.295436803376563
"Wave_601",0.30354076221296
"Wave_602",0.309170212208713
"Wave_603",0.313681589229099
"Wave_604",0.320043269867582
"Wave_605",0.326703298900167
"Wave_606",0.331363213688467
"Wave_607",0.336828424027987
"Wave_608",0.342548748734588
"Wave_609",0.347670331678645
"Wave_610",0.35121803017447
"Wave_611",0.352932559439512
"Wave_612",0.353789540125123
"Wave_613",0.355154216806861
"Wave_614",0.358007165610667
"Wave_615",0.360962291885676
"Wave_616",0.362545006447555
"Wave_617",0.360845956766629
"Wave_618",0.357789285840995
"Wave_619",0.357017794653605
"Wave_620",0.357320769574807
"Wave_621",0.356734196861058
"Wave_622",0.357852778873818
"Wave_623",0.359470446199212
"Wave_624",0.36097974483381
"Wave_625",0.361091726370092
"Wave_626",0.362116032810164
"Wave_627",0.363076983120854
"Wave_628",0.364909963613342
"Wave_629",0.369499506186784
"Wave_630",0.372029984935726
"Wave_631",0.373573773147606
"Wave_632",0.37508783145433
"Wave_633",0.373347591753068
"Wave_634",0.373042174882536
"Wave_635",0.372718880693677
"Wave_636",0.370348921493698
"Wave_637",0.372246748017599
"Wave_638",0.368816256506219
"Wave_639",0.361360500685806
"Wave_640",0.363699980863911
"Wave_641",0.362982357390052
"Wave_642",0.3608910451112
"Wave_643",0.357409656015618
"Wave_644",0.349328464469858
"Wave_645",0.344749167421898
"Wave_646",0.340410782566599
"Wave_647",0.332053168134579
"Wave_648",0.325581731557206
"Wave_649",0.318012930605189
"Wave_650",0.308608535542875
"Wave_651",0.296583301288858
"Wave_652",0.286787647312046
"Wave_653",0.279599257494081
"Wave_654",0.274810063343617
"Wave_655",0.270972020850797
"Wave_656",0.26581764705221
"Wave_657",0.25322803991467
"Wave_658",0.235089006555301
"Wave_659",0.222430268326369
"Wave_660",0.2002881610371
"Wave_661",0.184554770640941
"Wave_662",0.180775833805195
"Wave_663",0.16224111113193
"Wave_664",0.136482439730303
"Wave_665",0.117376099260234
"Wave_666",0.113188096269419
"Wave_667",0.101410948630701
"Wave_668",0.0865261944986319
"Wave_669",0.0730299345376084
"Wave_670",0.0663157843323169
"Wave_671",0.0585336583538475
"Wave_672",0.0451565886954739
"Wave_673",0.0304112723944018
"Wave_674",0.0209854977039862
"Wave_675",0.0188741454058913
"Wave_676",0.0120519700965739
"Wave_677",0.00362945305518358
"Wave_678",0.000749133346651512
"Wave_679",0.00169545088223238
"Wave_680",0.00256321390174107
"Wave_681",0.00523846136563739
"Wave_682",0.011641861589048
"Wave_683",0.0197254893098851
"Wave_684",0.0318347006191757
"Wave_685",0.0484718096169403
"Wave_686",0.0800852466839642
"Wave_687",0.116920560352184
"Wave_688",0.149769282423297
"Wave_689",0.178626617314217
"Wave_690",0.215214106799264
"Wave_691",0.24901487377121
"Wave_692",0.28005388885561
"Wave_693",0.310777088647101
"Wave_694",0.333889579876306
"Wave_695",0.358543241201178
"Wave_696",0.377274615853157
"Wave_697",0.389641921174893
"Wave_698",0.391335990946926
"Wave_699",0.391249203267357
"Wave_700",0.392446608753406
"Wave_701",0.384724788514364
"Wave_702",0.365107687566958
"Wave_703",0.348360645196483
"Wave_704",0.327006976002542
"Wave_705",0.301264893706277
"Wave_706",0.264330446202092
"Wave_707",0.231553993069876
"Wave_708",0.199716999860824
"Wave_709",0.169833259336249
"Wave_710",0.120952289787611
"Wave_711",0.0742552322482787
"Wave_712",0.0281929145780557
"Wave_713",-0.022185613555291
"Wave_714",-0.0622992104042775
"Wave_715",-0.105182265005622
"Wave_716",-0.126837961959107
"Wave_717",-0.13222297607908
"Wave_718",-0.168948166596775
"Wave_719",-0.225358904825153
"Wave_720",-0.298200209240766
"Wave_721",-0.364080517674028
"Wave_722",-0.405016606680293
"Wave_723",-0.42656439820527
"Wave_724",-0.433740759228974
"Wave_725",-0.450802949210017
"Wave_726",-0.489624865354771
"Wave_727",-0.522688879864911
"Wave_728",-0.524572502305258
"Wave_729",-0.534703499874594
"Wave_730",-0.544897775191381
"Wave_731",-0.550940922424181
"Wave_732",-0.563776466233319
"Wave_733",-0.57852015907345
"Wave_734",-0.572546823033885
"Wave_735",-0.542313570474101
"Wave_736",-0.505574381695769
"Wave_737",-0.470233643439481
"Wave_738",-0.42944701425192
"Wave_739",-0.404046185870888
"Wave_740",-0.363033453913429
"Wave_741",-0.320519212768254
"Wave_742",-0.293860930685594
"Wave_743",-0.262795065155921
"Wave_744",-0.222722704848601
"Wave_745",-0.173472194637558
"Wave_746",-0.137585038093089
"Wave_747",-0.0969868098097137
"Wave_748",-0.0553999908818
"Wave_749",-0.0210774164225659
"Wave_750",-0.000336949101300082
"Wave_751",0.0254212586234221
"Wave_752",0.0581517935710977
"Wave_753",0.08035765958512
"Wave_754",0.0921062164811806
"Wave_755",0.108310119492936
"Wave_756",0.132005613795759
"Wave_757",0.175374539572825
"Wave_758",0.294352442805525
"Wave_759",0.430974392302929
"Wave_760",0.554570350449692
"Wave_761",0.584009610503344
"Wave_762",0.504020538212866
"Wave_763",0.349642360591878
"Wave_764",0.251475371275721
"Wave_765",0.217285342359562
"Wave_766",0.187781537080107
"Wave_767",0.192893064491199
"Wave_768",0.219617296637266
"Wave_769",0.235638927555143
"Wave_770",0.246623372411309
"Wave_771",0.267511888024063
"Wave_772",0.261049224617238
"Wave_773",0.256720306583692
"Wave_774",0.245847389921811
"Wave_775",0.253258534330471
"Wave_776",0.267921997526944
"Wave_777",0.265104102712754
"Wave_778",0.262136609309594
"Wave_779",0.260962232236878
"Wave_780",0.25354215058839
"Wave_781",0.257977571924674
"Wave_782",0.257153895088085
"Wave_783",0.244415344116267
"Wave_784",0.227844655017722
"Wave_785",0.22353071458182
"Wave_786",0.225460877642485
"Wave_787",0.222547194697791
"Wave_788",0.231913800806723
"Wave_789",0.227440690609681
"Wave_790",0.207051289378544
"Wave_791",0.209960437826604
"Wave_792",0.215540437135583
"Wave_793",0.211851477728839
"Wave_794",0.188246980485082
"Wave_795",0.173400834762545
"Wave_796",0.166085840958757
"Wave_797",0.168765477194376
"Wave_798",0.1676627382015
"Wave_799",0.17165513998941
"Wave_800",0.158634818358556
"Wave_801",0.159369484267462
"Wave_802",0.164477760242614
"Wave_803",0.15752456605304
"Wave_804",0.141973784384803
"Wave_805",0.126557344339556
"Wave_806",0.123655939089153
"Wave_807",0.117040215813594
"Wave_808",0.142965469151738
"Wave_809",0.145035942921268
"Wave_810",0.114947850425073
"Wave_811",0.0951860513703987
"Wave_812",0.0916830449248911
"Wave_813",0.118733861065299
"Wave_814",0.128882027490966
"Wave_815",0.136917614804057
"Wave_816",0.13792840725511
"Wave_817",0.119856816498522
"Wave_818",0.110981782146365
"Wave_819",0.0779046883393024
"Wave_820",0.0753452299181264
"Wave_821",0.082517379847251
"Wave_822",0.0777325939303932
"Wave_823",0.0285476440605411
"Wave_824",-0.00153880116669543
"Wave_825",-0.0102281574499978
"Wave_826",-0.027026443178603
"Wave_827",-0.0172331383482513
"Wave_828",-0.0169654163684408
"Wave_829",-0.0234000909610703
"Wave_830",-0.0217645644724202
"Wave_831",-0.0441465398985296
"Wave_832",-0.076791950802236
"Wave_833",-0.109171853916598
"Wave_834",-0.106816838314544
"Wave_835",-0.116020222903521
"Wave_836",-0.106432399979841
"Wave_837",-0.105713111871464
"Wave_838",-0.128875253123068
"Wave_839",-0.146475070944323
"Wave_840",-0.165311062289322
"Wave_841",-0.174465449906847
"Wave_842",-0.195457643624008
"Wave_843",-0.214161894298516
"Wave_844",-0.205229254340336
"Wave_845",-0.200289403720649
"Wave_846",-0.22236884173636
"Wave_847",-0.235188254116627
"Wave_848",-0.200276601424797
"Wave_849",-0.210619915622037
"Wave_850",-0.235334946251111
"Wave_851",-0.265453569611066
"Wave_852",-0.279996901339773
"Wave_853",-0.271480955796485
"Wave_854",-0.296160100482241
"Wave_855",-0.327543544094912
"Wave_856",-0.332188845292905
"Wave_857",-0.31497104714015
"Wave_858",-0.301561837454496
"Wave_859",-0.324467090134107
"Wave_860",-0.309444005525231
"Wave_861",-0.278629449642176
"Wave_862",-0.279564985899038
"Wave_863",-0.310603369841599
"Wave_864",-0.345066534353023
"Wave_865",-0.318635038089611
"Wave_866",-0.295140974749636
"Wave_867",-0.285092017985023
"Wave_868",-0.302831962508543
"Wave_869",-0.338116402556704
"Wave_870",-0.331357025989745
"Wave_871",-0.35300636870943
"Wave_872",-0.367918097623884
"Wave_873",-0.333071384723768
"Wave_874",-0.3250572299821
"Wave_875",-0.323156440918925
"Wave_876",-0.333005552560335
"Wave_877",-0.325249806651857
"Wave_878",-0.384102047537404
"Wave_879",-0.363412580396116
"Wave_880",-0.346693114476017
"Wave_881",-0.367631660232446
"Wave_882",-0.38146510720689
"Wave_883",-0.381683092969579
"Wave_884",-0.340156664231099
"Wave_885",-0.287194699437069
"Wave_886",-0.28318080193694
"Wave_887",-0.312420811855806
"Wave_888",-0.31884823627398
"Wave_889",-0.326485604290542
"Wave_890",-0.280306916174658
"Wave_891",-0.246091582081355
"Wave_892",-0.221075274542429
"Wave_893",-0.184220169621167
"Wave_894",-0.188878749964015
"Wave_895",-0.18965520731817
"Wave_896",-0.25484374780774
"Wave_897",-0.230947522524596
"Wave_898",-0.200076125050571
"Wave_899",-0.161463916864187
"Wave_900",-0.16371317918761
"Wave_901",-0.138776807656286
"Wave_902",-0.189357754239868
"Wave_903",-0.200079087859776
"Wave_904",-0.158000271114251
"Wave_905",-0.118276009115999
"Wave_906",-0.0992037950622963
"Wave_907",-0.0664285527836225
"Wave_908",-0.106430485830275
"Wave_909",-0.105109044727823
"Wave_910",-0.179461426941646
"Wave_911",-0.229853382418017
"Wave_912",-0.218207367313841
"Wave_913",-0.130314125607308
"Wave_914",-0.037312169084628
"Wave_915",-0.0322557563722279
"Wave_916",-0.153227401806279
"Wave_917",-0.243443470352163
"Wave_918",-0.299851090950517
"Wave_919",-0.278043224110532
"Wave_920",-0.17569741035499
"Wave_921",-0.0175859335468009
"Wave_922",-0.0214164934264922
"Wave_923",-0.0421218203704157
"Wave_924",-0.0317513512116219
"Wave_925",-0.0262168764233487
"Wave_926",-0.00441281233224346
"Wave_927",0.11548001338752
"Wave_928",0.237216074343615
"Wave_929",0.400294151359561
"Wave_930",0.37304766226829
