"Spectra_Name","Location","Instrument","Species_Code","Measurement_Date","Leaf_VIS_Spectral_Absorption"
"BNL1818","Utqiagvik","SVC_HR-1024i","PEFR5","20160709",0.889992180020339
"BNL1819","Utqiagvik","SVC_HR-1024i","PEFR5","20160709",0.899505673404692
"BNL1820","Utqiagvik","SVC_HR-1024i","PEFR5","20160709",0.898955210851098
"BNL1821","Utqiagvik","SVC_HR-1024i","ERAN6","20160709",0.891060621535405
"BNL1822","Utqiagvik","SVC_HR-1024i","ERAN6","20160709",0.901720992184437
"BNL1824","Utqiagvik","SVC_HR-1024i","ERAN6","20160709",0.887482477241185
