"","Vcmax_Spec_Tleaf.9.comps"
"(Intercept)",40.083637695022
"Wave_500",-0.139310349153326
"Wave_501",-0.134696943917121
"Wave_502",-0.129489112127515
"Wave_503",-0.123141019724829
"Wave_504",-0.116854090256283
"Wave_505",-0.110041978353775
"Wave_506",-0.102564311779778
"Wave_507",-0.093916865221992
"Wave_508",-0.0858463184703332
"Wave_509",-0.0775306901898571
"Wave_510",-0.0680908680542436
"Wave_511",-0.060529384192686
"Wave_512",-0.0524160788865717
"Wave_513",-0.0435844419590993
"Wave_514",-0.0346607859132578
"Wave_515",-0.0279872444878578
"Wave_516",-0.0217550455052454
"Wave_517",-0.0158848942019666
"Wave_518",-0.0100789032380529
"Wave_519",-0.00491981659655608
"Wave_520",-0.00134563463380602
"Wave_521",0.00167801691701102
"Wave_522",0.00492497242616483
"Wave_523",0.0082174143937748
"Wave_524",0.0104256059963392
"Wave_525",0.00641556250851517
"Wave_526",0.00354350773206552
"Wave_527",0.000437341390083466
"Wave_528",-0.00259924409857455
"Wave_529",-0.003999492093494
"Wave_530",-0.00546224833279838
"Wave_531",-0.0070377865945236
"Wave_532",-0.0115034694291518
"Wave_533",-0.0181629968693566
"Wave_534",-0.0219705743940981
"Wave_535",-0.0260296216676621
"Wave_536",-0.0296155539962627
"Wave_537",-0.0319003233580362
"Wave_538",-0.0373782780986161
"Wave_539",-0.0432964678645964
"Wave_540",-0.0466286747566134
"Wave_541",-0.048225488615252
"Wave_542",-0.0503930542636958
"Wave_543",-0.0514432254259247
"Wave_544",-0.0544219032246971
"Wave_545",-0.0584867839341793
"Wave_546",-0.0637693999946196
"Wave_547",-0.0752257124757927
"Wave_548",-0.0912931009108562
"Wave_549",-0.0995859290126055
"Wave_550",-0.101540314521027
"Wave_551",-0.100763719292832
"Wave_552",-0.0987529275025076
"Wave_553",-0.105416152755434
"Wave_554",-0.11212070707458
"Wave_555",-0.11605969667599
"Wave_556",-0.117764103003647
"Wave_557",-0.124761772905118
"Wave_558",-0.129624122325469
"Wave_559",-0.12737343123074
"Wave_560",-0.123321068239988
"Wave_561",-0.110136640323103
"Wave_562",-0.0938629738716877
"Wave_563",-0.0853349511308654
"Wave_564",-0.0788418824591257
"Wave_565",-0.0719216468335044
"Wave_566",-0.0644495614734249
"Wave_567",-0.0590940064018045
"Wave_568",-0.0539126953878288
"Wave_569",-0.0478611700848864
"Wave_570",-0.0412805860030385
"Wave_571",-0.0337738389290042
"Wave_572",-0.026781190134348
"Wave_573",-0.0205790347064779
"Wave_574",-0.016678318056255
"Wave_575",-0.0124052020885773
"Wave_576",-0.00725322796057627
"Wave_577",-0.00180867345332532
"Wave_578",0.00174767836411234
"Wave_579",0.00624952737579487
"Wave_580",0.0100635834170129
"Wave_581",0.0135408256731309
"Wave_582",0.0165038712291974
"Wave_583",0.0188123887273131
"Wave_584",0.0216229163226012
"Wave_585",0.0218890951865903
"Wave_586",0.0220479786111349
"Wave_587",0.021762082483013
"Wave_588",0.020644769737209
"Wave_589",0.0222391178006529
"Wave_590",0.0248165979789641
"Wave_591",0.0275109799454581
"Wave_592",0.0302113914296024
"Wave_593",0.0334088776532737
"Wave_594",0.0372670913225173
"Wave_595",0.0405496716710229
"Wave_596",0.0420389125441225
"Wave_597",0.0437828673549549
"Wave_598",0.0456300354951728
"Wave_599",0.0473063951639714
"Wave_600",0.0496234254853146
"Wave_601",0.0510859917759736
"Wave_602",0.0530999527959098
"Wave_603",0.0542823348343508
"Wave_604",0.0554664719569577
"Wave_605",0.0570341814627945
"Wave_606",0.0594529105643597
"Wave_607",0.0630832613202554
"Wave_608",0.0670145023785877
"Wave_609",0.0715604316342413
"Wave_610",0.0758062481355236
"Wave_611",0.0789214531014578
"Wave_612",0.0818924770090366
"Wave_613",0.0851636742535467
"Wave_614",0.0880791731998338
"Wave_615",0.0901336172514453
"Wave_616",0.0913115722058217
"Wave_617",0.0914009963238577
"Wave_618",0.0916173783720869
"Wave_619",0.0919261865833888
"Wave_620",0.0927232737331191
"Wave_621",0.0934078167900773
"Wave_622",0.096457410589148
"Wave_623",0.100705548172085
"Wave_624",0.105069915236046
"Wave_625",0.108313375919251
"Wave_626",0.111475613497923
"Wave_627",0.114974662987839
"Wave_628",0.118311488072803
"Wave_629",0.122207908707455
"Wave_630",0.125443278293276
"Wave_631",0.127927470543531
"Wave_632",0.129044260971729
"Wave_633",0.129720428154856
"Wave_634",0.129188709542849
"Wave_635",0.128204301156653
"Wave_636",0.12747054404711
"Wave_637",0.126516745076305
"Wave_638",0.124494257477587
"Wave_639",0.121572718476692
"Wave_640",0.120655074093593
"Wave_641",0.119582507805163
"Wave_642",0.118441628573661
"Wave_643",0.117002186417604
"Wave_644",0.11350023148932
"Wave_645",0.110043744584186
"Wave_646",0.106373484287851
"Wave_647",0.102934746047534
"Wave_648",0.101326424740257
"Wave_649",0.100101781656662
"Wave_650",0.0980258650186047
"Wave_651",0.0937085376362682
"Wave_652",0.0906018052422428
"Wave_653",0.0892626461492536
"Wave_654",0.0886878823312713
"Wave_655",0.0877187935144305
"Wave_656",0.0858459801737232
"Wave_657",0.0808846813402859
"Wave_658",0.0728524938442696
"Wave_659",0.0654332864866262
"Wave_660",0.0557789816902162
"Wave_661",0.0477552225122925
"Wave_662",0.042022622977231
"Wave_663",0.0332744536856914
"Wave_664",0.0234855477135077
"Wave_665",0.0144812888686907
"Wave_666",0.00725562980108596
"Wave_667",-0.00211781456525395
"Wave_668",-0.008677367604446
"Wave_669",-0.0135037675598506
"Wave_670",-0.016437247399832
"Wave_671",-0.0213150073728705
"Wave_672",-0.0268207947168812
"Wave_673",-0.0323940662371092
"Wave_674",-0.0359579660993182
"Wave_675",-0.0376439390358295
"Wave_676",-0.0402731564164087
"Wave_677",-0.043256903399898
"Wave_678",-0.0452949537345027
"Wave_679",-0.0452103755392791
"Wave_680",-0.0435913464474275
"Wave_681",-0.0397822183206988
"Wave_682",-0.0340025303791547
"Wave_683",-0.0262626849934011
"Wave_684",-0.0132410221440122
"Wave_685",0.00403127810439756
"Wave_686",0.0265538140529572
"Wave_687",0.0531172644139033
"Wave_688",0.0773738921041803
"Wave_689",0.0993291141488302
"Wave_690",0.122293190757311
"Wave_691",0.145612315201518
"Wave_692",0.170132175351824
"Wave_693",0.194388761509829
"Wave_694",0.213106297518167
"Wave_695",0.228254453944164
"Wave_696",0.239355370912764
"Wave_697",0.244290500654598
"Wave_698",0.247313976047348
"Wave_699",0.246771873508906
"Wave_700",0.24015107139544
"Wave_701",0.234046171953338
"Wave_702",0.218668555225627
"Wave_703",0.198952126389396
"Wave_704",0.180772877011947
"Wave_705",0.164461686493043
"Wave_706",0.133008065523924
"Wave_707",0.11085436574446
"Wave_708",0.092442658937813
"Wave_709",0.0760363906028877
"Wave_710",0.049840434037758
"Wave_711",0.0152017465757277
"Wave_712",-0.0119295834718486
"Wave_713",-0.027727854103005
"Wave_714",-0.0511313588651382
"Wave_715",-0.0658669863677258
"Wave_716",-0.0576893769947267
"Wave_717",-0.0379220353378571
"Wave_718",-0.0508612929070348
"Wave_719",-0.0656709711634378
"Wave_720",-0.106544025112688
"Wave_721",-0.146203083729034
"Wave_722",-0.156672156416882
"Wave_723",-0.1572107367688
"Wave_724",-0.150137011458713
"Wave_725",-0.147460550968792
"Wave_726",-0.162555121734849
"Wave_727",-0.18148171124513
"Wave_728",-0.170657059935337
"Wave_729",-0.171353529066805
"Wave_730",-0.169761752897004
"Wave_731",-0.170917718411959
"Wave_732",-0.179853016628254
"Wave_733",-0.193399817234476
"Wave_734",-0.180855586315152
"Wave_735",-0.16387929411828
"Wave_736",-0.149028194352375
"Wave_737",-0.124812528638075
"Wave_738",-0.114613432810098
"Wave_739",-0.101332638579855
"Wave_740",-0.075060408513615
"Wave_741",-0.0509674740766653
"Wave_742",-0.0466525546497228
"Wave_743",-0.0378985620837037
"Wave_744",-0.0299487507545586
"Wave_745",-0.00617322735263154
"Wave_746",0.00745749113001179
"Wave_747",0.0308173888442438
"Wave_748",0.0488035476483509
"Wave_749",0.0589152083283961
"Wave_750",0.0678968577089624
"Wave_751",0.066781063811037
"Wave_752",0.0816975855664639
"Wave_753",0.0898861052393207
"Wave_754",0.0915108931907044
"Wave_755",0.0891398097285598
"Wave_756",0.0970768044305585
"Wave_757",0.108525167325268
"Wave_758",0.151470279924237
"Wave_759",0.192268384201133
"Wave_760",0.229664049360442
"Wave_761",0.233457610073918
"Wave_762",0.20205581053957
"Wave_763",0.157857565932822
"Wave_764",0.118652221333229
"Wave_765",0.119463678709245
"Wave_766",0.108249539179627
"Wave_767",0.126423443219452
"Wave_768",0.130444638475349
"Wave_769",0.123726131475233
"Wave_770",0.120961391254662
"Wave_771",0.136753065844665
"Wave_772",0.137847929649468
"Wave_773",0.133080858792011
"Wave_774",0.120120429068473
"Wave_775",0.12246957945267
"Wave_776",0.135046636584551
"Wave_777",0.148698005818664
"Wave_778",0.146664640464134
"Wave_779",0.144136037481398
"Wave_780",0.145241425574663
"Wave_781",0.128586612567035
"Wave_782",0.134942127719886
"Wave_783",0.135495303754383
"Wave_784",0.123178461887763
"Wave_785",0.102332127608993
"Wave_786",0.109326424505026
"Wave_787",0.107197477625659
"Wave_788",0.11827722135671
"Wave_789",0.107972508815919
"Wave_790",0.099090910807794
"Wave_791",0.106616760624052
"Wave_792",0.106504159258966
