"","Vcmax_Spec_Tleaf.9.comps"
"(Intercept)",35.9167114918442
"Wave_500",-0.0672470488969229
"Wave_501",-0.0628073963288088
"Wave_502",-0.0585563682681971
"Wave_503",-0.054354137205663
"Wave_504",-0.0513462739186929
"Wave_505",-0.048105580648106
"Wave_506",-0.044532083770562
"Wave_507",-0.0397144628254867
"Wave_508",-0.0348339601237777
"Wave_509",-0.0308578864650292
"Wave_510",-0.0278018882371816
"Wave_511",-0.0252188386742448
"Wave_512",-0.0223545583896746
"Wave_513",-0.0191234664262384
"Wave_514",-0.0156530781195488
"Wave_515",-0.0118214285309085
"Wave_516",-0.00802882302795812
"Wave_517",-0.0045288363245311
"Wave_518",-0.00499750717799892
"Wave_519",-0.00913785700113859
"Wave_520",-0.0164397944687386
"Wave_521",-0.0227056824294766
"Wave_522",-0.0274585836820386
"Wave_523",-0.031781055990892
"Wave_524",-0.0367698387827254
"Wave_525",-0.0438869465554945
"Wave_526",-0.0513451067420586
"Wave_527",-0.0601294483573851
"Wave_528",-0.0715907844324962
"Wave_529",-0.0784655544698968
"Wave_530",-0.0829935854297185
"Wave_531",-0.0858620772732202
"Wave_532",-0.0913614333694039
"Wave_533",-0.0971735331567517
"Wave_534",-0.10111646292417
"Wave_535",-0.10549941614706
"Wave_536",-0.109115091018761
"Wave_537",-0.111410736462017
"Wave_538",-0.113578046992826
"Wave_539",-0.11671218521047
"Wave_540",-0.117857053783444
"Wave_541",-0.117386457614685
"Wave_542",-0.11840955384606
"Wave_543",-0.118128085156112
"Wave_544",-0.117721835126541
"Wave_545",-0.116524561851522
"Wave_546",-0.103873872461744
"Wave_547",-0.0895738685701004
"Wave_548",-0.0760238169597671
"Wave_549",-0.0738269909645913
"Wave_550",-0.0709912857097702
"Wave_551",-0.0675312401686376
"Wave_552",-0.0628589413569348
"Wave_553",-0.0714536466555953
"Wave_554",-0.0794899379616914
"Wave_555",-0.084409406071474
"Wave_556",-0.0853232022398825
"Wave_557",-0.0842098922756059
"Wave_558",-0.0813309359319102
"Wave_559",-0.0775762223470814
"Wave_560",-0.0794826475062162
"Wave_561",-0.0786363886519009
"Wave_562",-0.07726180255809
"Wave_563",-0.0798147019477393
"Wave_564",-0.0812421548387903
"Wave_565",-0.0818069571168952
"Wave_566",-0.0820476434883112
"Wave_567",-0.0808321555619857
"Wave_568",-0.0788965386065897
"Wave_569",-0.0756717593546786
"Wave_570",-0.0707848196189405
"Wave_571",-0.0646067788602742
"Wave_572",-0.0583881319496
"Wave_573",-0.0527811983066081
"Wave_574",-0.0474799313221236
"Wave_575",-0.0405986459402583
"Wave_576",-0.0325629308456506
"Wave_577",-0.0239535987601214
"Wave_578",-0.0170796868941226
"Wave_579",-0.0101525157693163
"Wave_580",-0.00414862153031629
"Wave_581",-0.000563374922576851
"Wave_582",0.00324848153112301
"Wave_583",0.00748541511627586
"Wave_584",0.0127852968107573
"Wave_585",0.0178681390086171
"Wave_586",0.0245304910113711
"Wave_587",0.0325008076779641
"Wave_588",0.0401170346723542
"Wave_589",0.0496213497342967
"Wave_590",0.0572198075462953
"Wave_591",0.0616487030700887
"Wave_592",0.0625581766162485
"Wave_593",0.0659818640902114
"Wave_594",0.0706137831474513
"Wave_595",0.0744197379067479
"Wave_596",0.0775780016737793
"Wave_597",0.0810912640409211
"Wave_598",0.0847385413479728
"Wave_599",0.0888595113507435
"Wave_600",0.0933318419752662
"Wave_601",0.0966946179303358
"Wave_602",0.0994163620068844
"Wave_603",0.100047848089994
"Wave_604",0.101044775673927
"Wave_605",0.102887465261266
"Wave_606",0.106547294337399
"Wave_607",0.109564612618953
"Wave_608",0.112768732619187
"Wave_609",0.116386415872579
"Wave_610",0.119640456662613
"Wave_611",0.121831496259795
"Wave_612",0.124159810136341
"Wave_613",0.126928434083949
"Wave_614",0.128259463705328
"Wave_615",0.129860729672837
"Wave_616",0.130994912398909
"Wave_617",0.130852952566108
"Wave_618",0.129990444900332
"Wave_619",0.129345969858336
"Wave_620",0.129109795636286
"Wave_621",0.128582059386495
"Wave_622",0.130234143695179
"Wave_623",0.132894031904347
"Wave_624",0.135836884046719
"Wave_625",0.13773202798168
"Wave_626",0.13979342693273
"Wave_627",0.142031415037493
"Wave_628",0.144136681708796
"Wave_629",0.146048734007546
"Wave_630",0.147858379304125
"Wave_631",0.149133644570001
"Wave_632",0.149246936952764
"Wave_633",0.149807425714183
"Wave_634",0.14995341661571
"Wave_635",0.149571610234252
"Wave_636",0.148416634106045
"Wave_637",0.14615541054752
"Wave_638",0.142984171387593
"Wave_639",0.1398319942032
"Wave_640",0.140705206501327
"Wave_641",0.141426080434232
"Wave_642",0.141420643541479
"Wave_643",0.140345657755363
"Wave_644",0.138728391380915
"Wave_645",0.137771011243289
"Wave_646",0.136468990206345
"Wave_647",0.134154842441056
"Wave_648",0.132662382491164
"Wave_649",0.131188410631517
"Wave_650",0.129344736688161
"Wave_651",0.126697299965142
"Wave_652",0.122850810367457
"Wave_653",0.121675187745343
"Wave_654",0.12206934524314
"Wave_655",0.121947291338432
"Wave_656",0.121087500541697
"Wave_657",0.118155920594469
"Wave_658",0.112976282108679
"Wave_659",0.106009738442361
"Wave_660",0.097241181081962
"Wave_661",0.0910719904996328
"Wave_662",0.0883395256953967
"Wave_663",0.082211948729756
"Wave_664",0.0737687482787698
"Wave_665",0.0650799449246696
"Wave_666",0.0579037501191361
"Wave_667",0.0525812986121776
"Wave_668",0.0485697703145015
"Wave_669",0.0450569011607244
"Wave_670",0.0420088227110035
"Wave_671",0.0378782774477728
"Wave_672",0.0323567975061114
"Wave_673",0.0262913431936538
"Wave_674",0.0221667189335801
"Wave_675",0.0213391516740446
"Wave_676",0.019551252028694
"Wave_677",0.0166334790564056
"Wave_678",0.0140011640955374
"Wave_679",0.0124638819836607
"Wave_680",0.0126299040939018
"Wave_681",0.0148793559817236
"Wave_682",0.0186792415832027
"Wave_683",0.0237150912042967
"Wave_684",0.0313003961793213
"Wave_685",0.0408777574228294
"Wave_686",0.0542925741308261
"Wave_687",0.0696118768798436
