"","Narea_g_m2.14.comps"
"(Intercept)",1.75301278561996
"Wave_500",0.00171883848621863
"Wave_501",0.00246967190876069
"Wave_502",0.00305805309358596
"Wave_503",0.00359943641827668
"Wave_504",0.00462817152166214
"Wave_505",0.00525590398717329
"Wave_506",0.00590662081890658
"Wave_507",0.0067580556257541
"Wave_508",0.00796440263838627
"Wave_509",0.00868616445264321
"Wave_510",0.00845905982537751
"Wave_511",0.00851196380423692
"Wave_512",0.00879972236500414
"Wave_513",0.0092084970245289
"Wave_514",0.00955221436075605
"Wave_515",0.00969450869792844
"Wave_516",0.00867127257869603
"Wave_517",0.00679004141647171
"Wave_518",0.0051589479893122
"Wave_519",0.00377549538348543
"Wave_520",0.0022876762017682
"Wave_521",0.00116018707958045
"Wave_522",-0.000272359776488545
"Wave_523",-0.00219902624139572
"Wave_524",-0.00454457162621286
"Wave_525",-0.00641072433403195
"Wave_526",-0.00798738408547287
"Wave_527",-0.00956798471154733
"Wave_528",-0.0107748219277344
"Wave_529",-0.0114363048271907
"Wave_530",-0.0118622272163671
"Wave_531",-0.0123817826212554
"Wave_532",-0.0131288110563404
"Wave_533",-0.0138555617845509
"Wave_534",-0.0137375312136288
"Wave_535",-0.0128331223641302
"Wave_536",-0.0117938212980883
"Wave_537",-0.0108735283387055
"Wave_538",-0.0099784114223385
"Wave_539",-0.00921837529076827
"Wave_540",-0.008025939283726
"Wave_541",-0.00677740093007395
"Wave_542",-0.00571672642284729
"Wave_543",-0.00480296739887977
"Wave_544",-0.00394706396057023
"Wave_545",-0.00305538939021724
"Wave_546",-0.00209469308520684
"Wave_547",-0.0013113699919504
"Wave_548",-0.000574995198695075
"Wave_549",0.000256309916474677
"Wave_550",0.000982242168863688
"Wave_551",0.00100154018628265
"Wave_552",0.00121538678838623
"Wave_553",0.00119473276704663
"Wave_554",0.00124037286794238
"Wave_555",0.00116846690118755
"Wave_556",0.00227361134081983
"Wave_557",0.00264189901159281
"Wave_558",0.00244551045513661
"Wave_559",0.00269227535834162
"Wave_560",0.00241116098240483
"Wave_561",0.00235735936901748
"Wave_562",0.0027080766334926
"Wave_563",0.00238682908597321
"Wave_564",0.00171933566928987
"Wave_565",0.00167818465918589
"Wave_566",0.00182751836316537
"Wave_567",0.00182146192811685
"Wave_568",0.00186279758907138
"Wave_569",0.00181804183700812
"Wave_570",0.00151443210331212
"Wave_571",0.0021483085722256
"Wave_572",0.00291832534083563
"Wave_573",0.00319963912793835
"Wave_574",0.00377858286244294
"Wave_575",0.00419943308349978
"Wave_576",0.00446964179358364
"Wave_577",0.00442766789592894
"Wave_578",0.00432033256939633
"Wave_579",0.00464523511244811
"Wave_580",0.00515951361823913
"Wave_581",0.006033305937649
"Wave_582",0.00640877715416276
"Wave_583",0.00658909604456057
"Wave_584",0.00634069279486126
"Wave_585",0.00610358072987782
"Wave_586",0.0061473037111555
"Wave_587",0.00666297624898495
"Wave_588",0.00717620322337011
"Wave_589",0.00760283032759226
"Wave_590",0.00771888544859552
"Wave_591",0.00740658050199699
"Wave_592",0.00701475249985897
"Wave_593",0.00673621679432061
"Wave_594",0.00652072038413085
"Wave_595",0.00639638852962388
"Wave_596",0.0063029214057094
"Wave_597",0.00603513078663602
"Wave_598",0.00521093195081462
"Wave_599",0.00415436293206837
"Wave_600",0.00353089448473233
"Wave_601",0.00312818510681475
"Wave_602",0.00285056457304318
"Wave_603",0.00291823653972956
"Wave_604",0.00272386534316682
"Wave_605",0.00227143912447992
"Wave_606",0.00185970478434463
"Wave_607",0.00094079515894453
"Wave_608",0.000201521474020244
"Wave_609",0.000147478117615001
"Wave_610",0.000687337954957464
"Wave_611",0.000693340408996554
"Wave_612",0.000475060158239593
"Wave_613",0.000302966123082188
"Wave_614",0.000402542578762233
"Wave_615",0.000505254915873411
"Wave_616",0.000414028113078986
"Wave_617",0.000310772409342216
"Wave_618",0.000653301234906644
"Wave_619",0.000843230207404524
"Wave_620",0.0007271952955308
"Wave_621",0.000485980827821235
"Wave_622",0.000583084883934522
"Wave_623",0.000908202679137189
"Wave_624",0.00112258533475103
"Wave_625",0.00059420741402174
"Wave_626",4.839725696154e-05
"Wave_627",-0.000284667441477529
"Wave_628",-0.000307756136587027
"Wave_629",-1.20518280105592e-05
"Wave_630",0.0003270986389272
"Wave_631",0.00048065220938599
"Wave_632",0.000709849191492814
"Wave_633",0.00118079696329732
"Wave_634",0.00155106141839486
"Wave_635",0.00183739248365125
"Wave_636",0.00192700739507707
"Wave_637",0.00190460527108759
"Wave_638",0.00186527465092113
"Wave_639",0.00210268776024098
"Wave_640",0.0023229056260279
"Wave_641",0.00242911994787887
"Wave_642",0.00223898132031723
"Wave_643",0.00144737527418853
"Wave_644",0.00108089576138462
"Wave_645",0.000693723342640206
"Wave_646",0.000389702527506671
"Wave_647",4.65629542782437e-07
"Wave_648",-0.000272540091726986
"Wave_649",-0.000513817469612769
"Wave_650",-0.0010169833711853
"Wave_651",-0.0019332898498966
"Wave_652",-0.002437955368417
"Wave_653",-0.00276324432550885
"Wave_654",-0.00288541196957168
"Wave_655",-0.00325272000394722
"Wave_656",-0.00346918141082939
"Wave_657",-0.00380858770003254
