"","Nmass_mg_g.13.comps"
"(Intercept)",24.4120533279117
"Wave_500",0.0882330864987853
"Wave_501",0.0906647835140399
"Wave_502",0.0897218833673759
"Wave_503",0.0859598841445559
"Wave_504",0.0867008499711299
"Wave_505",0.0835603431566838
"Wave_506",0.0796410596253302
"Wave_507",0.0668859518752253
"Wave_508",0.0593693796285508
"Wave_509",0.0512927081530259
"Wave_510",0.0413211249128918
"Wave_511",0.0363885050641559
"Wave_512",0.0308317022259105
"Wave_513",0.0260423336511662
"Wave_514",0.0156972310847439
"Wave_515",0.00539458848632451
"Wave_516",-0.00682887468978403
"Wave_517",-0.0228329480517972
"Wave_518",-0.0434139482933897
"Wave_519",-0.062516435036326
"Wave_520",-0.0812422636149528
"Wave_521",-0.0957894606135945
"Wave_522",-0.111626597953135
"Wave_523",-0.123632264166705
"Wave_524",-0.140764540083001
"Wave_525",-0.162188547265342
"Wave_526",-0.168678333282118
"Wave_527",-0.1718848165718
"Wave_528",-0.18633949712111
"Wave_529",-0.187611789130859
"Wave_530",-0.181864213518215
"Wave_531",-0.188853084583809
"Wave_532",-0.191887583896218
"Wave_533",-0.191365005846216
"Wave_534",-0.184734876046972
"Wave_535",-0.173149907538071
"Wave_536",-0.155606021072305
"Wave_537",-0.137557961196442
"Wave_538",-0.124869762862824
"Wave_539",-0.110635431811153
"Wave_540",-0.0953780489847987
"Wave_541",-0.0769933330281668
"Wave_542",-0.0632342616057047
"Wave_543",-0.0490766413066688
"Wave_544",-0.0355384354498914
"Wave_545",-0.0214703601699422
"Wave_546",-0.0053056111760384
"Wave_547",0.00593330419900712
"Wave_548",0.0181090258589199
"Wave_549",0.0265788545390567
"Wave_550",0.0343479547974314
"Wave_551",0.0414002724824635
"Wave_552",0.0485822253953868
"Wave_553",0.0504608569825301
"Wave_554",0.0523020760922567
"Wave_555",0.0543500009341179
"Wave_556",0.0636391453652647
"Wave_557",0.0683783898599184
"Wave_558",0.0668947760034661
"Wave_559",0.0680469360634687
"Wave_560",0.0683833800941589
"Wave_561",0.0701541968938103
"Wave_562",0.0786177406816896
"Wave_563",0.0805398739814744
"Wave_564",0.0826533585934045
"Wave_565",0.0872345940723276
"Wave_566",0.0903775178066293
"Wave_567",0.0890133584275545
"Wave_568",0.0888954037912742
"Wave_569",0.0883905341202988
"Wave_570",0.0869527874599069
"Wave_571",0.0934982045702887
"Wave_572",0.101280854060475
