"","CN_ratio.7.comps"
"(Intercept)",25.3067651229942
"Wave_500",-0.00668196555195523
"Wave_501",-0.00638246417283603
"Wave_502",-0.00618977845814346
"Wave_503",-0.005952859239285
"Wave_504",-0.00561780140048025
"Wave_505",-0.00531107880609859
"Wave_506",-0.00503593152810302
"Wave_507",-0.00470754233141228
"Wave_508",-0.00448442412297774
"Wave_509",-0.00425797731745871
"Wave_510",-0.00392134800234786
"Wave_511",-0.00352009319880991
"Wave_512",-0.00309161881602752
"Wave_513",-0.00268277379643412
"Wave_514",-0.00234650501757409
"Wave_515",-0.0018965624473581
"Wave_516",-0.00136665919087914
"Wave_517",-0.000887234429562393
"Wave_518",-0.000661944657874057
"Wave_519",-0.000724877962040657
"Wave_520",-0.000644662779744731
"Wave_521",-0.000464242605280845
"Wave_522",-0.00036019570006453
"Wave_523",-0.000526483296480001
"Wave_524",-0.000697165900233587
"Wave_525",-0.000797540919157807
"Wave_526",-0.00139740687750614
"Wave_527",-0.00233715520015207
"Wave_528",-0.00364350651418764
"Wave_529",-0.00507645080542892
"Wave_530",-0.00639417570863192
"Wave_531",-0.00733146203675657
"Wave_532",-0.00829598416299377
"Wave_533",-0.00963522489566744
"Wave_534",-0.010860712916248
"Wave_535",-0.0125345120407079
"Wave_536",-0.0140132304932602
"Wave_537",-0.0149557860167922
"Wave_538",-0.0157206696017267
"Wave_539",-0.0168586677155588
"Wave_540",-0.018055475086494
"Wave_541",-0.0190628296784889
"Wave_542",-0.0206190734862564
"Wave_543",-0.0214590419880429
"Wave_544",-0.0222249910029218
"Wave_545",-0.023121739049348
"Wave_546",-0.0231682852088355
"Wave_547",-0.0232331051195953
"Wave_548",-0.0232734427118328
"Wave_549",-0.0238512182926101
"Wave_550",-0.0244496813050719
"Wave_551",-0.0251728938480263
"Wave_552",-0.0255875590877513
"Wave_553",-0.0265413107179243
"Wave_554",-0.0277137559980133
"Wave_555",-0.0288493268267047
"Wave_556",-0.0296038361525897
"Wave_557",-0.0301068942997579
"Wave_558",-0.0302856038544748
"Wave_559",-0.0303790159840499
"Wave_560",-0.0310492335977174
"Wave_561",-0.0313639613353283
"Wave_562",-0.0314367808327725
"Wave_563",-0.0314130120282711
"Wave_564",-0.0311575617649501
"Wave_565",-0.0304784736968008
"Wave_566",-0.0296646977374028
"Wave_567",-0.0286213722456102
"Wave_568",-0.0276467463364189
"Wave_569",-0.0265097531397418
"Wave_570",-0.0255017173118057
"Wave_571",-0.0240810566417596
"Wave_572",-0.0229214802990123
"Wave_573",-0.0217523586566248
"Wave_574",-0.0207437329111498
"Wave_575",-0.0196580454261498
"Wave_576",-0.018508550860563
"Wave_577",-0.0173777975455821
"Wave_578",-0.0165133810038133
"Wave_579",-0.0154743680666499
"Wave_580",-0.0145531209214101
"Wave_581",-0.0137109987927977
"Wave_582",-0.0128319048261273
"Wave_583",-0.0120877522209173
"Wave_584",-0.0110519056442713
"Wave_585",-0.00988645100365477
"Wave_586",-0.008544376826525
"Wave_587",-0.00716904090976478
"Wave_588",-0.00592291519060715
"Wave_589",-0.00473268577827607
"Wave_590",-0.00350041067290557
"Wave_591",-0.00245077114710642
"Wave_592",-0.00158840785348135
"Wave_593",-0.000803628033736607
"Wave_594",-3.62286865070623e-05
"Wave_595",0.000972814367323719
"Wave_596",0.0018904225202044
"Wave_597",0.00261769626305793
"Wave_598",0.00331152611856455
"Wave_599",0.00390117132590904
"Wave_600",0.00445878036040316
"Wave_601",0.00488245246972356
"Wave_602",0.00550513470546624
"Wave_603",0.00584579609173987
"Wave_604",0.00629680129855964
"Wave_605",0.0067178428406826
"Wave_606",0.00722275449050899
"Wave_607",0.00743376670889376
"Wave_608",0.00763919980268133
"Wave_609",0.00807948101455002
"Wave_610",0.00842292930437633
"Wave_611",0.00868476953152962
"Wave_612",0.00901317628787065
"Wave_613",0.00930267666792695
"Wave_614",0.00955345807138396
"Wave_615",0.0099022359142533
"Wave_616",0.010162058660516
"Wave_617",0.0105149506573022
"Wave_618",0.0108709105818652
"Wave_619",0.0111414991460554
"Wave_620",0.0114718177352995
"Wave_621",0.0119696162901847
"Wave_622",0.012282142189002
"Wave_623",0.0126069790046256
"Wave_624",0.0128876146026163
"Wave_625",0.0132481424321246
"Wave_626",0.0136217041687332
"Wave_627",0.0140982674153331
"Wave_628",0.0142308940782022
"Wave_629",0.0144779115080408
"Wave_630",0.0144399133904965
"Wave_631",0.0143379593790776
"Wave_632",0.014166033454191
"Wave_633",0.0137858348967208
"Wave_634",0.0133874820353808
"Wave_635",0.0131630208932224
"Wave_636",0.0128834442760522
"Wave_637",0.0125864303046283
"Wave_638",0.0124235747330229
"Wave_639",0.0121397335082351
"Wave_640",0.0115265166028493
"Wave_641",0.0111418208323428
"Wave_642",0.0107932549750273
"Wave_643",0.0102307514230981
"Wave_644",0.0101489278132904
"Wave_645",0.00985509973174366
"Wave_646",0.00929082202864468
"Wave_647",0.00886646392560775
"Wave_648",0.0089364842973303
"Wave_649",0.00874470319975329
"Wave_650",0.008396823481518
"Wave_651",0.00814941606240595
"Wave_652",0.00781530008383876
"Wave_653",0.00762026881837671
"Wave_654",0.00719575613841846
"Wave_655",0.0063124991184295
"Wave_656",0.00545007504131077
"Wave_657",0.00485407732370488
"Wave_658",0.00413770418505971
"Wave_659",0.00351064432966198
"Wave_660",0.00256122107230259
"Wave_661",0.00173766478821775
"Wave_662",0.000884868196143483
"Wave_663",0.000102257589686429
"Wave_664",-0.000837960499312754
"Wave_665",-0.0016541386699602
"Wave_666",-0.00210588640119159
"Wave_667",-0.0023507935340769
"Wave_668",-0.00248991347144954
"Wave_669",-0.00252628580243958
"Wave_670",-0.00262714537493116
"Wave_671",-0.00236170071709158
"Wave_672",-0.00220131648168577
"Wave_673",-0.00219713342317342
"Wave_674",-0.00210102047543122
"Wave_675",-0.00201461184102573
"Wave_676",-0.00193111666393867
"Wave_677",-0.00183751208771583
"Wave_678",-0.00179278237223547
"Wave_679",-0.00159811705067869
"Wave_680",-0.00115808432425275
"Wave_681",-0.000432139087688588
"Wave_682",0.000511245547633246
"Wave_683",0.00176563489493475
"Wave_684",0.00368600977601693
"Wave_685",0.00622336609748312
"Wave_686",0.00919145010289246
"Wave_687",0.0124684193439509
"Wave_688",0.0160929811529651
"Wave_689",0.0201166567244349
"Wave_690",0.0237953486870463
"Wave_691",0.0279543135150937
"Wave_692",0.0325217752394125
"Wave_693",0.0373701093113939
"Wave_694",0.0427094968183108
"Wave_695",0.0452043637114479
"Wave_696",0.0479648651544218
"Wave_697",0.0514398996616207
"Wave_698",0.0550903581475663
"Wave_699",0.0578818350029125
"Wave_700",0.0600143296014182
"Wave_701",0.0624070057509467
"Wave_702",0.0628378285417663
"Wave_703",0.0622237314692768
"Wave_704",0.0633853719266512
"Wave_705",0.0648349021552417
"Wave_706",0.0619382227341735
"Wave_707",0.0607193881947215
"Wave_708",0.061315977043317
"Wave_709",0.0602343960341261
"Wave_710",0.0584997284691027
"Wave_711",0.0555321014171247
