"","Narea_g_m2.17.comps"
"(Intercept)",2.14942196044447
"Wave_500",0.00150351207030621
"Wave_501",0.00174503589524074
"Wave_502",0.00151030265711589
"Wave_503",0.0024233175695729
"Wave_504",0.00499942572350874
"Wave_505",0.00726406091833217
"Wave_506",0.0101379885332296
"Wave_507",0.0136469703418821
"Wave_508",0.0167835578032231
"Wave_509",0.0177292689092138
"Wave_510",0.0167643807433604
"Wave_511",0.0169373732425838
"Wave_512",0.0179129281361339
"Wave_513",0.0199145528201671
"Wave_514",0.0205037803846062
"Wave_515",0.0207150485396086
"Wave_516",0.0185695763071744
"Wave_517",0.0141560754307691
"Wave_518",0.0110270712747575
"Wave_519",0.00825254389253684
"Wave_520",0.0051889638789534
"Wave_521",0.00388345919754073
"Wave_522",0.000215138495185402
"Wave_523",-0.00497485257680439
"Wave_524",-0.00905992202071826
"Wave_525",-0.0124907008969569
"Wave_526",-0.0153910899626883
"Wave_527",-0.0180491384653136
"Wave_528",-0.0208330139304772
"Wave_529",-0.0227856355604423
"Wave_530",-0.0233426838560008
"Wave_531",-0.022606312667362
"Wave_532",-0.0230254501426114
"Wave_533",-0.0242181510632005
"Wave_534",-0.0235817492100069
"Wave_535",-0.0215292369535437
"Wave_536",-0.0184778675884566
"Wave_537",-0.0155247967105835
"Wave_538",-0.0123991502066199
"Wave_539",-0.0105948061939291
"Wave_540",-0.00885722080946863
"Wave_541",-0.00697680006517464
"Wave_542",-0.00457559242434923
"Wave_543",-0.00219922331789572
"Wave_544",-0.000371060578740873
"Wave_545",0.00139423441786006
"Wave_546",0.00368051434059469
"Wave_547",0.00506741762089186
"Wave_548",0.00624534589715161
"Wave_549",0.00810173295103956
"Wave_550",0.00918122570453868
"Wave_551",0.00823666074268573
"Wave_552",0.00677003871928629
"Wave_553",0.0064245568945779
"Wave_554",0.00553581206422758
"Wave_555",0.00450732340099655
"Wave_556",0.006229652913223
"Wave_557",0.00690510337493459
"Wave_558",0.00650092714877548
"Wave_559",0.00763673467676499
"Wave_560",0.00596952855021846
"Wave_561",0.00415423213909748
"Wave_562",0.00395183081369881
"Wave_563",0.00285309917840158
"Wave_564",0.00135716594016148
"Wave_565",0.00184979605563489
"Wave_566",0.00202095099509131
"Wave_567",0.00101050726888567
"Wave_568",0.000413549433656842
"Wave_569",-0.00021227047056537
"Wave_570",-0.00101037997308431
"Wave_571",0.000223736261383066
"Wave_572",0.0022848891242077
"Wave_573",0.00321910224873307
"Wave_574",0.00374313476214815
"Wave_575",0.00359104204135616
"Wave_576",0.00301454339249
"Wave_577",0.00303541688809411
"Wave_578",0.00360784115938391
"Wave_579",0.00483450933878189
"Wave_580",0.00558669167210023
"Wave_581",0.00636491360915569
"Wave_582",0.00649373117632635
"Wave_583",0.00669142966223383
"Wave_584",0.00702364539364686
"Wave_585",0.00740101096743638
"Wave_586",0.00729523138825218
"Wave_587",0.00793401515681596
"Wave_588",0.0091183419539494
"Wave_589",0.0101998089999244
"Wave_590",0.0101021011299369
"Wave_591",0.00996235286469796
"Wave_592",0.00944155608786856
"Wave_593",0.00875545056278242
"Wave_594",0.00792107461076093
"Wave_595",0.00725500973446131
"Wave_596",0.00709169940442176
"Wave_597",0.00622595749593095
"Wave_598",0.00421432042064174
"Wave_599",0.00256686234391805
"Wave_600",0.00127065376640503
"Wave_601",0.000573155187968958
"Wave_602",-0.0002694258854315
