"","Narea_g_m2.10.comps"
"(Intercept)",1.72959998514256
"Wave_500",0.00559525618442295
"Wave_501",0.00533648491976086
"Wave_502",0.00512696382874138
"Wave_503",0.00490233867338668
"Wave_504",0.00458488721965673
"Wave_505",0.00425107796851648
"Wave_506",0.00391584767386152
"Wave_507",0.00351341345679355
"Wave_508",0.00310936416946038
"Wave_509",0.00267492437673388
"Wave_510",0.00222002024380967
"Wave_511",0.00172608238364438
"Wave_512",0.00116451272308378
"Wave_513",0.000584102397645636
"Wave_514",-8.99880942935345e-05
"Wave_515",-0.000888959328886015
"Wave_516",-0.00171436146438727
"Wave_517",-0.00256021456049905
"Wave_518",-0.00324886251977638
"Wave_519",-0.00387460365107717
"Wave_520",-0.00447858975715363
"Wave_521",-0.0052354251269262
"Wave_522",-0.00593264377368628
"Wave_523",-0.00657404401836122
"Wave_524",-0.00709688519402286
"Wave_525",-0.00752213236701653
"Wave_526",-0.00780416071263169
"Wave_527",-0.00797990812711058
"Wave_528",-0.0078539592482933
"Wave_529",-0.0076144238197263
"Wave_530",-0.00737937527670541
"Wave_531",-0.00724307217552085
"Wave_532",-0.00712794913782869
"Wave_533",-0.00680489713045846
"Wave_534",-0.00641725569832005
"Wave_535",-0.00579328750023891
"Wave_536",-0.00531150047422255
"Wave_537",-0.00497651162322709
"Wave_538",-0.0046416392111144
"Wave_539",-0.004222449949963
"Wave_540",-0.00371035173590454
"Wave_541",-0.00324468315256001
"Wave_542",-0.00244500118821716
"Wave_543",-0.00193065888697434
"Wave_544",-0.00143862973015642
"Wave_545",-0.000783239397050599
"Wave_546",-0.00058164515903387
"Wave_547",-0.000498342370998456
"Wave_548",-0.000566039458366335
"Wave_549",-0.000370460799348576
"Wave_550",-5.34211339546709e-05
"Wave_551",0.000561265578243415
"Wave_552",0.00114326181346593
"Wave_553",0.00174362988835522
"Wave_554",0.00225745029113051
"Wave_555",0.0027628589480531
"Wave_556",0.0031487566144215
"Wave_557",0.00352529376819225
"Wave_558",0.00376859887747731
"Wave_559",0.00389335284348305
"Wave_560",0.00434659285693677
"Wave_561",0.00478515228031284
"Wave_562",0.00524943365171615
"Wave_563",0.00581909207866152
"Wave_564",0.0062762452225931
"Wave_565",0.00654754213037043
"Wave_566",0.00664091591208202
"Wave_567",0.00654507082819747
"Wave_568",0.00654366182263914
"Wave_569",0.00652925408028934
"Wave_570",0.006568733605353
"Wave_571",0.00642845195904628
"Wave_572",0.0063244897282157
"Wave_573",0.00617638359752755
"Wave_574",0.00599021214313052
"Wave_575",0.00578087345983033
"Wave_576",0.00558304345852525
"Wave_577",0.00533421758456602
"Wave_578",0.00516600428123222
"Wave_579",0.00496894894120599
"Wave_580",0.0047931341913718
"Wave_581",0.00472111127200487
"Wave_582",0.00458970725228885
"Wave_583",0.00443231821924683
"Wave_584",0.0042056444269307
"Wave_585",0.00387689355665741
"Wave_586",0.00345828081715278
"Wave_587",0.00298659992057038
"Wave_588",0.00262491050180779
"Wave_589",0.00230404994630636
"Wave_590",0.00198515484903289
"Wave_591",0.00170676196511299
"Wave_592",0.00157701028022272
"Wave_593",0.0014254196313335
"Wave_594",0.00122907890607887
"Wave_595",0.000967275163491797
"Wave_596",0.000742606653183277
"Wave_597",0.000517752867180506
"Wave_598",0.000277430263309437
"Wave_599",8.15679885840401e-05
"Wave_600",-7.04080897971498e-05
"Wave_601",-0.000195283465860664
"Wave_602",-0.000349450014697779
"Wave_603",-0.000417497949998907
"Wave_604",-0.000502116749287021
"Wave_605",-0.000602950514515482
"Wave_606",-0.000770146639640893
"Wave_607",-0.000748718059377461
"Wave_608",-0.000735256779155906
"Wave_609",-0.000774808555372059
"Wave_610",-0.000803701207860827
"Wave_611",-0.000846963732335808
"Wave_612",-0.000872941562482875
"Wave_613",-0.000826004931717305
"Wave_614",-0.000824302071455391
"Wave_615",-0.000912598669813426
"Wave_616",-0.000975719294944588
"Wave_617",-0.00105799261171288
"Wave_618",-0.00112949914243301
"Wave_619",-0.00115723928210352
"Wave_620",-0.00118124891673937
"Wave_621",-0.0012880003762082
"Wave_622",-0.00133044147510437
"Wave_623",-0.0014030685073983
"Wave_624",-0.00149462521457166
"Wave_625",-0.00163541897473062
"Wave_626",-0.0017518229113611
"Wave_627",-0.00190207793090979
"Wave_628",-0.00196871704621479
"Wave_629",-0.00201568136572207
"Wave_630",-0.00200846184518537
"Wave_631",-0.0020405745620749
"Wave_632",-0.00201018229611057
"Wave_633",-0.00185078253802217
"Wave_634",-0.00166467327579374
"Wave_635",-0.00141045879745027
"Wave_636",-0.00114707117276185
"Wave_637",-0.000944025040269614
"Wave_638",-0.000757782965392359
"Wave_639",-0.000581995690411125
"Wave_640",-0.000280195418499141
"Wave_641",-8.29685372838786e-05
"Wave_642",8.77925199938744e-05
"Wave_643",0.000328350996969997
"Wave_644",0.000559135615623723
"Wave_645",0.000866854524049404
"Wave_646",0.00124134419941609
"Wave_647",0.00159747898987151
"Wave_648",0.00178385199619315
"Wave_649",0.00192808794401113
"Wave_650",0.00213937872303239
"Wave_651",0.00235254756491748
"Wave_652",0.00252401818499717
"Wave_653",0.00271570509078863
"Wave_654",0.00294412306612369
"Wave_655",0.00329499375644699
"Wave_656",0.00363888049763816
"Wave_657",0.00395707240466584
"Wave_658",0.00436889921234689
"Wave_659",0.00466875838333757
"Wave_660",0.00520400309326093
"Wave_661",0.00575515638318354
"Wave_662",0.00626232726114612
"Wave_663",0.0068226176753345
"Wave_664",0.00723434856524064
"Wave_665",0.00756172695380436
"Wave_666",0.00775852416552487
"Wave_667",0.00811166986838993
"Wave_668",0.00837044898309332
"Wave_669",0.00837110437364446
"Wave_670",0.00822248524039264
"Wave_671",0.00805657137916804
"Wave_672",0.00802984843077739
"Wave_673",0.00804698680299922
"Wave_674",0.00799883377293275
"Wave_675",0.00793839087799461
"Wave_676",0.00795680909092065
"Wave_677",0.00803887758752235
"Wave_678",0.00808464595051396
"Wave_679",0.00801370076936699
"Wave_680",0.00785859900011224
"Wave_681",0.0075646860939851
"Wave_682",0.00714028040282865
"Wave_683",0.00656670479534928
"Wave_684",0.00579846783521001
"Wave_685",0.00481250046144232
"Wave_686",0.00360488141086551
"Wave_687",0.00207458544561877
"Wave_688",0.000367250999690392
"Wave_689",-0.00145412304000309
"Wave_690",-0.0032798374894106
"Wave_691",-0.00515829464158791
"Wave_692",-0.00705374141027386
"Wave_693",-0.00901776409404357
"Wave_694",-0.0111586282764816
"Wave_695",-0.0123749163478339
"Wave_696",-0.0134222919192833
"Wave_697",-0.0145465505309657
"Wave_698",-0.0161108167958348
"Wave_699",-0.0168813053241151
"Wave_700",-0.0172967164399004
"Wave_701",-0.01781975809175
"Wave_702",-0.0175066813216045
"Wave_703",-0.0168816471602841
"Wave_704",-0.016533365099627
"Wave_705",-0.0162511658846382
"Wave_706",-0.0145218797503152
"Wave_707",-0.0134484386689243
"Wave_708",-0.0128486207202711
"Wave_709",-0.0119113916225384
"Wave_710",-0.0104816399692602
"Wave_711",-0.00859158321356138
"Wave_712",-0.00734148128908265
"Wave_713",-0.00667130295157082
"Wave_714",-0.00462140922848161
"Wave_715",-0.00342237748539922
"Wave_716",-0.0033287002186031
"Wave_717",-0.00392788766749175
"Wave_718",-0.00378573960697151
"Wave_719",-0.00230246822496496
"Wave_720",0.000438394744317779
"Wave_721",0.00240574662831241
