"","Jmax_Spec_Tleaf.4.comps"
"(Intercept)",147.987180376528
"Wave_500",-0.018742561532646
"Wave_501",-0.0184892196728452
"Wave_502",-0.0182224639524429
"Wave_503",-0.0177913222113966
"Wave_504",-0.0173180107297752
"Wave_505",-0.0168897132251637
"Wave_506",-0.0164645534214854
"Wave_507",-0.0159929016751941
"Wave_508",-0.0157070693291245
"Wave_509",-0.0153558414078697
"Wave_510",-0.01475478220281
"Wave_511",-0.0143859732660573
"Wave_512",-0.0140109978944176
"Wave_513",-0.0135994663469075
"Wave_514",-0.0133303020247503
"Wave_515",-0.0131754897895244
"Wave_516",-0.01305135954095
"Wave_517",-0.0130580874515077
"Wave_518",-0.0130641248584408
"Wave_519",-0.0130393247198381
"Wave_520",-0.0131607358127042
"Wave_521",-0.013239564867865
"Wave_522",-0.013436189898434
"Wave_523",-0.0137135808202211
"Wave_524",-0.0142864049092084
"Wave_525",-0.0152164880274907
"Wave_526",-0.0160834815221882
"Wave_527",-0.0171160777988811
"Wave_528",-0.0179393930337217
"Wave_529",-0.0184779213048013
"Wave_530",-0.0191841596721872
"Wave_531",-0.0202833229085935
"Wave_532",-0.0217372661812479
"Wave_533",-0.023443573055558
"Wave_534",-0.024574735995185
"Wave_535",-0.0258684372225721
"Wave_536",-0.0271719789361703
"Wave_537",-0.0283243555464883
"Wave_538",-0.0301178152187897
"Wave_539",-0.0317768517618112
"Wave_540",-0.0330787034772364
"Wave_541",-0.0341787983092498
"Wave_542",-0.0352598973833563
"Wave_543",-0.0362089261263927
"Wave_544",-0.037546463564267
"Wave_545",-0.0391118889851297
"Wave_546",-0.0412243889295316
"Wave_547",-0.04357351252591
"Wave_548",-0.0459102499618124
"Wave_549",-0.0474928525477515
"Wave_550",-0.0483731150077899
"Wave_551",-0.0489388728605482
"Wave_552",-0.0492492349019659
"Wave_553",-0.0502202914161975
"Wave_554",-0.051396615713509
"Wave_555",-0.0522420722919283
"Wave_556",-0.0516077039374871
"Wave_557",-0.0519236216912652
"Wave_558",-0.0523571874359294
"Wave_559",-0.0527379772900757
"Wave_560",-0.0525329211857896
"Wave_561",-0.0516385447252189
"Wave_562",-0.0505544364389629
"Wave_563",-0.0497131184304309
"Wave_564",-0.0490238384516476
"Wave_565",-0.0484043071810124
"Wave_566",-0.0480012179949631
"Wave_567",-0.0472738785672854
"Wave_568",-0.0464990881508525
"Wave_569",-0.0455082347166672
"Wave_570",-0.0444940023319857
"Wave_571",-0.0432668308938108
"Wave_572",-0.0420752385448331
"Wave_573",-0.0409700197935443
"Wave_574",-0.0401534965748446
"Wave_575",-0.0392878049965881
"Wave_576",-0.0383285195572457
"Wave_577",-0.0376125394183704
"Wave_578",-0.0369870301481278
"Wave_579",-0.0361159211792354
"Wave_580",-0.0353814776459368
"Wave_581",-0.0347790507234748
"Wave_582",-0.034240831068187
"Wave_583",-0.0338175466750742
"Wave_584",-0.0332530457547481
"Wave_585",-0.0329377336958609
"Wave_586",-0.0325427233323422
"Wave_587",-0.0321868267124889
"Wave_588",-0.031837991855587
"Wave_589",-0.0317017681008247
"Wave_590",-0.0314544403986245
"Wave_591",-0.0311373713315468
"Wave_592",-0.030758321587614
"Wave_593",-0.0305615076762525
"Wave_594",-0.0303300535312409
"Wave_595",-0.0300612671914412
"Wave_596",-0.0300786836324271
"Wave_597",-0.0300866660891941
