"","Nmass_mg_g.17.comps"
"(Intercept)",26.7034279232256
"Wave_500",0.0830142765804398
"Wave_501",0.105496482243469
"Wave_502",0.129975786286966
"Wave_503",0.151615034590632
"Wave_504",0.146662739800666
"Wave_505",0.130267885840559
"Wave_506",0.124544132259337
"Wave_507",0.135493129275876
"Wave_508",0.141457225353436
"Wave_509",0.131230274039558
"Wave_510",0.130425868437094
"Wave_511",0.14238495235946
"Wave_512",0.151670138136395
"Wave_513",0.15366107763919
"Wave_514",0.132936556644126
"Wave_515",0.118744728144446
"Wave_516",0.10125195321565
"Wave_517",0.0706976071446739
"Wave_518",0.0492779064868034
"Wave_519",0.023786370824137
"Wave_520",-0.0108888007664668
"Wave_521",-0.0484963999851107
"Wave_522",-0.0812179794640672
"Wave_523",-0.0977536038597854
"Wave_524",-0.118422084584626
"Wave_525",-0.150046672672472
"Wave_526",-0.173808730431274
"Wave_527",-0.191029394817945
"Wave_528",-0.209747684714919
"Wave_529",-0.215293070102616
"Wave_530",-0.218517759140536
"Wave_531",-0.23101070934711
"Wave_532",-0.237654252772695
"Wave_533",-0.252802704238692
"Wave_534",-0.253848736015207
"Wave_535",-0.230626912998065
"Wave_536",-0.201252267938043
"Wave_537",-0.172700996658121
"Wave_538",-0.151559301060745
"Wave_539",-0.138821757601934
"Wave_540",-0.119213102209694
"Wave_541",-0.0821218391035559
"Wave_542",-0.0606958134966022
"Wave_543",-0.0475666493153069
"Wave_544",-0.0300123478915681
"Wave_545",-0.00943126025234186
"Wave_546",0.0246023987311845
"Wave_547",0.0454017710957855
"Wave_548",0.0782863409244646
"Wave_549",0.105467510409084
"Wave_550",0.109247810655575
"Wave_551",0.101080185108237
"Wave_552",0.0895913787728253
"Wave_553",0.0676828009620957
"Wave_554",0.0464933850092802
"Wave_555",0.0290164673388442
"Wave_556",0.0370841612210347
"Wave_557",0.0417251388537058
"Wave_558",0.0316166927694311
"Wave_559",0.0246243301885983
"Wave_560",0.0211659709163074
"Wave_561",0.0165830764793538
"Wave_562",0.020659007202293
"Wave_563",0.0133049703808483
"Wave_564",0.0292377992356061
"Wave_565",0.0489538869103432
"Wave_566",0.0645713111662602
"Wave_567",0.0638513325428087
"Wave_568",0.0615851919207451
"Wave_569",0.0591586275479357
"Wave_570",0.0478579119089951
"Wave_571",0.0705649551935131
"Wave_572",0.0914508657519565
"Wave_573",0.0898854896716841
"Wave_574",0.0982645424063811
"Wave_575",0.101306498292145
"Wave_576",0.0986667382114398
"Wave_577",0.101710411482482
"Wave_578",0.0955118927722602
"Wave_579",0.0991645380716008
"Wave_580",0.110115995525276
"Wave_581",0.108112800474215
"Wave_582",0.0985339142445236
"Wave_583",0.103183049060203
"Wave_584",0.110902173841106
"Wave_585",0.109929340495884
"Wave_586",0.105154679994179
"Wave_587",0.101074399013716
"Wave_588",0.112625300484276
"Wave_589",0.112311565100232
"Wave_590",0.100848986666955
"Wave_591",0.0961243989232821
"Wave_592",0.0920869492586298
"Wave_593",0.0870748465782222
"Wave_594",0.0796488042007602
"Wave_595",0.0674058775344976
"Wave_596",0.0521412855473989
"Wave_597",0.0368521820033466
"Wave_598",0.028571311401226
"Wave_599",0.0200458175882568
"Wave_600",0.0159224527478594
"Wave_601",0.00854416254759817
"Wave_602",-0.00549058022622972
"Wave_603",-0.0181432915718604
"Wave_604",-0.0224085447192701
"Wave_605",-0.0251209060281209
"Wave_606",-0.0246499667963514
"Wave_607",-0.0332564343998966
"Wave_608",-0.0424887476419266
"Wave_609",-0.0426083568378045
"Wave_610",-0.0268609871681014
"Wave_611",-0.0199631955572474
"Wave_612",-0.0240246802864506
"Wave_613",-0.02081598262633
"Wave_614",-0.0162574499364936
"Wave_615",-0.0134220369398333
"Wave_616",-0.0152420320215582
"Wave_617",-0.0232164930362456
"Wave_618",-0.0120214876582195
"Wave_619",-0.00472626958101198
"Wave_620",-0.00931640083215821
"Wave_621",-0.0100891590669463
"Wave_622",-0.00616945678317914
"Wave_623",0.00147591958725171
"Wave_624",0.00890351789035328
"Wave_625",-0.00241592554192368
"Wave_626",-0.0166810839098667
"Wave_627",-0.0253287641980292
"Wave_628",-0.0254359880891317
"Wave_629",-0.028209267063822
"Wave_630",-0.0242086243765149
"Wave_631",-0.0228418354838693
"Wave_632",-0.0203356437465824
"Wave_633",-0.0201774275373114
"Wave_634",-0.0171724255170531
"Wave_635",-0.00612743846289328
"Wave_636",0.00365109277457577
"Wave_637",0.0040280736663317
"Wave_638",-0.000467189119903115
"Wave_639",-0.00273802913150398
"Wave_640",-0.00829106200263649
"Wave_641",-0.0113659992985184
"Wave_642",-0.0163882411497208
"Wave_643",-0.0297123183172866
"Wave_644",-0.0420807631881662
"Wave_645",-0.0540557844687106
"Wave_646",-0.0621053804584254
"Wave_647",-0.0638663653090002
"Wave_648",-0.0580303948289525
"Wave_649",-0.0527550728423258
"Wave_650",-0.0588838150472728
"Wave_651",-0.078012573842525
"Wave_652",-0.089799285698829
"Wave_653",-0.0920460336176246
"Wave_654",-0.0810945799218974
"Wave_655",-0.0705112124685258
"Wave_656",-0.0692097487770501
"Wave_657",-0.0684534843681472
"Wave_658",-0.0690049065041789
"Wave_659",-0.0714527660294231
"Wave_660",-0.0697638626723603
"Wave_661",-0.0657791308900853
"Wave_662",-0.0674234473884356
"Wave_663",-0.0536488933621568
"Wave_664",-0.0547690318085747
"Wave_665",-0.063587842772728
"Wave_666",-0.0824582409004322
"Wave_667",-0.107172290010456
"Wave_668",-0.120035863194911
"Wave_669",-0.123499672227052
"Wave_670",-0.130581117103846
"Wave_671",-0.131613491762256
"Wave_672",-0.132419555973211
"Wave_673",-0.135717304032703
"Wave_674",-0.149041114884246
"Wave_675",-0.156906935479009
"Wave_676",-0.162485677842628
"Wave_677",-0.161004336092148
"Wave_678",-0.154118140075974
"Wave_679",-0.163170919998367
"Wave_680",-0.154123798395019
"Wave_681",-0.143970661508287
"Wave_682",-0.147397819633681
"Wave_683",-0.131752802972204
"Wave_684",-0.102157323458099
"Wave_685",-0.0627447066253933
"Wave_686",-0.022842116815645
"Wave_687",0.0154003426128549
"Wave_688",0.0507341794185441
"Wave_689",0.0750418433894944
"Wave_690",0.0969523178986851
"Wave_691",0.120870347669595
"Wave_692",0.140408630180879
"Wave_693",0.138294585729447
"Wave_694",0.138724495273928
"Wave_695",0.105167433699423
"Wave_696",0.0750988698425553
"Wave_697",0.0286293820969984
"Wave_698",0.00348327460359857
"Wave_699",-0.0270476361083931
"Wave_700",-0.0851894991509748
"Wave_701",-0.0955054336372283
"Wave_702",-0.151267170981852
"Wave_703",-0.163108885561486
"Wave_704",-0.174869249822339
"Wave_705",-0.150326273935232
"Wave_706",-0.18864247095485
"Wave_707",-0.163144310551742
"Wave_708",-0.137754105240131
"Wave_709",-0.0628512589484464
"Wave_710",-0.0981329368374839
"Wave_711",-0.138912823479513
"Wave_712",-0.129904584185289
"Wave_713",-0.0161915207199778
"Wave_714",-0.013002781813624
"Wave_715",-0.0215981494207182
"Wave_716",0.0136969449246643
"Wave_717",0.0649994396916679
"Wave_718",0.0312874923261082
"Wave_719",0.0158800746667473
"Wave_720",-0.000349122976105599
"Wave_721",0.0340812204923598
"Wave_722",0.0774657308042321
"Wave_723",0.0645916257095796
"Wave_724",0.0443268591700647
"Wave_725",0.0374616263068969
"Wave_726",0.0192141679451404
"Wave_727",0.0140957281573825
"Wave_728",0.034101269478113
"Wave_729",0.0230166409336519
"Wave_730",0.0392423708270324
"Wave_731",0.0373156013625396
"Wave_732",0.0208869658033021
"Wave_733",0.0180083483533796
"Wave_734",0.0131324185927264
"Wave_735",0.0307702998104802
"Wave_736",0.0170182229977076
"Wave_737",0.0392670329303245
"Wave_738",0.071205370120754
"Wave_739",0.0873352359092597
"Wave_740",0.10702067035292
"Wave_741",0.122834930625203
"Wave_742",0.120830515605207
"Wave_743",0.103196911192834
"Wave_744",0.124683139505504
"Wave_745",0.157804775427378
"Wave_746",0.187233556421033
"Wave_747",0.193749036744268
"Wave_748",0.187931292913553
"Wave_749",0.154939305331524
"Wave_750",0.129168504023602
"Wave_751",0.128925033719042
"Wave_752",0.129200636041038
"Wave_753",0.115213286129257
"Wave_754",0.0804402695348187
"Wave_755",0.0578416934994474
"Wave_756",0.0368908775204001
"Wave_757",0.0308906136714788
"Wave_758",0.0410432595731385
"Wave_759",0.0558045406879178
"Wave_760",0.0600718163617802
"Wave_761",0.0495139463729402
"Wave_762",0.0345918442823404
"Wave_763",0.0392211178067157
"Wave_764",0.0285937450715147
"Wave_765",0.0328830984054685
"Wave_766",0.0489456782872308
"Wave_767",0.0401832080912868
"Wave_768",0.0402693070974262
"Wave_769",0.0198809632974088
"Wave_770",0.00912149763557099
"Wave_771",0.00662040158770559
"Wave_772",0.00487187074848148
"Wave_773",0.0314638585443188
"Wave_774",0.0581593660795955
"Wave_775",0.0337746913238003
"Wave_776",0.00496422588009635
"Wave_777",0.00946469171970592
"Wave_778",0.00718058931310595
"Wave_779",0.0028082957422916
"Wave_780",0.013176044051126
"Wave_781",-0.0208476167463999
"Wave_782",-0.0190990814303963
"Wave_783",-0.0224603491394881
"Wave_784",-0.0116223507676572
"Wave_785",0.0382514888033462
"Wave_786",0.0295642235957258
"Wave_787",0.00851217090060183
"Wave_788",-0.0144436188104248
"Wave_789",-0.040892472440117
"Wave_790",-0.0502149988011317
"Wave_791",-0.0159412105749397
"Wave_792",0.00809551641570345
"Wave_793",-0.00464277152410458
"Wave_794",-0.0445582042913704
"Wave_795",-0.0725643989134595
"Wave_796",-0.0858051705980995
"Wave_797",-0.0780592658296901
"Wave_798",-0.0343258106084185
"Wave_799",0.0133624509440061
"Wave_800",-0.0312023161510669
"Wave_801",-0.0749027774313885
"Wave_802",-0.101995586355481
"Wave_803",-0.122841837301951
"Wave_804",-0.124043952970122
"Wave_805",-0.100101576337359
"Wave_806",-0.0725430380181405
"Wave_807",-0.0711659214372753
"Wave_808",-0.0626732893601645
"Wave_809",-0.121359169550264
"Wave_810",-0.13975941336952
"Wave_811",-0.128666001110746
"Wave_812",-0.0935508438496581
"Wave_813",-0.103277136884027
"Wave_814",-0.105342853015815
"Wave_815",-0.108471405492219
"Wave_816",-0.126812453589668
"Wave_817",-0.131694672042953
"Wave_818",-0.120123922856875
"Wave_819",-0.0800092924787584
"Wave_820",-0.0589857272975394
"Wave_821",-0.07692169317863
"Wave_822",-0.0874651386392469
"Wave_823",-0.0942914637944051
"Wave_824",-0.0771803995743545
"Wave_825",-0.090272762811019
"Wave_826",-0.0960508025567425
"Wave_827",-0.104061622838911
"Wave_828",-0.132224627870269
"Wave_829",-0.0934811835683224
"Wave_830",-0.0763627188711646
"Wave_831",-0.059009638013956
"Wave_832",-0.0459857248378156
"Wave_833",-0.0818891655241238
"Wave_834",-0.1158491657451
"Wave_835",-0.11141162669969
"Wave_836",-0.0637204190443081
"Wave_837",-0.0762234287251905
"Wave_838",-0.0955030466725561
"Wave_839",-0.103905849697569
"Wave_840",-0.103411356660663
"Wave_841",-0.0568531840829418
"Wave_842",-0.0182421224114845
"Wave_843",-0.0493973769708773
"Wave_844",-0.0238974950233681
"Wave_845",-0.00789686302174591
"Wave_846",-0.0164075293156859
"Wave_847",-0.00246051232875099
"Wave_848",0.0374298995127924
"Wave_849",-0.0383756923949137
"Wave_850",-0.0328505994680608
"Wave_851",-0.051559765120561
"Wave_852",-0.0325074643748778
"Wave_853",0.00280411459969516
"Wave_854",-0.0422119801893129
"Wave_855",-0.038907167296499
"Wave_856",-0.0354758844970383
"Wave_857",-0.0324313381635866
"Wave_858",-0.00652218297889953
"Wave_859",0.0164390024402035
"Wave_860",0.0774389827965209
"Wave_861",0.0621743829630377
"Wave_862",0.0443496422977428
"Wave_863",0.00346091019333904
"Wave_864",-0.00377408171440085
"Wave_865",0.0146243281602695
"Wave_866",0.0226549575955119
"Wave_867",0.00564864305817064
"Wave_868",-0.00122481439733151
"Wave_869",-0.00673085803616511
"Wave_870",-0.0218024045216076
"Wave_871",-0.0550279565539564
"Wave_872",-0.035941069522579
"Wave_873",-0.0131726168250355
"Wave_874",-0.00216197170591538
"Wave_875",0.0232070184479311
"Wave_876",0.0773626292681818
"Wave_877",0.0295309867849542
"Wave_878",-0.00115539943128368
"Wave_879",-0.0228621324997709
