"","Nmass_mg_g.5.comps"
"(Intercept)",18.7825050562225
"Wave_500",0.00102706659838135
"Wave_501",0.000863650169418195
"Wave_502",0.000772476908822216
"Wave_503",0.00065308785843161
"Wave_504",0.00049406309084234
"Wave_505",0.000350200761722802
"Wave_506",0.000234891922582962
"Wave_507",6.4657647231695e-05
"Wave_508",-4.31927706546816e-05
"Wave_509",-0.000115978992915197
"Wave_510",-0.000267903236179448
"Wave_511",-0.000441483993779241
"Wave_512",-0.000600513904786308
"Wave_513",-0.000769072033045803
"Wave_514",-0.000927365594403506
"Wave_515",-0.00117486222761098
"Wave_516",-0.00149741212735929
"Wave_517",-0.00178927062243423
"Wave_518",-0.00186659713624629
"Wave_519",-0.00176868814398052
"Wave_520",-0.00159354389690902
"Wave_521",-0.00158332077260355
"Wave_522",-0.00156056043357364
"Wave_523",-0.00141861797034855
"Wave_524",-0.00123707103465966
"Wave_525",-0.00111277395936763
"Wave_526",-0.000841234016219346
"Wave_527",-0.000333523733849426
"Wave_528",0.000401781678131332
"Wave_529",0.0011218923337877
"Wave_530",0.00180020167913445
"Wave_531",0.00225342925894311
"Wave_532",0.00276206190367263
"Wave_533",0.00343551998486874
"Wave_534",0.00393699033493741
"Wave_535",0.00460334172340749
"Wave_536",0.00521787315019341
"Wave_537",0.00556336902125322
"Wave_538",0.00590618690597441
"Wave_539",0.00637762519788236
"Wave_540",0.00677499536246741
"Wave_541",0.0070799938641928
"Wave_542",0.00773256809052941
"Wave_543",0.00801244837197386
"Wave_544",0.00827127689338907
"Wave_545",0.00853772339839382
"Wave_546",0.00821250357924947
"Wave_547",0.00774952139894158
"Wave_548",0.0071819981779097
"Wave_549",0.00728028300933274
"Wave_550",0.00766850832670571
"Wave_551",0.0082342519399783
"Wave_552",0.0085854217087539
"Wave_553",0.00878564701128139
"Wave_554",0.00910258701764248
"Wave_555",0.00937297921602771
"Wave_556",0.00951338696038205
"Wave_557",0.00949399404313348
"Wave_558",0.00916591007425168
"Wave_559",0.00888676410490567
"Wave_560",0.0089959434909029
"Wave_561",0.00902609799393448
"Wave_562",0.00912663669817841
"Wave_563",0.00918037697945971
"Wave_564",0.00917327321450542
"Wave_565",0.00900080734304251
"Wave_566",0.00877763747023594
"Wave_567",0.00842034720974362
"Wave_568",0.00811616228436384
"Wave_569",0.00777598725263854
"Wave_570",0.00746312623051442
"Wave_571",0.00694433629305624
"Wave_572",0.00643718998711148
"Wave_573",0.00592197102524056
"Wave_574",0.00545910444488445
"Wave_575",0.00498199692865723
"Wave_576",0.00440524600970166
"Wave_577",0.00386558387265589
"Wave_578",0.00347004264685169
"Wave_579",0.00297089997635689
"Wave_580",0.00256754504146755
"Wave_581",0.00223623228440319
"Wave_582",0.00190600357706364
"Wave_583",0.00165780063613183
"Wave_584",0.00124512122525881
"Wave_585",0.000744371831837878
"Wave_586",0.000124261839407366
"Wave_587",-0.0004851801965785
"Wave_588",-0.00103002737287966
"Wave_589",-0.00150738502355138
"Wave_590",-0.0020283945524791
"Wave_591",-0.00243543492977302
"Wave_592",-0.00270615584832578
"Wave_593",-0.00294803850445748
"Wave_594",-0.00325724530180915
"Wave_595",-0.00362391202024167
"Wave_596",-0.00396605884528005
"Wave_597",-0.00422898305598752
"Wave_598",-0.00447030721964862
"Wave_599",-0.00470234553394131
"Wave_600",-0.00493748908753923
"Wave_601",-0.00506506068098077
"Wave_602",-0.0053062619375376
"Wave_603",-0.00541898490097937
"Wave_604",-0.00554912569991808
"Wave_605",-0.0056669365352596
"Wave_606",-0.00585692963791987
"Wave_607",-0.00588271723238517
"Wave_608",-0.00589777776461405
"Wave_609",-0.00602973448771908
"Wave_610",-0.00615738445445465
"Wave_611",-0.00623595935311944
"Wave_612",-0.00631349664400097
"Wave_613",-0.00632279409686371
"Wave_614",-0.0063504001532762
"Wave_615",-0.00642712728939784
"Wave_616",-0.00649783161001843
"Wave_617",-0.00662595532644594
"Wave_618",-0.00672895356899656
"Wave_619",-0.00676980619671908
"Wave_620",-0.00683488435242122
"Wave_621",-0.00699132987501783
"Wave_622",-0.00705668287157659
"Wave_623",-0.00712511595609391
"Wave_624",-0.00718066150395808
"Wave_625",-0.0072871848877118
"Wave_626",-0.00740352308485839
"Wave_627",-0.00754840132122124
"Wave_628",-0.00753435484582627
"Wave_629",-0.00763353628911043
"Wave_630",-0.00763444551247564
"Wave_631",-0.00761311332001683
"Wave_632",-0.00757698029123618
"Wave_633",-0.00751198657019882
"Wave_634",-0.00738587998628827
"Wave_635",-0.0073223588121051
"Wave_636",-0.00721369612810188
"Wave_637",-0.00702613138146919
"Wave_638",-0.00688036179091337
"Wave_639",-0.00672500347709837
"Wave_640",-0.00648686308301831
"Wave_641",-0.00632800996698933
"Wave_642",-0.00616724386962329
"Wave_643",-0.00590163629062881
"Wave_644",-0.00585568395071743
"Wave_645",-0.00572040025587331
"Wave_646",-0.00547675344052322
