"","Vcmax25_Rog.6.comps"
"(Intercept)",93.8010556810741
"Wave_500",0.0163728025339215
"Wave_501",0.0160942687186565
"Wave_502",0.0165320579353905
"Wave_503",0.0181429851005265
"Wave_504",0.017750005651421
"Wave_505",0.0165993427034537
"Wave_506",0.0163300720770004
"Wave_507",0.0155851251959807
"Wave_508",0.013938472736205
"Wave_509",0.0140605134287977
"Wave_510",0.0145407124872438
"Wave_511",0.0131986575018172
"Wave_512",0.0118985891664542
"Wave_513",0.0112573244356252
"Wave_514",0.00837532700981881
"Wave_515",0.00623625617216679
"Wave_516",0.00451560424237569
"Wave_517",0.00354936117350941
"Wave_518",0.000251181619313635
"Wave_519",-0.00310527520203962
"Wave_520",-0.00749678673094193
"Wave_521",-0.0121807011950144
"Wave_522",-0.0160438957012029
"Wave_523",-0.0202068840132112
"Wave_524",-0.0253500930000494
"Wave_525",-0.0297455208829429
"Wave_526",-0.0354052662344779
"Wave_527",-0.0406935535705861
"Wave_528",-0.0432885688732759
"Wave_529",-0.0466196915346098
"Wave_530",-0.0487476025193114
"Wave_531",-0.0502170873848501
"Wave_532",-0.0534243941087231
"Wave_533",-0.0561664970022919
"Wave_534",-0.0592386517966309
"Wave_535",-0.0607310027301883
"Wave_536",-0.0610151965966881
"Wave_537",-0.0610762838035957
"Wave_538",-0.0619866647772178
"Wave_539",-0.0617041891887502
"Wave_540",-0.0612965738419763
"Wave_541",-0.0626218913075166
"Wave_542",-0.0604608809801468
"Wave_543",-0.0595092847827735
"Wave_544",-0.0593607928766329
"Wave_545",-0.058600534386316
"Wave_546",-0.0571990942444408
"Wave_547",-0.0558158673114406
"Wave_548",-0.054047967108415
"Wave_549",-0.0531608134781839
"Wave_550",-0.0517471956092725
"Wave_551",-0.0516877339870123
"Wave_552",-0.0520120324402503
"Wave_553",-0.0493511567410198
"Wave_554",-0.0469941548470551
"Wave_555",-0.0453922577147876
"Wave_556",-0.0435172737617845
"Wave_557",-0.0435746180496378
"Wave_558",-0.0458123221536589
"Wave_559",-0.0448858409752621
"Wave_560",-0.0425313128463498
"Wave_561",-0.0408215084389995
"Wave_562",-0.0391269863656607
"Wave_563",-0.0366638992820525
"Wave_564",-0.0350797903193041
"Wave_565",-0.0327733659208652
"Wave_566",-0.0296657737105288
"Wave_567",-0.025310971878914
"Wave_568",-0.0213501006388448
"Wave_569",-0.0175701198550115
"Wave_570",-0.0156567218641824
"Wave_571",-0.0143529732199875
"Wave_572",-0.0135498665458231
"Wave_573",-0.0130720855229988
"Wave_574",-0.0111377213762193
"Wave_575",-0.00997922221034393
"Wave_576",-0.00919440137765372
