"","Vcmax25_Rog.6.comps"
"(Intercept)",49.2393639171326
"Wave_500",0.0413561176535267
"Wave_501",0.0409601176685139
"Wave_502",0.0404566410984818
"Wave_503",0.0407679589700513
"Wave_504",0.041713379699543
"Wave_505",0.0419747599651438
"Wave_506",0.0423600914275415
"Wave_507",0.0416475799210796
"Wave_508",0.0413637631525285
"Wave_509",0.0420742378096484
"Wave_510",0.0439034676847541
"Wave_511",0.0441703926699176
"Wave_512",0.0439943245353102
"Wave_513",0.0430258670411168
"Wave_514",0.0425334051298105
"Wave_515",0.0412181682945449
"Wave_516",0.0400644046638756
"Wave_517",0.0407732242704723
"Wave_518",0.0388386805625442
"Wave_519",0.0364206803447828
"Wave_520",0.0336715764182623
"Wave_521",0.0309989014062503
"Wave_522",0.0289582736719147
"Wave_523",0.0266613851944224
"Wave_524",0.0225549780656884
"Wave_525",0.0186238663065684
"Wave_526",0.0137684999383232
"Wave_527",0.00935475877707732
"Wave_528",0.00520945959885436
"Wave_529",0.000693246396256745
"Wave_530",-0.00299555435189422
"Wave_531",-0.00577125428994512
"Wave_532",-0.010934954581696
"Wave_533",-0.0161117181489643
"Wave_534",-0.0209099284009925
"Wave_535",-0.0245637764518614
"Wave_536",-0.027670151749648
"Wave_537",-0.030643615831393
"Wave_538",-0.0341297314221862
"Wave_539",-0.0376049720677601
"Wave_540",-0.0414807774212471
"Wave_541",-0.0465007669892859
"Wave_542",-0.0476521937636103
"Wave_543",-0.0503035509559042
"Wave_544",-0.0536323879393268
"Wave_545",-0.0564021718908325
"Wave_546",-0.0586660452821088
"Wave_547",-0.0604435985339662
"Wave_548",-0.0617820396777145
"Wave_549",-0.0625943266834041
"Wave_550",-0.0639469118922685
"Wave_551",-0.0668156943413911
"Wave_552",-0.0699915070546733
"Wave_553",-0.0708151552186062
"Wave_554",-0.0708545421817291
"Wave_555",-0.0704571115281133
"Wave_556",-0.0704757972575139
"Wave_557",-0.0717388462726929
"Wave_558",-0.0737645789691608
"Wave_559",-0.0730793827849031
"Wave_560",-0.0727013205160617
"Wave_561",-0.0718338486406811
"Wave_562",-0.0704671453945837
"Wave_563",-0.0679135989910386
"Wave_564",-0.0656628518687079
"Wave_565",-0.0632418148799593
"Wave_566",-0.0613312498051479
"Wave_567",-0.0575696693351806
"Wave_568",-0.0546185248100375
"Wave_569",-0.051745195300445
"Wave_570",-0.0483671011467248
"Wave_571",-0.0460101751457393
"Wave_572",-0.0441551622517539
"Wave_573",-0.0425918943246949
"Wave_574",-0.0404362607822718
"Wave_575",-0.0385863009161933
"Wave_576",-0.0368091905781054
"Wave_577",-0.0353880706185875
"Wave_578",-0.0329217512616183
"Wave_579",-0.0306516439859541
"Wave_580",-0.0285790325095363
"Wave_581",-0.0267608036463857
"Wave_582",-0.0252553544918537
"Wave_583",-0.0237403929978725
"Wave_584",-0.0220176610294869
"Wave_585",-0.0194991920009446
"Wave_586",-0.0172541570468283
"Wave_587",-0.0154607375031294
"Wave_588",-0.0142719856333198
"Wave_589",-0.0118107599672728
"Wave_590",-0.00914825085217986
"Wave_591",-0.00689779757007703
"Wave_592",-0.00446327636230738
"Wave_593",-0.00214493813500037
"Wave_594",-0.000154346409918034
"Wave_595",0.00146703697962216
"Wave_596",0.00353316784042671
"Wave_597",0.00568431625424883
"Wave_598",0.00776609181767981
"Wave_599",0.010215226527228
"Wave_600",0.012249377375448
"Wave_601",0.0142274218747314
"Wave_602",0.0164148504806906
"Wave_603",0.0184529609266193
"Wave_604",0.0200091619387153
"Wave_605",0.0212611495020589
"Wave_606",0.0227320883493981
"Wave_607",0.0230135014206086
"Wave_608",0.0234445926982106
"Wave_609",0.0239890609287554
"Wave_610",0.0245957103988918
"Wave_611",0.0256290299442944
"Wave_612",0.0269075447129485
"Wave_613",0.0284706093627343
"Wave_614",0.0291714651802484
"Wave_615",0.0284170961495351
"Wave_616",0.0280198591262067
"Wave_617",0.0294497114223991
"Wave_618",0.0296703088844174
"Wave_619",0.0300128798024638
"Wave_620",0.030429268332144
"Wave_621",0.0306656146184858
"Wave_622",0.0303007932901145
"Wave_623",0.0303145898644181
"Wave_624",0.0308096395999044
"Wave_625",0.031994305906847
"Wave_626",0.032681681427514
"Wave_627",0.0331667049320125
"Wave_628",0.0334599035370089
"Wave_629",0.0338658399130621
"Wave_630",0.033761228115657
"Wave_631",0.0337550915394224
"Wave_632",0.0344280288809518
"Wave_633",0.0362908220888113
"Wave_634",0.0374882885204899
"Wave_635",0.0380800149029524
"Wave_636",0.0389604470885788
"Wave_637",0.0410403279780378
"Wave_638",0.0429943818788508
"Wave_639",0.0448760811012712
"Wave_640",0.047628733178197
"Wave_641",0.0497403028041713
"Wave_642",0.0516821841674108
"Wave_643",0.0536108432615353
"Wave_644",0.0548206076943895
"Wave_645",0.0552597537811749
"Wave_646",0.0557755495757494
"Wave_647",0.0570824190801963
"Wave_648",0.05761273947179
"Wave_649",0.0572669230298262
"Wave_650",0.0563748390227277
"Wave_651",0.054778333176367
"Wave_652",0.0528708660014164
"Wave_653",0.0518797374093071
"Wave_654",0.0515811102762379
"Wave_655",0.0514422964295289
"Wave_656",0.0499779954612785
"Wave_657",0.0480635644389141
"Wave_658",0.0462401174578791
"Wave_659",0.0449376813661958
"Wave_660",0.0442428248038185
"Wave_661",0.0439141769132582
"Wave_662",0.0436206657450399
"Wave_663",0.0436503762390505
"Wave_664",0.0438326043894281
"Wave_665",0.0436171674162747
"Wave_666",0.042969157426165
"Wave_667",0.0427321635291343
"Wave_668",0.0432579839044115
"Wave_669",0.0442218483109594
"Wave_670",0.0458113609612434
"Wave_671",0.0468835936604347
"Wave_672",0.04755484895779
"Wave_673",0.0480945512474016
"Wave_674",0.0488283289233589
"Wave_675",0.0493180626790229
"Wave_676",0.0503956005861296
"Wave_677",0.0513217100069477
"Wave_678",0.0516912531321944
"Wave_679",0.0529918076621392
"Wave_680",0.0534456686495258
"Wave_681",0.053523678286228
"Wave_682",0.0542593953903707
"Wave_683",0.0536180105816339
"Wave_684",0.0525075604381666
"Wave_685",0.0508251416705955
"Wave_686",0.0510691329415743
"Wave_687",0.0505661384933774
"Wave_688",0.0492779018605885
"Wave_689",0.0468956992024528
"Wave_690",0.044200300876297
"Wave_691",0.0393123624729606
"Wave_692",0.0353479536876665
"Wave_693",0.0334825708096073
"Wave_694",0.0266794257617668
"Wave_695",0.0246536340940259
"Wave_696",0.0213231209237756
"Wave_697",0.0143311768811631
"Wave_698",0.00428543681387084
"Wave_699",-0.00194042552556622
"Wave_700",-0.00772024371451672
"Wave_701",-0.016687206001338
"Wave_702",-0.0213599753674574
"Wave_703",-0.0281283076640644
"Wave_704",-0.0368219983228913
"Wave_705",-0.0463817479712586
"Wave_706",-0.0500591102057015
"Wave_707",-0.057340398617174
"Wave_708",-0.0656911000458978
"Wave_709",-0.0746452198548241
"Wave_710",-0.0778669719113935
"Wave_711",-0.0795319261963257
"Wave_712",-0.0858810647853883
"Wave_713",-0.0962201917336784
"Wave_714",-0.0991131984759974
"Wave_715",-0.0997877387048769
"Wave_716",-0.10382722331125
"Wave_717",-0.107609108302175
"Wave_718",-0.106075910821719
"Wave_719",-0.106803468253799
"Wave_720",-0.105512901406449
"Wave_721",-0.105181418329567
"Wave_722",-0.105353163288285
"Wave_723",-0.102931899169932
"Wave_724",-0.0974919179022545
"Wave_725",-0.0917828809461132
"Wave_726",-0.0852102538106498
"Wave_727",-0.0794517354711711
"Wave_728",-0.0746712732366692
"Wave_729",-0.0668184858727295
"Wave_730",-0.0590060379407445
"Wave_731",-0.0521179170803583
"Wave_732",-0.043911057089189
"Wave_733",-0.0372367856721368
"Wave_734",-0.0316423557172864
"Wave_735",-0.0249240141537411
"Wave_736",-0.0143434690221738
"Wave_737",-0.00758031721869067
"Wave_738",-0.00189967749117606
"Wave_739",0.00413845458022022
"Wave_740",0.0108113911284217
"Wave_741",0.0144930676637664
"Wave_742",0.0207940764580172
"Wave_743",0.0275037447733799
"Wave_744",0.0321029311426802
"Wave_745",0.0381072551451059
"Wave_746",0.0436927798597705
"Wave_747",0.0472064687372308
"Wave_748",0.0483644430214092
"Wave_749",0.0524962910244077
"Wave_750",0.0564257421677784
"Wave_751",0.0596565108455728
"Wave_752",0.0628909070732993
"Wave_753",0.0642082914824222
"Wave_754",0.0666841723253147
"Wave_755",0.0685171302108641
"Wave_756",0.0706745199616529
"Wave_757",0.0723618593851029
"Wave_758",0.0733451005285148
"Wave_759",0.0741861438877462
"Wave_760",0.0753410509225337
"Wave_761",0.0759183633819099
"Wave_762",0.0765800723434927
"Wave_763",0.0762975058348415
"Wave_764",0.0766043127406704
"Wave_765",0.0762131386575301
"Wave_766",0.0762721800981077
"Wave_767",0.0773716346166764
"Wave_768",0.0779378481120172
"Wave_769",0.0777080953013891
"Wave_770",0.0770282665781295
"Wave_771",0.0761132077235966
"Wave_772",0.0761608813164412
"Wave_773",0.0759180924817672
"Wave_774",0.0744585763288713
"Wave_775",0.0760534547693974
"Wave_776",0.0761082335942031
"Wave_777",0.0726322711811947
"Wave_778",0.0723241725340173
"Wave_779",0.0727662208583668
"Wave_780",0.0727323000906326
"Wave_781",0.0735346291571158
"Wave_782",0.0728369290884841
"Wave_783",0.0723304651243867
"Wave_784",0.0714319108276058
"Wave_785",0.0688597002683977
"Wave_786",0.0697392046229054
"Wave_787",0.0705134701901704
"Wave_788",0.0699178832125948
"Wave_789",0.069776763451718
"Wave_790",0.0683586196694167
"Wave_791",0.0666570042740708
"Wave_792",0.0658513495897309
"Wave_793",0.0655450493776969
"Wave_794",0.0636868781360471
"Wave_795",0.0656524747414149
"Wave_796",0.0666368054742375
"Wave_797",0.0662858314890358
"Wave_798",0.0648823481104617
"Wave_799",0.0629101737869939
"Wave_800",0.0630289672353354
"Wave_801",0.0629977116123629
"Wave_802",0.0627451379970385
"Wave_803",0.0632266033158169
"Wave_804",0.0646892086072253
"Wave_805",0.0644081694779595
"Wave_806",0.0626823031925408
"Wave_807",0.0615314724573494
"Wave_808",0.0601052795616133
"Wave_809",0.0602079382378977
"Wave_810",0.0602737542009106
"Wave_811",0.0604287989216455
"Wave_812",0.0587223435108965
"Wave_813",0.0592414217362937
"Wave_814",0.0589735489052066
"Wave_815",0.0565098379958545
"Wave_816",0.0572425143058078
"Wave_817",0.0565844363020009
"Wave_818",0.0567115562897791
"Wave_819",0.0568198796899731
"Wave_820",0.0553243043434151
"Wave_821",0.0534822947447271
"Wave_822",0.0511774771078614
"Wave_823",0.0514667197140841
"Wave_824",0.05250211736404
"Wave_825",0.052701779816624
"Wave_826",0.052578891234145
"Wave_827",0.0513490242288179
"Wave_828",0.0534934173469765
"Wave_829",0.051633352386896
"Wave_830",0.050788749471546
"Wave_831",0.049481131808379
"Wave_832",0.0473126543494917
"Wave_833",0.0464652806125842
"Wave_834",0.0483001102899272
"Wave_835",0.0485784744310183
"Wave_836",0.0472493247176156
"Wave_837",0.0469535058779226
"Wave_838",0.0492408513879365
"Wave_839",0.0488413278392146
"Wave_840",0.0471593413094126
"Wave_841",0.0442355408005928
"Wave_842",0.04247148942559
"Wave_843",0.0442277400204141
"Wave_844",0.0430592459825934
"Wave_845",0.0422852467237913
"Wave_846",0.0417922623431995
"Wave_847",0.0423357911903896
"Wave_848",0.0414676803321544
"Wave_849",0.0431082642443937
"Wave_850",0.0419842169666978
"Wave_851",0.0408433392679319
"Wave_852",0.0392470312229859
"Wave_853",0.0396666809157557
"Wave_854",0.0415208609873548
"Wave_855",0.0413222986505754
"Wave_856",0.0399324860547121
"Wave_857",0.0373510316462693
"Wave_858",0.0356162396639287
"Wave_859",0.0370499078830915
"Wave_860",0.033060662763296
"Wave_861",0.0344483879711975
"Wave_862",0.0333040307811923
"Wave_863",0.0333700791832556
"Wave_864",0.0345501636979039
"Wave_865",0.0347066692964237
"Wave_866",0.0318287554804514
"Wave_867",0.0325828913242486
"Wave_868",0.0329853483173271
"Wave_869",0.0329290914689147
"Wave_870",0.0350097870930225
"Wave_871",0.0349382625972945
"Wave_872",0.0316550625356732
"Wave_873",0.0290922245688438
"Wave_874",0.0290477067481372
"Wave_875",0.0284670732694985
"Wave_876",0.0254431477591019
"Wave_877",0.0283480215639257
"Wave_878",0.0264002320627051
"Wave_879",0.0253657051996692
