"","Jmax_Spec_Tleaf.5.comps"
"(Intercept)",182.806090953573
"Wave_500",0.0521361434792232
"Wave_501",0.0542156396236953
"Wave_502",0.0554326664257418
"Wave_503",0.0557865794457352
"Wave_504",0.0562873847020634
"Wave_505",0.057243208595879
"Wave_506",0.0581767156713458
"Wave_507",0.0589832553779907
"Wave_508",0.0595669476745186
"Wave_509",0.0604398926689643
"Wave_510",0.0615485257669323
"Wave_511",0.0615971249358328
"Wave_512",0.0623512950643851
"Wave_513",0.0631919547710026
"Wave_514",0.0628165041251646
"Wave_515",0.0630002852649869
"Wave_516",0.0629468112120573
"Wave_517",0.0622150174909263
"Wave_518",0.061790572071651
"Wave_519",0.060825222197964
"Wave_520",0.0594467825040964
"Wave_521",0.058396727129712
"Wave_522",0.0566267107607687
"Wave_523",0.0548208074886382
"Wave_524",0.0535764440835149
"Wave_525",0.0512928814516065
"Wave_526",0.049500170396536
"Wave_527",0.0482344632380653
"Wave_528",0.0470719382360854
"Wave_529",0.0456800469167855
"Wave_530",0.0441283731839479
"Wave_531",0.042402065241078
"Wave_532",0.0399971246175218
"Wave_533",0.0377083657685293
"Wave_534",0.0356824665753
"Wave_535",0.0340884801363103
"Wave_536",0.0330484939355531
"Wave_537",0.032265347955998
"Wave_538",0.0315508174789877
"Wave_539",0.0306207619954782
"Wave_540",0.0290682463793598
"Wave_541",0.0270460695981698
"Wave_542",0.0256604144427898
"Wave_543",0.0251609482703273
"Wave_544",0.0247721863063955
"Wave_545",0.0238419552666177
"Wave_546",0.0222614931618354
"Wave_547",0.020001028644603
"Wave_548",0.0172967902625463
"Wave_549",0.0162640679907518
"Wave_550",0.0157747073439498
"Wave_551",0.0155239781533381
"Wave_552",0.0153690203609335
"Wave_553",0.0154774526589758
"Wave_554",0.0153048898310811
"Wave_555",0.0148391975959322
"Wave_556",0.0149000354365184
"Wave_557",0.0149964579214855
"Wave_558",0.015076274060186
"Wave_559",0.0151575697403034
"Wave_560",0.0156249862171381
"Wave_561",0.0157330050187758
"Wave_562",0.0156905239985497
"Wave_563",0.0160952287504947
"Wave_564",0.0161961143396995
"Wave_565",0.0165628671775394
"Wave_566",0.017441955751602
"Wave_567",0.0190267329106434
"Wave_568",0.0200663197839056
"Wave_569",0.0209162052354106
"Wave_570",0.0222350024829865
"Wave_571",0.0244003871501063
"Wave_572",0.0265056450088029
"Wave_573",0.028362643740798
"Wave_574",0.0301330771982711
"Wave_575",0.0319963129876196
"Wave_576",0.0337714263353059
"Wave_577",0.0353355818369348
"Wave_578",0.0367009168404138
"Wave_579",0.0381938427844325
"Wave_580",0.0397620891892694
"Wave_581",0.0405252586577958
"Wave_582",0.0415702035366196
"Wave_583",0.0425880641040184
"Wave_584",0.0434604493188019
"Wave_585",0.0442195230243776
"Wave_586",0.0450151143909145
"Wave_587",0.0459273144033588
"Wave_588",0.0468938106579093
"Wave_589",0.0477561555168886
"Wave_590",0.0483362348575429
"Wave_591",0.0484902326415026
"Wave_592",0.0488423521235927
"Wave_593",0.0492925230923078
"Wave_594",0.049616221039396
"Wave_595",0.0498679360279336
"Wave_596",0.0494802700435186
"Wave_597",0.0493500377624697
"Wave_598",0.0494021275144333
"Wave_599",0.0495257896552009
"Wave_600",0.0497578000979958
"Wave_601",0.0499274278454661
"Wave_602",0.0502156547428632
"Wave_603",0.0508666092963879
"Wave_604",0.0513718104032188
"Wave_605",0.0518591428527188
"Wave_606",0.0524126415205502
"Wave_607",0.0530295315175796
"Wave_608",0.053953340727826
"Wave_609",0.0550316043747749
"Wave_610",0.056158822985236
"Wave_611",0.0574131695925542
"Wave_612",0.0582735180142713
"Wave_613",0.0587847998460622
"Wave_614",0.0596499531174521
"Wave_615",0.060251425754584
"Wave_616",0.0609509841250654
"Wave_617",0.0622104028887231
"Wave_618",0.0629788049632747
"Wave_619",0.0632753881408338
"Wave_620",0.0632258545829238
"Wave_621",0.0632988124239654
"Wave_622",0.063573557409741
"Wave_623",0.0639951420945233
"Wave_624",0.0646232713028849
"Wave_625",0.064639036028863
"Wave_626",0.0643055141352151
"Wave_627",0.0642120110177708
"Wave_628",0.0646597293544742
"Wave_629",0.0646723353650027
"Wave_630",0.0646568785618457
"Wave_631",0.0645630590548002
"Wave_632",0.0642935183100845
"Wave_633",0.0640617026142053
"Wave_634",0.0642796279785752
"Wave_635",0.0646858854867735
"Wave_636",0.0648088968442272
"Wave_637",0.0650109895073144
"Wave_638",0.0648978390065214
"Wave_639",0.0644796090630604
"Wave_640",0.0642928083039281
"Wave_641",0.0642827079012561
"Wave_642",0.0643906219599699
"Wave_643",0.0646099646228058
"Wave_644",0.0645413228699429
"Wave_645",0.0641594727545072
"Wave_646",0.063660413875294
"Wave_647",0.0631982802102567
"Wave_648",0.0629529569451131
"Wave_649",0.0626652693052083
"Wave_650",0.0623386170359577
"Wave_651",0.0618893743379402
