"","Vcmax25_Bern.4.comps"
"Wave_1332",-0.0163425724724919
"Wave_1333",-0.0165420088417657
"Wave_1334",-0.0167422493220638
"Wave_1335",-0.0168496874529924
"Wave_1336",-0.0169763242631263
"Wave_1337",-0.0172499777539017
"Wave_1338",-0.0177919073040942
"Wave_1339",-0.018040137762611
"Wave_1340",-0.0181414783528438
"Wave_1341",-0.0185689434902831
"Wave_1342",-0.0189011271918976
"Wave_1343",-0.0192178965935256
"Wave_1344",-0.0192102301774596
"Wave_1345",-0.0192823633641526
"Wave_1346",-0.01953942244234
"Wave_1347",-0.0194299019650596
"Wave_1348",-0.0198182750193307
"Wave_1349",-0.019850232154852
"Wave_1350",-0.0201633223438854
"Wave_1351",-0.0204888510560039
"Wave_1352",-0.0200303841548735
"Wave_1353",-0.0198275601499719
"Wave_1354",-0.0193641064569615
"Wave_1355",-0.0191414866729624
"Wave_1356",-0.0189093213771778
"Wave_1357",-0.0185830026177203
"Wave_1358",-0.0190106914513229
"Wave_1359",-0.0186523440071843
"Wave_1360",-0.0182918920861887
"Wave_1361",-0.0184107502189938
"Wave_1362",-0.0182265535659606
"Wave_1363",-0.0174722863925277
"Wave_1364",-0.0166361385254888
"Wave_1365",-0.0164112524883368
"Wave_1366",-0.0159623861424908
"Wave_1367",-0.0150149877563032
"Wave_1368",-0.0142434553982292
"Wave_1369",-0.0143206026238106
"Wave_1370",-0.0132670846031465
"Wave_1371",-0.0119226014452022
"Wave_1372",-0.0110286837098845
"Wave_1373",-0.0112432381991982
"Wave_1374",-0.00984677844842844
"Wave_1375",-0.00830487506767667
"Wave_1376",-0.00809236046660871
"Wave_1377",-0.0080353290978153
"Wave_1378",-0.0065763446501128
"Wave_1379",-0.00527187261698521
"Wave_1380",-0.00571004429759789
"Wave_1381",-0.00537436852398694
"Wave_1382",-0.00466426436687752
"Wave_1383",-0.00415611681161526
"Wave_1384",-0.0048703731193971
"Wave_1385",-0.00445857446473043
"Wave_1386",-0.00378794043967631
"Wave_1387",-0.00332598972619052
"Wave_1388",-0.00315042421990043
"Wave_1389",-0.00296506393270174
"Wave_1390",-0.00271682960800957
"Wave_1391",-0.00248530376624774
"Wave_1392",-0.00225772767349602
"Wave_1393",-0.00201717811198756
"Wave_1394",-0.00162060943944424
"Wave_1395",-0.000542788629223502
"Wave_1396",-0.000357875059588192
"Wave_1397",-0.000416380773060522
"Wave_1398",-3.82750389323352e-05
"Wave_1399",0.00130996541445337
"Wave_1400",0.00124333666370506
"Wave_1401",0.00122123129471153
"Wave_1402",0.00210484141192072
"Wave_1403",0.00306735831113685
"Wave_1404",0.00300220329512619
"Wave_1405",0.00297421036619555
"Wave_1406",0.00433825130897013
"Wave_1407",0.00471655992265354
"Wave_1408",0.00462324272517508
"Wave_1409",0.00482161706988438
"Wave_1410",0.00607678845708819
"Wave_1411",0.00590387574586181
"Wave_1412",0.0056940868404762
"Wave_1413",0.00601782644566556
"Wave_1414",0.00672813077200929
"Wave_1415",0.00641372863716213
"Wave_1416",0.00610082046247805
"Wave_1417",0.00642443254051592
"Wave_1418",0.00636298170045939
"Wave_1419",0.00597159454380939
"Wave_1420",0.00565665350525307
"Wave_1421",0.00603668054773245
"Wave_1422",0.00566993692429839
"Wave_1423",0.00514624672091629
"Wave_1424",0.0048541415089883
"Wave_1425",0.00459947289069331
"Wave_1426",0.004031458394081
"Wave_1427",0.00343234514712724
"Wave_1428",0.00296544784976078
"Wave_1429",0.00252977901589431
"Wave_1430",0.00197530715690786
"Wave_1431",0.00139266139969264
"Wave_1432",0.00143250071039397
"Wave_1433",0.000872743762396809
"Wave_1434",0.000177376674618041
"Wave_1435",-0.000442990748351689
"Wave_1436",-0.000904966515019767
"Wave_1437",-0.0015134597704199
"Wave_1438",-0.00215271088759466
"Wave_1439",-0.00257974414462188
"Wave_1440",-0.00303573395976626
"Wave_1441",-0.00357814301533007
"Wave_1442",-0.00418972738561464
"Wave_1443",-0.0046509613186774
"Wave_1444",-0.00511799084208535
"Wave_1445",-0.00568488642464397
"Wave_1446",-0.00617496698180343
"Wave_1447",-0.00649578631472259
"Wave_1448",-0.00698615122525403
"Wave_1449",-0.00753597191708954
"Wave_1450",-0.00799478851564773
"Wave_1451",-0.00840116759613492
"Wave_1452",-0.00897675224384146
"Wave_1453",-0.00958412187526515
"Wave_1454",-0.00998332608309722
"Wave_1455",-0.0105426745316029
"Wave_1456",-0.0112024585089796
"Wave_1457",-0.011857898615212
"Wave_1458",-0.0121673449267109
"Wave_1459",-0.0129374388687117
"Wave_1460",-0.0136844835713002
"Wave_1461",-0.0142705381752773
"Wave_1462",-0.0148783249869675
"Wave_1463",-0.0156627844283416
"Wave_1464",-0.0164774287956282
"Wave_1465",-0.0170139939092092
"Wave_1466",-0.0176610797093744
"Wave_1467",-0.0184681965316819
"Wave_1468",-0.0191807707490299
"Wave_1469",-0.0196817871104581
"Wave_1470",-0.0204206845501635
"Wave_1471",-0.0213084867745121
"Wave_1472",-0.0220355495453759
"Wave_1473",-0.0226297323851031
"Wave_1474",-0.0233147485343256
"Wave_1475",-0.0240378829598133
"Wave_1476",-0.0245574732026454
"Wave_1477",-0.0252133537359153
"Wave_1478",-0.0258602178349759
"Wave_1479",-0.0266205670082044
"Wave_1480",-0.02719703404095
"Wave_1481",-0.0278706749023454
"Wave_1482",-0.0285097347950574
"Wave_1483",-0.029073196664004
"Wave_1484",-0.0295686578506113
"Wave_1485",-0.0301463036012675
"Wave_1486",-0.030768802046855
"Wave_1487",-0.0311592113459323
"Wave_1488",-0.0316584454689528
"Wave_1489",-0.0323250091565801
"Wave_1490",-0.0329514607727285
"Wave_1491",-0.0334010135468379
"Wave_1492",-0.0338725515461078
"Wave_1493",-0.0344424531267521
"Wave_1494",-0.034995654433787
"Wave_1495",-0.0353272768967247
"Wave_1496",-0.0357068989998618
"Wave_1497",-0.0359579499954183
"Wave_1498",-0.0363250860475436
"Wave_1499",-0.0365789733413681
"Wave_1500",-0.0368984164030586
"Wave_1501",-0.0370027368960642
"Wave_1502",-0.0371660007847385
"Wave_1503",-0.0373925493707821
"Wave_1504",-0.0377062834474431
"Wave_1505",-0.0381602134363029
"Wave_1506",-0.0383814202679098
"Wave_1507",-0.0385457018319646
"Wave_1508",-0.0386142854445189
"Wave_1509",-0.038876215325646
"Wave_1510",-0.0389398495882741
"Wave_1511",-0.0390011564479403
"Wave_1512",-0.0390647672084829
"Wave_1513",-0.0388839906769725
"Wave_1514",-0.0388833167469412
"Wave_1515",-0.0389002430748859
"Wave_1516",-0.0389205580883142
"Wave_1517",-0.0391208761516557
"Wave_1518",-0.0386960811868493
"Wave_1519",-0.0385204959087598
"Wave_1520",-0.0383029676367945
"Wave_1521",-0.0382205522811263
"Wave_1522",-0.0382056976448375
"Wave_1523",-0.0381883083631189
"Wave_1524",-0.0381701307934156
"Wave_1525",-0.0379464568623036
"Wave_1526",-0.037956991227263
"Wave_1527",-0.0378613608510013
"Wave_1528",-0.0378583614176211
"Wave_1529",-0.0377066813175901
"Wave_1530",-0.0374485343198463
"Wave_1531",-0.0373313477368285
"Wave_1532",-0.0371688236835136
"Wave_1533",-0.0369789331703745
"Wave_1534",-0.0367351307252161
"Wave_1535",-0.0367221387600095
"Wave_1536",-0.0364266229520194
"Wave_1537",-0.0361907759159221
"Wave_1538",-0.0359612288472909
"Wave_1539",-0.0356401860148304
"Wave_1540",-0.0352466064907737
"Wave_1541",-0.0349588297174871
"Wave_1542",-0.0344417540409199
"Wave_1543",-0.0343039494156885
"Wave_1544",-0.0340468748820862
"Wave_1545",-0.0336222073541544
"Wave_1546",-0.0331632463411293
"Wave_1547",-0.0329137154571584
"Wave_1548",-0.0325303010471691
"Wave_1549",-0.0323529196527885
"Wave_1550",-0.0322170672348667
"Wave_1551",-0.0317093035366486
"Wave_1552",-0.0314267861207674
"Wave_1553",-0.0311324229917533
"Wave_1554",-0.0307568547676185
"Wave_1555",-0.0303304313692299
"Wave_1556",-0.0299030857469581
"Wave_1557",-0.029440627066675
"Wave_1558",-0.029178837224311
"Wave_1559",-0.0287646881693124
"Wave_1560",-0.0283962280915227
"Wave_1561",-0.0281659429550071
"Wave_1562",-0.0276883910837263
"Wave_1563",-0.0273876047846187
"Wave_1564",-0.0271572548518844
"Wave_1565",-0.0268176368681421
"Wave_1566",-0.0263717956536262
"Wave_1567",-0.0261069031049282
"Wave_1568",-0.0254355069941662
"Wave_1569",-0.0251054472828715
"Wave_1570",-0.0247889984350844
"Wave_1571",-0.0247247436343918
"Wave_1572",-0.0245603769123093
"Wave_1573",-0.024096584047987
"Wave_1574",-0.0238733301856422
"Wave_1575",-0.0236108542516269
"Wave_1576",-0.0233418943640618
"Wave_1577",-0.0230040521167253
"Wave_1578",-0.0226615716489533
"Wave_1579",-0.0222619618171765
"Wave_1580",-0.0220582552097337
"Wave_1581",-0.0218556132880532
"Wave_1582",-0.0215189764183995
"Wave_1583",-0.0213615794821365
"Wave_1584",-0.0211717255771478
"Wave_1585",-0.0210429936198651
"Wave_1586",-0.0208790185074935
"Wave_1587",-0.0205398751726133
"Wave_1588",-0.0201973975449615
"Wave_1589",-0.0197869900841682
"Wave_1590",-0.0193026154120933
"Wave_1591",-0.0188983582494823
"Wave_1592",-0.018622813646789
"Wave_1593",-0.0183550916903866
"Wave_1594",-0.0179994458705087
"Wave_1595",-0.0176510465714455
"Wave_1596",-0.0173652075169483
"Wave_1597",-0.0173018456660349
"Wave_1598",-0.0170883055242438
"Wave_1599",-0.0167019779414571
"Wave_1600",-0.0164318156916173
"Wave_1601",-0.0163413015481567
"Wave_1602",-0.0158610922596932
"Wave_1603",-0.015569181951816
"Wave_1604",-0.0153561429841424
"Wave_1605",-0.0150403335301678
"Wave_1606",-0.014641842752077
"Wave_1607",-0.014150155104386
"Wave_1608",-0.0133059338230023
"Wave_1609",-0.0130543823978009
"Wave_1610",-0.0130260345229747
"Wave_1611",-0.0132331172855045
"Wave_1612",-0.0135288340198918
"Wave_1613",-0.0131160003207669
"Wave_1614",-0.0127029393477327
"Wave_1615",-0.0123616478804618
"Wave_1616",-0.0121563411794818
"Wave_1617",-0.0119720924519368
"Wave_1618",-0.0117272063097451
"Wave_1619",-0.0114195303748708
"Wave_1620",-0.011104246127902
"Wave_1621",-0.0109944204816701
"Wave_1622",-0.0107941918782265
"Wave_1623",-0.0105331081174546
"Wave_1624",-0.0103576815552928
"Wave_1625",-0.0101174643491089
"Wave_1626",-0.00960486984930831
"Wave_1627",-0.00954036662838343
"Wave_1628",-0.00934569208217153
"Wave_1629",-0.00915420207901934
"Wave_1630",-0.00875656374418789
"Wave_1631",-0.0082445734576091
"Wave_1632",-0.00780886821320326
"Wave_1633",-0.00745189103042152
"Wave_1634",-0.00703424908285447
"Wave_1635",-0.00657365035733986
"Wave_1636",-0.00612718514119262
"Wave_1637",-0.00568891643835708
"Wave_1638",-0.00486700678996456
"Wave_1639",-0.00445535308223439
"Wave_1640",-0.00374975995541229
"Wave_1641",-0.00323714462234492
"Wave_1642",-0.00244350640316253
"Wave_1643",-0.00198244755363208
"Wave_1644",-0.00121395049253652
"Wave_1645",-0.000730931829880762
"Wave_1646",3.05810976450591e-05
"Wave_1647",0.000523978314002324
"Wave_1648",0.00121856230995925
"Wave_1649",0.00194268755382204
"Wave_1650",0.00260972569083574
"Wave_1651",0.00320059273656485
"Wave_1652",0.00363035649336456
"Wave_1653",0.00430728418029153
"Wave_1654",0.00463053811482668
"Wave_1655",0.00488312587127396
"Wave_1656",0.00564080336304643
"Wave_1657",0.00574024699873778
"Wave_1658",0.00586488581663838
"Wave_1659",0.00637024446866894
"Wave_1660",0.0064330724241739
"Wave_1661",0.00662020600846024
"Wave_1662",0.00686384027599949
"Wave_1663",0.00690274107287463
"Wave_1664",0.00667460533680131
"Wave_1665",0.00669948690442777
"Wave_1666",0.00629875217919149
"Wave_1667",0.00614127880955789
"Wave_1668",0.00631634737465992
"Wave_1669",0.00597251830055304
"Wave_1670",0.00590004457477078
"Wave_1671",0.00591481486798811
"Wave_1672",0.00568413487955594
"Wave_1673",0.00564645739996399
"Wave_1674",0.0056414690565662
"Wave_1675",0.00591312787807355
"Wave_1676",0.00654405266670931
"Wave_1677",0.00625668325088014
"Wave_1678",0.00617690678504276
"Wave_1679",0.00616193018142911
"Wave_1680",0.00591300746902676
"Wave_1681",0.0054272442478434
"Wave_1682",0.00553353187102317
"Wave_1683",0.00548524234120525
"Wave_1684",0.00575016855722994
"Wave_1685",0.00599543984003044
"Wave_1686",0.00600166288148921
"Wave_1687",0.00578850659254083
"Wave_1688",0.00578035156569276
"Wave_1689",0.00593266455065019
"Wave_1690",0.00607512228436943
"Wave_1691",0.00620710208664509
"Wave_1692",0.00656470003457698
"Wave_1693",0.00664948994281519
"Wave_1694",0.00664951374388189
"Wave_1695",0.00666301821884609
"Wave_1696",0.00667683759258355
"Wave_1697",0.00700241521666673
"Wave_1698",0.00742481945225655
"Wave_1699",0.00770662063565748
"Wave_1700",0.00808350911775539
"Wave_1701",0.0081612874974559
"Wave_1702",0.00839741392393594
"Wave_1703",0.00876123806385159
"Wave_1704",0.00894552190952306
"Wave_1705",0.00907857092326316
"Wave_1706",0.00974516185707343
"Wave_1707",0.00994368366482973
"Wave_1708",0.00956135045041179
"Wave_1709",0.0101014900805036
"Wave_1710",0.0100483242366982
"Wave_1711",0.0101190945732294
"Wave_1712",0.0103327714089122
"Wave_1713",0.0105704258382455
"Wave_1714",0.0106433858215184
"Wave_1715",0.0109264655303589
"Wave_1716",0.0110460831133586
"Wave_1717",0.0111244574835493
"Wave_1718",0.0112459461798197
"Wave_1719",0.0115720011910304
"Wave_1720",0.0114683292070184
"Wave_1721",0.0117210579993342
"Wave_1722",0.0117904475720595
"Wave_1723",0.0118071579016727
"Wave_1724",0.011692313853674
"Wave_1725",0.0118636410327725
"Wave_1726",0.011647852722758
"Wave_1727",0.0116134168131109
"Wave_1728",0.0117280474992732
"Wave_1729",0.0112998444354533
"Wave_1730",0.0111964970584869
"Wave_1731",0.0107193729374248
"Wave_1732",0.0104952776917616
"Wave_1733",0.0107089324612344
"Wave_1734",0.0106767006726984
"Wave_1735",0.0105111422564078
"Wave_1736",0.010542363424668
"Wave_1737",0.0103187163783709
"Wave_1738",0.010276260330546
"Wave_1739",0.0105142290649301
"Wave_1740",0.0104354054221585
"Wave_1741",0.0104774077339828
"Wave_1742",0.0102574320627973
"Wave_1743",0.0103499168055108
"Wave_1744",0.0101862300387283
"Wave_1745",0.0100656958684977
"Wave_1746",0.00974210483561808
"Wave_1747",0.00969247115284047
"Wave_1748",0.00968472930275524
"Wave_1749",0.00953638457279496
"Wave_1750",0.00930242997798971
"Wave_1751",0.00951935667016118
"Wave_1752",0.00968545367872712
"Wave_1753",0.00966100617255685
"Wave_1754",0.00960305698303062
"Wave_1755",0.00943459724123803
"Wave_1756",0.00874880215690181
"Wave_1757",0.00859386299021971
"Wave_1758",0.00809023563604706
"Wave_1759",0.00771530201480127
"Wave_1760",0.00770716535791917
"Wave_1761",0.00739561913859809
"Wave_1762",0.00673469199082069
"Wave_1763",0.0065474884718824
"Wave_1764",0.00614930004882642
"Wave_1765",0.00572261714080657
"Wave_1766",0.00563884454651551
"Wave_1767",0.00526154039178765
"Wave_1768",0.00495003692484888
"Wave_1769",0.0052135020083595
"Wave_1770",0.00520657027905606
"Wave_1771",0.00511311914904982
"Wave_1772",0.00455941400013485
"Wave_1773",0.0040756715439736
"Wave_1774",0.00370671282245793
"Wave_1775",0.00387506166464356
"Wave_1776",0.00431914455571951
"Wave_1777",0.00488462179088199
"Wave_1778",0.00522543131237173
"Wave_1779",0.00489300450082859
"Wave_1780",0.00444081141926089
"Wave_1781",0.00412894452971208
"Wave_1782",0.00400834404039073
"Wave_1783",0.00407271244479515
"Wave_1784",0.00418717605658738
"Wave_1785",0.00418225505543077
"Wave_1786",0.00392427151799665
"Wave_1787",0.00397809101760923
"Wave_1788",0.00412354962221062
"Wave_1789",0.00390395471936945
"Wave_1790",0.00387315611773041
"Wave_1791",0.00378772409125411
"Wave_1792",0.00388049969912456
"Wave_1793",0.00410757353775651
"Wave_1794",0.00389111592866032
"Wave_1795",0.00398014762860288
"Wave_1796",0.0041006276554644
"Wave_1797",0.00388514515642658
"Wave_1798",0.00389576686783682
"Wave_1799",0.00406206604991839
"Wave_1800",0.00402655975906888
"Wave_1801",0.0043904666720151
"Wave_1802",0.00492761549987219
"Wave_1803",0.00508817375562611
"Wave_1804",0.00488014780694178
"Wave_1805",0.00445650328041855
"Wave_1806",0.00392949944339537
"Wave_1807",0.00433565571892483
"Wave_1808",0.00468051484301014
"Wave_1809",0.00493191157902492
"Wave_1810",0.00521917023411306
"Wave_1811",0.00538645002915539
"Wave_1812",0.00529654786877284
"Wave_1813",0.0053487179433776
"Wave_1814",0.00556224437208603
"Wave_1815",0.00564337858673319
"Wave_1816",0.00564369857424799
"Wave_1817",0.00561888354378892
"Wave_1818",0.00547225075354304
"Wave_1819",0.00619640061184011
"Wave_1820",0.00634639839987347
"Wave_1821",0.00635852556976564
"Wave_1822",0.00637805315894235
"Wave_1823",0.00617702665037158
"Wave_1824",0.00608662272036241
"Wave_1825",0.00610468453898738
"Wave_1826",0.00642892174638292
"Wave_1827",0.0066738970554348
"Wave_1828",0.00684898138892614
"Wave_1829",0.00679883860923619
"Wave_1830",0.00671232302826976
"Wave_1831",0.00648892567602154
"Wave_1832",0.00716043226131156
"Wave_1833",0.00728530434523032
"Wave_1834",0.00737171571696592
"Wave_1835",0.00761751415489158
"Wave_1836",0.00779986643071539
"Wave_1837",0.00785875849258327
"Wave_1838",0.00754287860258605
"Wave_1839",0.00777437401967051
"Wave_1840",0.00812338807742697
"Wave_1841",0.00858042096748183
"Wave_1842",0.00907446623629949
"Wave_1843",0.00947006138875662
"Wave_1844",0.0100508721257525
"Wave_1845",0.00950728200748312
"Wave_1846",0.009692042748947
"Wave_1847",0.00997497091000906
"Wave_1848",0.0102114449107473
"Wave_1849",0.0108208948124305
"Wave_1850",0.0114344740603411
"Wave_1851",0.0116817201703633
"Wave_1852",0.0119565015392804
"Wave_1853",0.0124411459378118
"Wave_1854",0.012790759707623
"Wave_1855",0.0128712429745576
"Wave_1856",0.0129445020094668
"Wave_1857",0.0135541616936608
"Wave_1858",0.0141229847329183
"Wave_1859",0.0148091223197606
"Wave_1860",0.0152828430230939
"Wave_1861",0.0161799300043927
"Wave_1862",0.0166737328744249
"Wave_1863",0.0174391658357763
"Wave_1864",0.0183341789855994
"Wave_1865",0.0195196040467942
"Wave_1866",0.0208272901440726
"Wave_1867",0.0219554173934266
"Wave_1868",0.0233728925971389
"Wave_1869",0.0247297748687245
"Wave_1870",0.026042408453821
"Wave_1871",0.0271748799744838
"Wave_1872",0.0281804586913368
"Wave_1873",0.0289115016723002
"Wave_1874",0.0300850556897477
"Wave_1875",0.0307199958967608
"Wave_1876",0.0320330699890316
"Wave_1877",0.0333297416922826
"Wave_1878",0.0342407219011636
"Wave_1879",0.035307207211444
"Wave_1880",0.0366623036991128
"Wave_1881",0.0377141161765895
"Wave_1882",0.0381799029962682
"Wave_1883",0.0390544650294369
"Wave_1884",0.0400222100691789
"Wave_1885",0.0405818684858343
"Wave_1886",0.0411763953535843
"Wave_1887",0.0420145072992706
"Wave_1888",0.0430416281618458
"Wave_1889",0.0433374266240068
"Wave_1890",0.0436227982652059
"Wave_1891",0.0442313356597431
"Wave_1892",0.0446264380901043
"Wave_1893",0.0447612687755369
"Wave_1894",0.0476642472161228
"Wave_1895",0.0499813249138416
"Wave_1896",0.0512904602167336
"Wave_1897",0.0526015311745674
"Wave_1898",0.0538274990630038
"Wave_1899",0.0543004466737268
"Wave_1900",0.0540874657631935
"Wave_1901",0.0526432003462048
"Wave_1902",0.0511037620625558
"Wave_1903",0.0501017636413896
"Wave_1904",0.0504767870400166
"Wave_1905",0.0501285369753994
"Wave_1906",0.0476024292295826
"Wave_1907",0.0460028664454176
"Wave_1908",0.0439378039087444
"Wave_1909",0.0420279879572418
"Wave_1910",0.0406873498534501
"Wave_1911",0.0387360523149427
"Wave_1912",0.0373364177887026
"Wave_1913",0.0361027149434417
"Wave_1914",0.0345979284056541
"Wave_1915",0.0335322515549735
"Wave_1916",0.0322824370309971
"Wave_1917",0.0309251922276205
"Wave_1918",0.029872055030544
"Wave_1919",0.028773949567119
"Wave_1920",0.0278595533744435
"Wave_1921",0.0271951122956887
"Wave_1922",0.0262602892443738
"Wave_1923",0.0255458735012677
"Wave_1924",0.0249137382347411
"Wave_1925",0.0240416883175592
"Wave_1926",0.0234106720177871
"Wave_1927",0.0225040555292475
"Wave_1928",0.0218060376924394
"Wave_1929",0.0211182017217671
"Wave_1930",0.0203657256888645
"Wave_1931",0.0197281419021522
"Wave_1932",0.0189845411770082
"Wave_1933",0.0183884447738524
"Wave_1934",0.0179056422747382
"Wave_1935",0.0172550288112829
"Wave_1936",0.0168265676270504
"Wave_1937",0.0163418699631347
"Wave_1938",0.0157979945330503
"Wave_1939",0.0154190053905598
"Wave_1940",0.0150927260796778
"Wave_1941",0.0145105936642712
"Wave_1942",0.0142066838951668
"Wave_1943",0.0136905573955435
"Wave_1944",0.0133228355854099
"Wave_1945",0.0130273828962709
"Wave_1946",0.0126213097618139
"Wave_1947",0.012313353889077
"Wave_1948",0.0120454485223157
"Wave_1949",0.0117749382351526
"Wave_1950",0.0115093281241914
"Wave_1951",0.0111997112709345
"Wave_1952",0.0109089984743767
"Wave_1953",0.0106276134905598
"Wave_1954",0.0103024007604021
"Wave_1955",0.0100740746151563
"Wave_1956",0.00984108893209852
"Wave_1957",0.00959401202133279
"Wave_1958",0.00920954656253397
"Wave_1959",0.009013969596107
"Wave_1960",0.00876718333740511
"Wave_1961",0.00848252763481453
"Wave_1962",0.00811585707102984
"Wave_1963",0.00781013538416464
"Wave_1964",0.00753500319749356
"Wave_1965",0.00712769860912525
"Wave_1966",0.00697562003555116
"Wave_1967",0.00674602407100306
"Wave_1968",0.00644643673934402
"Wave_1969",0.00616470543134815
"Wave_1970",0.005822875657018
"Wave_1971",0.00536989362250737
"Wave_1972",0.00500152926702919
"Wave_1973",0.00461553670264355
"Wave_1974",0.00429839400933509
"Wave_1975",0.00402790045947144
"Wave_1976",0.00380140433782464
"Wave_1977",0.00346264399039155
"Wave_1978",0.00307507574419521
"Wave_1979",0.00266022362955984
"Wave_1980",0.00230722743018679
"Wave_1981",0.00204393256248836
"Wave_1982",0.001756780807158
"Wave_1983",0.00136887447592657
"Wave_1984",0.00104372744129596
"Wave_1985",0.000690612120643505
"Wave_1986",0.000274953474186308
"Wave_1987",-0.000128223588290874
"Wave_1988",-0.000575893132032854
"Wave_1989",-0.00106778642029365
"Wave_1990",-0.001447426876838
"Wave_1991",-0.00179576089185709
"Wave_1992",-0.00210216154128743
"Wave_1993",-0.00249277998454179
"Wave_1994",-0.00288939979395947
"Wave_1995",-0.0032027284097432
"Wave_1996",-0.00359358291306284
"Wave_1997",-0.00400699103793563
"Wave_1998",-0.00440999006892225
"Wave_1999",-0.00464246646623606
"Wave_2000",-0.00500031404592519
"Wave_2001",-0.00541531015749886
"Wave_2002",-0.00581595373360864
"Wave_2003",-0.00627430453658435
"Wave_2004",-0.00680595147370655
"Wave_2005",-0.00720627224649923
"Wave_2006",-0.00782506490246359
"Wave_2007",-0.00840054033363775
"Wave_2008",-0.00876246248073385
"Wave_2009",-0.00931366803041407
"Wave_2010",-0.00966404362652053
"Wave_2011",-0.00992751142694998
"Wave_2012",-0.0101899280362893
"Wave_2013",-0.0105381193086164
"Wave_2014",-0.0109490522820805
"Wave_2015",-0.011490662607457
"Wave_2016",-0.0118464095905863
"Wave_2017",-0.0122707442860259
"Wave_2018",-0.0127118499901897
"Wave_2019",-0.0130736057671332
"Wave_2020",-0.0131916811443468
"Wave_2021",-0.0133944068546894
"Wave_2022",-0.0137326106208247
"Wave_2023",-0.0138465541271862
"Wave_2024",-0.0144089354320233
"Wave_2025",-0.0147571103721781
"Wave_2026",-0.0148341795649245
"Wave_2027",-0.0151271446412841
"Wave_2028",-0.0152141088066924
"Wave_2029",-0.0153376083041831
"Wave_2030",-0.0155643434496565
"Wave_2031",-0.0155891952125621
"Wave_2032",-0.0157133575405955
"Wave_2033",-0.0158320487673643
"Wave_2034",-0.015889403324086
"Wave_2035",-0.0158610031520166
"Wave_2036",-0.0157731209770321
"Wave_2037",-0.0157012931920921
"Wave_2038",-0.0154540779836323
"Wave_2039",-0.0153352608737484
"Wave_2040",-0.0153294994158357
"Wave_2041",-0.0155333430560389
"Wave_2042",-0.0154582443846246
"Wave_2043",-0.0152254889328137
"Wave_2044",-0.0151633423436658
"Wave_2045",-0.0152363159437315
"Wave_2046",-0.0152838491090897
"Wave_2047",-0.01533916182045
"Wave_2048",-0.0152820044593365
"Wave_2049",-0.0152541856491605
"Wave_2050",-0.0151786264805871
"Wave_2051",-0.0153082855936409
"Wave_2052",-0.0153278708880527
"Wave_2053",-0.0153837764925556
"Wave_2054",-0.0156817462316934
"Wave_2055",-0.0157746462271113
"Wave_2056",-0.0156547271285341
"Wave_2057",-0.0156291305037307
"Wave_2058",-0.0157636349508118
"Wave_2059",-0.0159647530025168
"Wave_2060",-0.0159687376508632
"Wave_2061",-0.0158418639769366
"Wave_2062",-0.0154505848885463
"Wave_2063",-0.01569758338058
"Wave_2064",-0.0156967197985574
"Wave_2065",-0.0157490848000543
"Wave_2066",-0.0158273665090016
"Wave_2067",-0.0156167490136749
"Wave_2068",-0.0154441651923358
"Wave_2069",-0.0155120301263425
"Wave_2070",-0.0154058966348228
"Wave_2071",-0.0152935982662188
"Wave_2072",-0.0153611922999637
"Wave_2073",-0.0149540975788809
"Wave_2074",-0.0146852153002212
"Wave_2075",-0.0146526632650747
"Wave_2076",-0.0144154527952166
"Wave_2077",-0.0140707125839343
"Wave_2078",-0.0137247339344682
"Wave_2079",-0.0132968156018538
"Wave_2080",-0.0129447491321222
"Wave_2081",-0.0132834286048461
"Wave_2082",-0.0129122712796216
"Wave_2083",-0.0122460868351974
"Wave_2084",-0.0125069744624022
"Wave_2085",-0.012241140555732
"Wave_2086",-0.0115539636476922
"Wave_2087",-0.0112586548788284
"Wave_2088",-0.0110388557738696
"Wave_2089",-0.0104056616856634
"Wave_2090",-0.0107042796283206
"Wave_2091",-0.010339421072168
"Wave_2092",-0.00991147945241635
"Wave_2093",-0.00940011980452957
"Wave_2094",-0.00875529430989341
"Wave_2095",-0.00819069757871201
"Wave_2096",-0.00786231391271025
"Wave_2097",-0.00750622093687391
"Wave_2098",-0.00676845266843732
"Wave_2099",-0.00681604543126907
"Wave_2100",-0.00630188804532599
"Wave_2101",-0.00575436935648551
"Wave_2102",-0.00571906056209545
"Wave_2103",-0.00491700646212705
"Wave_2104",-0.00407160539390766
"Wave_2105",-0.00385640749187299
"Wave_2106",-0.00311709636646939
"Wave_2107",-0.00191827785109697
"Wave_2108",-0.00166086648606138
"Wave_2109",-0.000901667346690105
"Wave_2110",-0.000125846087357597
"Wave_2111",0.000411579510145063
"Wave_2112",0.000473550032806697
"Wave_2113",0.00189097970064867
"Wave_2114",0.00188597114371127
"Wave_2115",0.00233537477288709
"Wave_2116",0.0032916604221018
"Wave_2117",0.00353995098979089
"Wave_2118",0.00414749038709284
"Wave_2119",0.0055625740815488
"Wave_2120",0.00562701459394891
"Wave_2121",0.00617325176929345
"Wave_2122",0.00710184807609405
"Wave_2123",0.00713197910673362
"Wave_2124",0.00765216091276225
"Wave_2125",0.00809464118235984
"Wave_2126",0.00783738302402674
"Wave_2127",0.00806084980457982
"Wave_2128",0.00897148271511575
"Wave_2129",0.00894526102089158
"Wave_2130",0.00915739196953667
"Wave_2131",0.00916683927077219
