"","Vcmax25_Bern.4.comps"
"Wave_772",0.0162618671512349
"Wave_773",0.0166552034381566
"Wave_774",0.0162376077443306
"Wave_775",0.0173108906951765
"Wave_776",0.0172294263661119
"Wave_777",0.0168886396418399
"Wave_778",0.0171970177563534
"Wave_779",0.0174214059813834
"Wave_780",0.017384747590208
"Wave_781",0.0175662923298629
"Wave_782",0.01766056127756
"Wave_783",0.017504641517145
"Wave_784",0.0173873738246287
"Wave_785",0.0174967317132732
"Wave_786",0.0178102667428348
"Wave_787",0.0179855560954329
"Wave_788",0.0176753152269702
"Wave_789",0.0180512881905741
"Wave_790",0.0174282717427492
"Wave_791",0.0172801277780223
"Wave_792",0.0172265170220612
"Wave_793",0.0172400356236198
"Wave_794",0.0167194115985563
"Wave_795",0.0175708727438972
"Wave_796",0.0176733079977639
"Wave_797",0.0173691113173752
"Wave_798",0.0170547851234631
"Wave_799",0.0172623914988083
"Wave_800",0.0175031165058926
"Wave_801",0.0179596612648918
"Wave_802",0.0180810137884119
"Wave_803",0.0177706828542094
"Wave_804",0.017960476775153
"Wave_805",0.0179497038937597
"Wave_806",0.0173405985742081
"Wave_807",0.0174096853814465
"Wave_808",0.0175273321085278
"Wave_809",0.0179027992108068
"Wave_810",0.017546360176426
"Wave_811",0.017214917295206
"Wave_812",0.0162111371680421
"Wave_813",0.0168640428951469
"Wave_814",0.0173631444178881
"Wave_815",0.0167118887905611
"Wave_816",0.017713425419745
"Wave_817",0.0177661660592815
"Wave_818",0.0177307313329206
"Wave_819",0.0178500657417596
"Wave_820",0.0171864038498736
"Wave_821",0.0169048266297789
"Wave_822",0.0167589772185031
"Wave_823",0.0168079397231152
"Wave_824",0.0171349414908381
"Wave_825",0.0167751190335772
"Wave_826",0.0169661110166721
"Wave_827",0.0170573531245531
"Wave_828",0.0170047751906594
"Wave_829",0.0168784874930386
"Wave_830",0.017156098636699
"Wave_831",0.0167289409810507
"Wave_832",0.0158849110334795
"Wave_833",0.0161493956787306
"Wave_834",0.0164004164491116
"Wave_835",0.016483723206792
"Wave_836",0.0161312271203482
"Wave_837",0.0162897223883187
"Wave_838",0.017088920261952
"Wave_839",0.0172509940015236
"Wave_840",0.0167774440500844
"Wave_841",0.0162163871331687
"Wave_842",0.0166055174304044
"Wave_843",0.0163743346724668
"Wave_844",0.0157750758163911
"Wave_845",0.0156330774381495
"Wave_846",0.0157345631147345
"Wave_847",0.0165615830270088
"Wave_848",0.0159006669150636
"Wave_849",0.0157280108111545
"Wave_850",0.0155257636533505
"Wave_851",0.0151744466251458
"Wave_852",0.0144191028183328
"Wave_853",0.0154554405653604
"Wave_854",0.0164324573207813
"Wave_855",0.0159108853294369
"Wave_856",0.0163438289297113
"Wave_857",0.0163157757773567
"Wave_858",0.0154853132095674
"Wave_859",0.0158254973317835
"Wave_860",0.015513194990311
"Wave_861",0.0161493054134741
"Wave_862",0.0155733363855919
"Wave_863",0.0157956986307324
"Wave_864",0.0152677333572369
"Wave_865",0.0159015654740563
"Wave_866",0.0160731012571768
"Wave_867",0.015712894969374
"Wave_868",0.0156647446781574
"Wave_869",0.0159682165409213
"Wave_870",0.015124908541801
"Wave_871",0.01524967609294
"Wave_872",0.0151451604866823
"Wave_873",0.0143953570875292
"Wave_874",0.0148525115852712
"Wave_875",0.0155091803745399
"Wave_876",0.0140047311717911
"Wave_877",0.0141799154872059
"Wave_878",0.0141668278064792
"Wave_879",0.0148629938485208
"Wave_880",0.0146507334563034
"Wave_881",0.0149619249160968
"Wave_882",0.0146480559358097
"Wave_883",0.0141319976138006
"Wave_884",0.0135301789098115
"Wave_885",0.0134958873750637
"Wave_886",0.013930148754785
"Wave_887",0.0138573943325872
"Wave_888",0.013222590584209
"Wave_889",0.0139053451593498
"Wave_890",0.0143650958066361
"Wave_891",0.0139999576595917
"Wave_892",0.0141108128425026
"Wave_893",0.0127399851347938
"Wave_894",0.0141024062262157
"Wave_895",0.0137042721715255
"Wave_896",0.0127193665718661
"Wave_897",0.012549039797708
"Wave_898",0.0130668677049959
"Wave_899",0.0138671802070187
"Wave_900",0.0127458757933855
"Wave_901",0.0125022743822978
"Wave_902",0.0120793041900522
"Wave_903",0.0113861339250095
"Wave_904",0.0125617496813443
"Wave_905",0.0136670476099412
"Wave_906",0.0124458933653085
"Wave_907",0.0122914477314999
"Wave_908",0.0115502719827699
"Wave_909",0.0117185370622866
"Wave_910",0.0121977883844552
"Wave_911",0.0116267362787701
"Wave_912",0.0121190240747959
"Wave_913",0.0133072653965339
"Wave_914",0.0121067103477306
"Wave_915",0.0118656940123766
"Wave_916",0.0118710485034702
"Wave_917",0.0121265676771209
"Wave_918",0.0126965312013455
"Wave_919",0.012296920784682
"Wave_920",0.0118709907081794
"Wave_921",0.0122734099803875
"Wave_922",0.0115822903456472
"Wave_923",0.0113777095516678
"Wave_924",0.0108496132624345
"Wave_925",0.0108203263782854
"Wave_926",0.0110017254581441
"Wave_927",0.00976019288532936
"Wave_928",0.00962942663647373
"Wave_929",0.0105132641097396
"Wave_930",0.0104163127837124
"Wave_931",0.00871357488434476
"Wave_932",0.00863524640831952
"Wave_933",0.00835765453567805
"Wave_934",0.00849018183955816
"Wave_935",0.00961790052730949
"Wave_936",0.00862266503326266
"Wave_937",0.00731414632221627
"Wave_938",0.00747966463759405
"Wave_939",0.00779382180174247
"Wave_940",0.00758842465166655
"Wave_941",0.00812366236865665
"Wave_942",0.00688623620830633
"Wave_943",0.00757378785459316
"Wave_944",0.00777017716473241
"Wave_945",0.00697696562839
"Wave_946",0.00640814721145294
"Wave_947",0.00723772797543211
"Wave_948",0.00750751001195794
"Wave_949",0.00716863180222325
"Wave_950",0.00752713589609544
"Wave_951",0.00676421138475758
"Wave_952",0.00480804998126543
"Wave_953",0.00363677472545355
"Wave_954",0.00363628229769196
"Wave_955",0.00398724437227068
"Wave_956",0.00217778879957923
"Wave_957",0.00224136936419511
"Wave_958",0.00223325209128162
"Wave_959",0.00267442633895339
"Wave_960",0.00351827388574943
"Wave_961",0.00362933559389581
"Wave_962",0.00271430546286668
"Wave_963",0.00237034098877584
"Wave_964",0.00325570984618563
"Wave_965",0.00254030201618831
"Wave_966",0.00141124507592732
"Wave_967",0.00106554981094931
"Wave_968",0.00142328137207036
"Wave_969",0.0018452700276998
"Wave_970",0.00039511170185755
"Wave_971",0.000931387553116549
"Wave_972",0.00180817894217351
"Wave_973",0.00171346010768374
"Wave_974",0.00165031115120108
"Wave_975",0.00125051991883555
"Wave_976",1.19604068263368e-05
"Wave_977",0.000422925744119664
"Wave_978",-0.000578490644575319
"Wave_979",-0.00220112656590099
"Wave_980",-0.00325007479894553
"Wave_981",-0.00338926022297965
"Wave_982",-0.00366984915754016
"Wave_983",-0.00370458307839255
"Wave_984",-0.00297528600872497
"Wave_985",-0.00234190835608882
"Wave_986",-0.00142558798388573
"Wave_987",-0.00156638063341065
"Wave_988",-0.00270904657158289
"Wave_989",-0.00356876784475898
"Wave_990",-0.00430416328158304
"Wave_991",-0.00445393562203366
"Wave_992",-0.00375455653330652
"Wave_993",-0.0032908037071443
"Wave_994",-0.00278024394763599
"Wave_995",-0.00244592795141682
"Wave_996",-0.00267356164186294
"Wave_997",-0.00281637784604711
"Wave_998",-0.00284105477706377
"Wave_999",-0.00264753502857398
"Wave_1000",-0.00266828813864372
"Wave_1001",-0.0025776475240136
"Wave_1002",-0.00251799756186102
"Wave_1003",-0.00272730826489604
"Wave_1004",-0.00271466483757544
"Wave_1005",-0.00281103983391749
"Wave_1006",-0.00299661861640076
"Wave_1007",-0.00276141711177776
"Wave_1008",-0.00279234264834009
"Wave_1009",-0.00293293877349301
"Wave_1010",-0.00293062765193761
"Wave_1011",-0.00242961192259035
"Wave_1012",-0.00174436195556517
"Wave_1013",-0.00117203846337215
"Wave_1014",-0.000528832691776344
"Wave_1015",-0.000413401273193389
"Wave_1016",-0.000196764047242674
"Wave_1017",-0.00023687983869688
"Wave_1018",-0.000481214117059996
"Wave_1019",-0.000159483884485028
"Wave_1020",0.000445471495661029
"Wave_1021",0.000745412195018274
"Wave_1022",0.00113168223454277
"Wave_1023",0.0012634019588469
"Wave_1024",0.00139069150705506
"Wave_1025",0.00117608486482497
"Wave_1026",0.00105869280266956
"Wave_1027",0.00119860893270951
"Wave_1028",0.00132962460398362
"Wave_1029",0.00132093566566211
"Wave_1030",0.00131803729306795
"Wave_1031",0.00149182479972129
"Wave_1032",0.00155047975575254
"Wave_1033",0.00163525969719281
"Wave_1034",0.0017846282471369
"Wave_1035",0.00225131689032218
"Wave_1036",0.00241037936549664
"Wave_1037",0.00271030937013294
"Wave_1038",0.00285897448564092
"Wave_1039",0.00285860667302944
"Wave_1040",0.00294137950477486
"Wave_1041",0.00280534919350895
"Wave_1042",0.00277061310774683
"Wave_1043",0.00286427579885667
"Wave_1044",0.00294198609991975
"Wave_1045",0.00296075887772717
"Wave_1046",0.00304352403480654
"Wave_1047",0.00312507267154808
"Wave_1048",0.00318921357733873
"Wave_1049",0.00337850909499551
"Wave_1050",0.00329682208145259
"Wave_1051",0.00331954042556485
"Wave_1052",0.00366150619939593
"Wave_1053",0.0036809878209141
"Wave_1054",0.00381450102098878
"Wave_1055",0.00394106596874494
"Wave_1056",0.0040467875466636
"Wave_1057",0.00422788627731654
"Wave_1058",0.00439358580357098
"Wave_1059",0.00433009875584856
"Wave_1060",0.00429947380302072
"Wave_1061",0.00436901366866105
"Wave_1062",0.00435759871280238
"Wave_1063",0.00455055204654623
"Wave_1064",0.00458273762745941
"Wave_1065",0.00453064207932046
"Wave_1066",0.00458875133393262
"Wave_1067",0.00487359869208033
"Wave_1068",0.00476423692960665
"Wave_1069",0.0048668939737802
"Wave_1070",0.00497093584454426
"Wave_1071",0.00470838588831944
"Wave_1072",0.00485957079818955
"Wave_1073",0.00469669256642566
"Wave_1074",0.00463175383896457
"Wave_1075",0.00440355037859392
"Wave_1076",0.00439107908163672
"Wave_1077",0.00459136205291259
"Wave_1078",0.00460193196887186
"Wave_1079",0.00528868696205185
"Wave_1080",0.00532409011077859
"Wave_1081",0.00511704390040362
"Wave_1082",0.00498341481053787
"Wave_1083",0.00482457700677761
"Wave_1084",0.00481835388999222
"Wave_1085",0.0047547206508585
"Wave_1086",0.00475383235763836
"Wave_1087",0.00467007755268326
"Wave_1088",0.00473133117021769
"Wave_1089",0.0051173675327931
"Wave_1090",0.00536719627518226
"Wave_1091",0.00590826253120826
"Wave_1092",0.00548373243145328
"Wave_1093",0.00547761117512112
"Wave_1094",0.00488256053808965
"Wave_1095",0.00487776681748536
"Wave_1096",0.00479461362786707
"Wave_1097",0.00480851755408201
"Wave_1098",0.00456653390919107
"Wave_1099",0.00480725108852059
"Wave_1100",0.00475482084452039
"Wave_1101",0.00468610491308252
"Wave_1102",0.00470212739112949
"Wave_1103",0.0049735460051125
"Wave_1104",0.00461640855355792
"Wave_1105",0.00494543232013493
"Wave_1106",0.00492355183872136
"Wave_1107",0.00497420970948934
"Wave_1108",0.00481297682971256
"Wave_1109",0.00498631350417376
"Wave_1110",0.00456058482186822
"Wave_1111",0.00475037577397419
"Wave_1112",0.00493375279221119
"Wave_1113",0.00499365459137669
"Wave_1114",0.00515225953342477
"Wave_1115",0.00576492945052939
"Wave_1116",0.00573164237897208
"Wave_1117",0.00656121494431103
"Wave_1118",0.00664237146644247
"Wave_1119",0.00656992930511742
"Wave_1120",0.00649323619989998
"Wave_1121",0.00629725730852401
"Wave_1122",0.00611953470444037
"Wave_1123",0.00621479069514114
"Wave_1124",0.00624874183847596
"Wave_1125",0.00574298724985015
"Wave_1126",0.00577760896400534
"Wave_1127",0.00622892120926624
"Wave_1128",0.00582631858774387
"Wave_1129",0.00593096525987675
"Wave_1130",0.00578284077709872
"Wave_1131",0.00560897587143649
"Wave_1132",0.00530562481626455
"Wave_1133",0.00512287556300345
"Wave_1134",0.00501567613572068
"Wave_1135",0.00474590815417848
"Wave_1136",0.0042526964640508
"Wave_1137",0.00398442042267913
"Wave_1138",0.00352975758727008
"Wave_1139",0.00298481581641106
"Wave_1140",0.00199627853273086
"Wave_1141",0.00141447525670461
"Wave_1142",0.000772769773351535
"Wave_1143",0.000658757827629583
"Wave_1144",0.000358829917425367
"Wave_1145",-0.000685557337503455
"Wave_1146",-0.00193189723433559
"Wave_1147",-0.00257343358127682
"Wave_1148",-0.00319236130226304
"Wave_1149",-0.00391044113059595
"Wave_1150",-0.00460965365345572
"Wave_1151",-0.00503572814781768
"Wave_1152",-0.00557399569011481
"Wave_1153",-0.0056332678786944
"Wave_1154",-0.00570516936094157
"Wave_1155",-0.0047654237069833
"Wave_1156",-0.00518179782658221
"Wave_1157",-0.00583627905127199
"Wave_1158",-0.00682982245812617
"Wave_1159",-0.0071995202339928
"Wave_1160",-0.00759543373582816
"Wave_1161",-0.00799654816582361
"Wave_1162",-0.00812622863122708
"Wave_1163",-0.0082186267120418
"Wave_1164",-0.0086109918702382
"Wave_1165",-0.00880404494100767
"Wave_1166",-0.00892993666855938
"Wave_1167",-0.0089903546665167
"Wave_1168",-0.00902939505601493
"Wave_1169",-0.00926532816813811
"Wave_1170",-0.00939776974229885
"Wave_1171",-0.00927468291368757
"Wave_1172",-0.00911712900457967
"Wave_1173",-0.00916079264648289
"Wave_1174",-0.00924059977717625
"Wave_1175",-0.00952616241530676
"Wave_1176",-0.0089874270254562
"Wave_1177",-0.00954613002508643
"Wave_1178",-0.00990295246684474
"Wave_1179",-0.00992679555307504
"Wave_1180",-0.0100504844526198
"Wave_1181",-0.0101545478900767
"Wave_1182",-0.0102493189823099
"Wave_1183",-0.0103201152180597
"Wave_1184",-0.0103878664270447
"Wave_1185",-0.0102578216358115
"Wave_1186",-0.0101495840769071
"Wave_1187",-0.0102940564393749
"Wave_1188",-0.0105311782312022
"Wave_1189",-0.0110024278513239
"Wave_1190",-0.0109628484516213
"Wave_1191",-0.0109718346369512
"Wave_1192",-0.0106070522010794
"Wave_1193",-0.00971396524514834
"Wave_1194",-0.0100007531574426
"Wave_1195",-0.0104221318908354
"Wave_1196",-0.0110882459394379
"Wave_1197",-0.0115047284056239
"Wave_1198",-0.0115802188653944
"Wave_1199",-0.0116536953868378
"Wave_1200",-0.0116655682581839
"Wave_1201",-0.0115766964200804
"Wave_1202",-0.0114901509170341
"Wave_1203",-0.0114033294448993
"Wave_1204",-0.0112397245102632
"Wave_1205",-0.0111199461214862
"Wave_1206",-0.011088649805775
"Wave_1207",-0.0110150338737829
"Wave_1208",-0.0108364874859597
"Wave_1209",-0.0109017235702524
"Wave_1210",-0.011015743201501
"Wave_1211",-0.0112682973371662
"Wave_1212",-0.0114582447773467
"Wave_1213",-0.0115492994759815
"Wave_1214",-0.0115440939121409
"Wave_1215",-0.0116724584471611
"Wave_1216",-0.0117578541365205
"Wave_1217",-0.0117243582334355
"Wave_1218",-0.0115851287988513
"Wave_1219",-0.0112842508525744
"Wave_1220",-0.011305602993523
"Wave_1221",-0.0114521490823062
"Wave_1222",-0.0116176746690075
"Wave_1223",-0.0119056679426614
"Wave_1224",-0.0118924853429633
"Wave_1225",-0.0119350102604802
"Wave_1226",-0.0120937893022759
"Wave_1227",-0.0120922336525448
"Wave_1228",-0.0121174682914472
"Wave_1229",-0.0120383723093991
"Wave_1230",-0.0119645426846981
"Wave_1231",-0.0120241380198234
"Wave_1232",-0.012008205686215
"Wave_1233",-0.0118868886058753
"Wave_1234",-0.0119199850827985
"Wave_1235",-0.0119537443133482
"Wave_1236",-0.0117647546483465
"Wave_1237",-0.0115658812552596
"Wave_1238",-0.0113425016830171
"Wave_1239",-0.0112567588578774
"Wave_1240",-0.0112781750852749
"Wave_1241",-0.0111299310666
"Wave_1242",-0.0111831319174518
"Wave_1243",-0.011224631304763
"Wave_1244",-0.0111656566849321
"Wave_1245",-0.0110975810498463
"Wave_1246",-0.0110265664998582
"Wave_1247",-0.0109523686845981
"Wave_1248",-0.0108782333145257
"Wave_1249",-0.0108601490100359
"Wave_1250",-0.0110254618579766
"Wave_1251",-0.0108614168057295
"Wave_1252",-0.0106950783980602
"Wave_1253",-0.0105474422236957
"Wave_1254",-0.0105175462556486
"Wave_1255",-0.0104646014522688
"Wave_1256",-0.0103600869041911
"Wave_1257",-0.0103072275521985
"Wave_1258",-0.0101641759806751
"Wave_1259",-0.0100001892454482
"Wave_1260",-0.00982120829369487
"Wave_1261",-0.00964010846558586
"Wave_1262",-0.00956501263579996
"Wave_1263",-0.00959565268654298
"Wave_1264",-0.00948529588328601
"Wave_1265",-0.00952097035535597
"Wave_1266",-0.00944444983325136
"Wave_1267",-0.00936525262026812
"Wave_1268",-0.00912189015097079
"Wave_1269",-0.00926947127220464
"Wave_1270",-0.00934591447287993
"Wave_1271",-0.00915957133847494
"Wave_1272",-0.00924898001274979
"Wave_1273",-0.00931550604412872
"Wave_1274",-0.0091633430081603
"Wave_1275",-0.0090571344674381
"Wave_1276",-0.00812913095341301
"Wave_1277",-0.00830917002453412
"Wave_1278",-0.00858957810892037
"Wave_1279",-0.00878412697785303
"Wave_1280",-0.00877463552718167
"Wave_1281",-0.00874869916348758
"Wave_1282",-0.00862456869613001
"Wave_1283",-0.00830376627106725
"Wave_1284",-0.00849307335270674
"Wave_1285",-0.00837089167630515
"Wave_1286",-0.00852519069720451
"Wave_1287",-0.00878964495307369
"Wave_1288",-0.0089282571984872
"Wave_1289",-0.00913037348995868
"Wave_1290",-0.00902334241457968
"Wave_1291",-0.00916640506251517
"Wave_1292",-0.00918270046038793
"Wave_1293",-0.00929030567273377
"Wave_1294",-0.00961802799224414
"Wave_1295",-0.00997984174485969
"Wave_1296",-0.00961635607791592
"Wave_1297",-0.00944897424283564
"Wave_1298",-0.00955058497708397
"Wave_1299",-0.00951636006511784
"Wave_1300",-0.00984423194803681
"Wave_1301",-0.0101544538315559
"Wave_1302",-0.0107471362299352
"Wave_1303",-0.0106695564740716
"Wave_1304",-0.0106408899344448
"Wave_1305",-0.0106504465094654
"Wave_1306",-0.0106605536742469
"Wave_1307",-0.0110480813465304
"Wave_1308",-0.011049303266168
"Wave_1309",-0.0117889172957289
"Wave_1310",-0.0120796555246611
"Wave_1311",-0.0121238749447329
"Wave_1312",-0.0120705940883447
"Wave_1313",-0.0120647721581693
"Wave_1314",-0.0121090282282376
"Wave_1315",-0.0122632739857492
"Wave_1316",-0.0124500436609055
"Wave_1317",-0.0131385702693598
"Wave_1318",-0.0130614022981504
"Wave_1319",-0.0134633208755797
"Wave_1320",-0.013638110754447
"Wave_1321",-0.0137885281926121
"Wave_1322",-0.0142307651166981
"Wave_1323",-0.0141982396100146
"Wave_1324",-0.0146753566566055
"Wave_1325",-0.0151504334920475
"Wave_1326",-0.0147936455819416
"Wave_1327",-0.0149887840141026
"Wave_1328",-0.0152988827405038
"Wave_1329",-0.0156796793244207
"Wave_1330",-0.015745603442554
"Wave_1331",-0.0160497047693474
