"","Jmax25_Rog.13.comps"
"(Intercept)",352.503726527829
"Wave_500",2.27338644195312
"Wave_501",2.25898323996596
"Wave_502",2.17651200008991
"Wave_503",2.0501875500508
"Wave_504",2.00737276682684
"Wave_505",1.96390498838083
"Wave_506",1.93383107963253
"Wave_507",1.86559406668887
"Wave_508",1.70069685679659
"Wave_509",1.63960798135878
"Wave_510",1.70342902505277
"Wave_511",1.47811142311733
"Wave_512",1.37999018670337
"Wave_513",1.36495715372487
"Wave_514",1.2850054734075
"Wave_515",1.21474902087843
"Wave_516",1.06093022039178
"Wave_517",0.78277723225759
"Wave_518",0.615802790575151
"Wave_519",0.557708452868323
"Wave_520",0.557637572195117
"Wave_521",0.462764157561986
"Wave_522",0.293939467130775
"Wave_523",0.104445782072785
"Wave_524",-0.0895423697742173
"Wave_525",-0.165302513057917
"Wave_526",-0.215698694753617
"Wave_527",-0.212233689757154
"Wave_528",-0.310034816265423
"Wave_529",-0.294718762930642
"Wave_530",-0.226063619470346
"Wave_531",-0.255136506087922
"Wave_532",-0.290929134892074
"Wave_533",-0.316501583583532
"Wave_534",-0.365387453649524
"Wave_535",-0.314702485576639
"Wave_536",-0.19272895362025
"Wave_537",-0.0636691252709525
"Wave_538",0.0452117285690098
"Wave_539",-0.00390973691480984
"Wave_540",-0.0636999796062068
"Wave_541",-0.123762700642942
"Wave_542",-0.170709655578293
"Wave_543",-0.124336102530856
"Wave_544",-0.0469285210059402
"Wave_545",0.0397372364082579
"Wave_546",0.0815116430067364
"Wave_547",0.0568468164866556
"Wave_548",-0.0228234991124654
"Wave_549",-0.0591634884568212
"Wave_550",-0.0919181790003157
"Wave_551",-0.133051170265409
"Wave_552",-0.114447814111604
"Wave_553",0.0340832041245117
"Wave_554",0.0644923859304055
"Wave_555",-0.0364481717526236
"Wave_556",-0.00834741703673735
"Wave_557",-0.0118725996143349
"Wave_558",-0.0667575895113541
"Wave_559",-0.0223736849055292
"Wave_560",0.06761795857266
"Wave_561",0.0949584956074427
"Wave_562",0.0970949287175125
"Wave_563",0.118864523556407
"Wave_564",0.162394884087974
"Wave_565",0.216970660618273
"Wave_566",0.248771074439606
"Wave_567",0.410784196346627
"Wave_568",0.510067025379179
"Wave_569",0.576422941680599
"Wave_570",0.584197105352604
"Wave_571",0.624062455708529
"Wave_572",0.644230421673061
"Wave_573",0.652589629676138
"Wave_574",0.660294290386328
"Wave_575",0.59786658043186
"Wave_576",0.537977248210897
"Wave_577",0.496298890457912
"Wave_578",0.462032752713763
"Wave_579",0.464056130417354
"Wave_580",0.496076840604626
"Wave_581",0.492644998725885
"Wave_582",0.418233763470147
"Wave_583",0.346848808160548
"Wave_584",0.305971921279249
"Wave_585",0.25297595396511
"Wave_586",0.228885786123728
"Wave_587",0.218739573471138
"Wave_588",0.0982158725149847
"Wave_589",0.0443233174612024
"Wave_590",0.0437239492206717
"Wave_591",0.0671558088128673
"Wave_592",0.0684696135102555
"Wave_593",0.0471368179535399
"Wave_594",-0.0216428571599358
"Wave_595",-0.163284832109152
"Wave_596",-0.255610589340745
"Wave_597",-0.267252499227358
"Wave_598",-0.231568869080467
"Wave_599",-0.263338278519845
"Wave_600",-0.270904954350641
"Wave_601",-0.26519239949118
"Wave_602",-0.281036224780575
"Wave_603",-0.263204080794443
"Wave_604",-0.24027219460124
"Wave_605",-0.244339020046825
"Wave_606",-0.274710439134042
"Wave_607",-0.214096530398652
"Wave_608",-0.191468006168133
"Wave_609",-0.221958498734677
"Wave_610",-0.263627667821966
"Wave_611",-0.299402930842532
"Wave_612",-0.310907069882926
"Wave_613",-0.273796797309493
"Wave_614",-0.235803740953582
"Wave_615",-0.253244882156692
"Wave_616",-0.283301875581283
"Wave_617",-0.330597765121499
"Wave_618",-0.3211020852387
"Wave_619",-0.352786135998433
"Wave_620",-0.401863192790777
"Wave_621",-0.425768975092535
"Wave_622",-0.428088956550066
"Wave_623",-0.426142863780721
"Wave_624",-0.429011675423056
"Wave_625",-0.468526123121899
"Wave_626",-0.527902169146563
"Wave_627",-0.564195329966014
"Wave_628",-0.559943668427974
"Wave_629",-0.575380737188124
"Wave_630",-0.567478220294234
"Wave_631",-0.561796552129821
"Wave_632",-0.602398055839054
"Wave_633",-0.608110183112908
"Wave_634",-0.605576590288978
"Wave_635",-0.620919672544348
"Wave_636",-0.628273321275366
"Wave_637",-0.587853796605607
"Wave_638",-0.569508737105942
"Wave_639",-0.576410461078874
"Wave_640",-0.588223024316125
"Wave_641",-0.553967565218804
"Wave_642",-0.502865580079974
"Wave_643",-0.460188968008916
"Wave_644",-0.459165973042662
"Wave_645",-0.466142230515694
"Wave_646",-0.453674905234755
"Wave_647",-0.413974575512593
"Wave_648",-0.394484486228832
"Wave_649",-0.369773842238867
"Wave_650",-0.32526743236843
"Wave_651",-0.273598751844848
"Wave_652",-0.254943594223901
"Wave_653",-0.22728365998876
"Wave_654",-0.194982000321254
"Wave_655",-0.136412469624061
"Wave_656",-0.0368701104149936
"Wave_657",0.0602399285991854
"Wave_658",0.161652687119984
"Wave_659",0.287348776184857
"Wave_660",0.382127974826239
"Wave_661",0.465622242117838
"Wave_662",0.536764119141831
"Wave_663",0.664844122773593
"Wave_664",0.813238295243699
"Wave_665",0.945625277531367
"Wave_666",1.05870884001871
"Wave_667",1.13835541230103
"Wave_668",1.14732186919469
"Wave_669",1.15892770690729
"Wave_670",1.26386756830503
"Wave_671",1.38686877612522
"Wave_672",1.43980272740844
"Wave_673",1.45514354330284
"Wave_674",1.48590611875726
"Wave_675",1.55478683211988
"Wave_676",1.62979896815723
"Wave_677",1.68081574115613
"Wave_678",1.67716951950404
"Wave_679",1.67584769513054
"Wave_680",1.64666751072865
"Wave_681",1.61017617693191
"Wave_682",1.6107332981105
"Wave_683",1.51063501615561
"Wave_684",1.3649783548818
"Wave_685",1.17940524404665
"Wave_686",0.983400871997242
"Wave_687",0.717797809701056
"Wave_688",0.466330064170306
"Wave_689",0.206761059293208
"Wave_690",-0.0920587273247188
"Wave_691",-0.303138850979658
"Wave_692",-0.492515380741708
"Wave_693",-0.699626316392355
"Wave_694",-0.942768490515199
"Wave_695",-1.00529388815851
"Wave_696",-1.03604726977507
"Wave_697",-1.07991370364483
"Wave_698",-1.18073171676498
"Wave_699",-1.19925210587661
"Wave_700",-1.17293836239812
"Wave_701",-1.09445599138959
"Wave_702",-1.03852401748579
"Wave_703",-0.914037932152326
"Wave_704",-0.903373999335176
"Wave_705",-0.873897409693336
"Wave_706",-0.651519192912355
"Wave_707",-0.511961716585646
"Wave_708",-0.499041074846738
"Wave_709",-0.457998879379159
"Wave_710",-0.366340887630843
"Wave_711",-0.165223763458616
"Wave_712",-0.127433129595737
"Wave_713",-0.114461392445431
"Wave_714",-0.162498678537
"Wave_715",-0.0434774674664002
"Wave_716",0.0491343137564767
"Wave_717",0.207296280229338
"Wave_718",0.316420463600082
"Wave_719",0.337876840058668
"Wave_720",0.353793796789239
"Wave_721",0.228915872111973
"Wave_722",0.161821964410808
"Wave_723",0.231924750737173
"Wave_724",0.375370191153777
"Wave_725",0.516103384924858
"Wave_726",0.457663915444172
"Wave_727",0.542181519575601
"Wave_728",0.582143832165175
"Wave_729",0.538135163379794
"Wave_730",0.572169560950193
"Wave_731",0.62837639502101
"Wave_732",0.697981471022583
"Wave_733",0.627104872354967
"Wave_734",0.588280210320645
"Wave_735",0.570021313601185
"Wave_736",0.580392615415631
"Wave_737",0.397012722941717
"Wave_738",0.272460307624175
"Wave_739",0.310964692705488
"Wave_740",0.319062137282524
"Wave_741",0.124715382743744
"Wave_742",0.0451426147469255
"Wave_743",0.0969049219153544
"Wave_744",0.0578908557688163
"Wave_745",0.0329050501205699
"Wave_746",-0.0554087021635808
"Wave_747",-0.010533577931951
"Wave_748",-0.00320672820581511
"Wave_749",0.052388602408744
"Wave_750",-0.0173074187051722
"Wave_751",0.193529801100009
"Wave_752",0.282051401246933
"Wave_753",0.203080407873363
"Wave_754",0.118340163748542
"Wave_755",0.131557310675443
"Wave_756",0.147246593861198
"Wave_757",0.12979834694804
"Wave_758",0.0989713159713419
"Wave_759",0.151336439512649
"Wave_760",0.145997362974802
"Wave_761",0.0764053973831167
"Wave_762",-0.0102981118252919
"Wave_763",-0.0222618873177212
"Wave_764",0.03602809377834
"Wave_765",0.0465071680862201
"Wave_766",0.0783291467989936
"Wave_767",0.0881069087136891
"Wave_768",-0.0232490944098842
"Wave_769",-0.024982796365054
"Wave_770",-0.0548250841824094
"Wave_771",-0.120665064198358
"Wave_772",-0.090566925343746
"Wave_773",-0.121454478621132
"Wave_774",-0.13643968473565
"Wave_775",-0.101166388419276
"Wave_776",-0.247748324251266
"Wave_777",-0.226903865076881
"Wave_778",-0.173911810351157
"Wave_779",-0.15848625463637
"Wave_780",-0.205392146673604
"Wave_781",-0.150773022107748
"Wave_782",-0.255191047276985
"Wave_783",-0.334412540790284
"Wave_784",-0.307759148265295
"Wave_785",-0.184315929582047
"Wave_786",-0.126362604393157
"Wave_787",-0.107808043465357
"Wave_788",-0.123903442287478
"Wave_789",-0.134228590152662
"Wave_790",-0.234979138939759
"Wave_791",-0.212072868966641
"Wave_792",-0.260627009178154
"Wave_793",-0.325619386253869
"Wave_794",-0.31989136979097
"Wave_795",-0.245703907083374
"Wave_796",-0.293613296113095
"Wave_797",-0.273240387068986
"Wave_798",-0.162946165760364
"Wave_799",-0.090010619861322
"Wave_800",-0.119337936666541
"Wave_801",-0.124691265415038
"Wave_802",-0.141588995575967
"Wave_803",-0.193925845229159
"Wave_804",-0.11347450189912
"Wave_805",-0.119327092112668
"Wave_806",-0.162961667604574
"Wave_807",-0.130167855216623
"Wave_808",-0.0440302570535719
"Wave_809",-0.170569656940682
"Wave_810",-0.133237267872641
"Wave_811",-0.069036184810988
"Wave_812",-0.0633097480105125
"Wave_813",-0.0446390041633235
"Wave_814",-0.0594935870428737
"Wave_815",-0.1930092941111
"Wave_816",-0.225055934740084
"Wave_817",-0.219210617643807
"Wave_818",-0.258925178609305
