"","Jmax25_Rog.6.comps"
"(Intercept)",364.522461612491
"Wave_500",0.137350730783283
"Wave_501",0.136895054548864
"Wave_502",0.132094657641429
"Wave_503",0.123753717817782
"Wave_504",0.116532260993165
"Wave_505",0.105492787306712
"Wave_506",0.0969947322013505
"Wave_507",0.0896461779479431
"Wave_508",0.0764870198332285
"Wave_509",0.0696158591671127
"Wave_510",0.0656579376982498
"Wave_511",0.0450466577793365
"Wave_512",0.028327772111032
"Wave_513",0.0182535902909211
"Wave_514",0.00740689690162715
"Wave_515",-0.00172961526505658
"Wave_516",-0.0168190254495882
"Wave_517",-0.0389203607899041
"Wave_518",-0.0606982239024106
"Wave_519",-0.0754461539886543
"Wave_520",-0.0914312669289864
"Wave_521",-0.110719031486645
"Wave_522",-0.129790525890391
"Wave_523",-0.15180021253325
"Wave_524",-0.18097962509781
"Wave_525",-0.198394292941862
"Wave_526",-0.215371757860812
"Wave_527",-0.225238104904016
"Wave_528",-0.232128421592717
"Wave_529",-0.236791403824229
"Wave_530",-0.237509106793622
"Wave_531",-0.243881700774295
"Wave_532",-0.247461774651716
"Wave_533",-0.246287845533041
"Wave_534",-0.245644609141028
"Wave_535",-0.238301303513386
"Wave_536",-0.22371640448279
"Wave_537",-0.209190063193825
"Wave_538",-0.199427846730474
"Wave_539",-0.193080511720794
"Wave_540",-0.185632109733907
"Wave_541",-0.178291413048178
"Wave_542",-0.169558137476447
"Wave_543",-0.15914662040424
"Wave_544",-0.146027916937793
"Wave_545",-0.128962771563142
"Wave_546",-0.120724187127229
"Wave_547",-0.117978808371509
"Wave_548",-0.115776339320336
"Wave_549",-0.103678316087168
"Wave_550",-0.0870469946906973
"Wave_551",-0.0751893364579265
"Wave_552",-0.0635742647618065
"Wave_553",-0.0478665466206698
"Wave_554",-0.0363912977005344
"Wave_555",-0.029002713425235
"Wave_556",-0.0137853930966789
"Wave_557",-0.000108771296926276
"Wave_558",0.00521501649956837
"Wave_559",0.0134597412946936
"Wave_560",0.0278803591293022
"Wave_561",0.0378840738228813
"Wave_562",0.0459351334837265
"Wave_563",0.0538813838721816
"Wave_564",0.062749692195002
"Wave_565",0.0749693201786694
"Wave_566",0.0838860554723474
"Wave_567",0.103259365857747
"Wave_568",0.117028905287948
"Wave_569",0.128264296535275
"Wave_570",0.135321571101684
"Wave_571",0.142750791308295
"Wave_572",0.148969909786284
"Wave_573",0.155648935990408
"Wave_574",0.158507108311767
"Wave_575",0.157518664699577
"Wave_576",0.157046463610555
"Wave_577",0.155697888499043
"Wave_578",0.155060591698467
"Wave_579",0.155279205986169
"Wave_580",0.156955408869082
"Wave_581",0.160166039684986
"Wave_582",0.157092035521971
"Wave_583",0.15422411019432
"Wave_584",0.154194341916587
"Wave_585",0.152653338094431
"Wave_586",0.15290428289224
"Wave_587",0.152975189692621
"Wave_588",0.148199723369103
"Wave_589",0.146734157904798
"Wave_590",0.147049522764829
"Wave_591",0.14680634990039
"Wave_592",0.147781228106173
"Wave_593",0.146124226954332
"Wave_594",0.14258270355971
"Wave_595",0.139092927317649
"Wave_596",0.136018772102491
