"","Jmax25_Rog.13.comps"
"(Intercept)",406.975156362797
"Wave_500",3.08139431775908
"Wave_501",3.21379814448761
"Wave_502",3.19461298537307
"Wave_503",3.03410121885551
"Wave_504",2.83879239612179
"Wave_505",2.74547100764869
"Wave_506",2.75290496237973
"Wave_507",2.75935227639981
"Wave_508",2.50713165356744
"Wave_509",2.42996483781981
"Wave_510",2.54100850856873
"Wave_511",2.12192305158683
"Wave_512",1.99381365380416
"Wave_513",2.06100349434449
"Wave_514",2.01410277773286
"Wave_515",2.01309277081585
"Wave_516",1.85427390136121
"Wave_517",1.4222711399607
"Wave_518",1.15660771109319
"Wave_519",1.03969981297587
"Wave_520",1.00471068292088
"Wave_521",0.855533528320762
"Wave_522",0.67812756624362
"Wave_523",0.439699253404008
"Wave_524",0.0618672510057284
"Wave_525",-0.188876616644462
"Wave_526",-0.301538108381685
"Wave_527",-0.230820937546716
"Wave_528",-0.297430490874671
"Wave_529",-0.343152513301352
"Wave_530",-0.34289343657882
"Wave_531",-0.433444274219676
"Wave_532",-0.54316978404953
"Wave_533",-0.626057144669695
"Wave_534",-0.735786999158568
"Wave_535",-0.676321518196259
"Wave_536",-0.524438469556526
"Wave_537",-0.368090652366028
"Wave_538",-0.252378802797576
"Wave_539",-0.309923844330797
"Wave_540",-0.403699196065962
"Wave_541",-0.5175606589403
"Wave_542",-0.630027279130895
"Wave_543",-0.587393431739687
"Wave_544",-0.490665025703898
"Wave_545",-0.399135896411235
"Wave_546",-0.333262473773062
"Wave_547",-0.383328555423065
"Wave_548",-0.517007780774686
"Wave_549",-0.490526986823907
"Wave_550",-0.455838497208081
"Wave_551",-0.485315745875182
"Wave_552",-0.514086027424317
"Wave_553",-0.334651542363833
"Wave_554",-0.271168557205007
"Wave_555",-0.354974537097227
"Wave_556",-0.306494129623245
"Wave_557",-0.389869145523942
"Wave_558",-0.555947935960163
"Wave_559",-0.524410128696112
"Wave_560",-0.32653261647844
"Wave_561",-0.223504021741827
"Wave_562",-0.160836526017122
"Wave_563",-0.0397772831179838
"Wave_564",0.0669334829308351
"Wave_565",0.182058938488649
"Wave_566",0.230159378697802
"Wave_567",0.567154393175671
"Wave_568",0.814158612928026
"Wave_569",1.02147025035961
"Wave_570",1.11508538121287
"Wave_571",1.15914745923851
"Wave_572",1.14146382296678
"Wave_573",1.09689542598814
"Wave_574",1.08663192026219
"Wave_575",1.08493515602609
"Wave_576",1.11359397322648
"Wave_577",1.08565057733018
"Wave_578",1.03497401266865
"Wave_579",0.978237421707169
"Wave_580",0.944873788328291
"Wave_581",0.961903582818576
"Wave_582",0.875104182015288
"Wave_583",0.798223195989558
"Wave_584",0.770287611904157
"Wave_585",0.654970850736907
"Wave_586",0.601571902623617
"Wave_587",0.582030400996753
"Wave_588",0.365924910635228
"Wave_589",0.316870865555568
"Wave_590",0.36404133778701
"Wave_591",0.43157000245638
"Wave_592",0.406487596912199
"Wave_593",0.289306505378133
"Wave_594",0.125363560517575
"Wave_595",0.02240055425891
"Wave_596",-0.0967915654108019
"Wave_597",-0.0998970252130357
"Wave_598",-0.0248871181076727
"Wave_599",-0.0341796101939505
"Wave_600",-0.0319513237288648
"Wave_601",-0.0515378323419765
"Wave_602",-0.107175750005496
"Wave_603",-0.106329809656701
"Wave_604",-0.0210406321972438
"Wave_605",0.0399625994935797
"Wave_606",-0.00704364843449316
"Wave_607",0.013734358731505
"Wave_608",0.00104398320053856
"Wave_609",-0.0778162668435693
"Wave_610",-0.196656335026404
"Wave_611",-0.255565538787415
"Wave_612",-0.264216424365583
"Wave_613",-0.209480175280647
"Wave_614",-0.175571608065898
"Wave_615",-0.229514061076894
"Wave_616",-0.294800206975753
"Wave_617",-0.388836486579125
"Wave_618",-0.350007889658094
"Wave_619",-0.449969318570029
"Wave_620",-0.608413463286089
"Wave_621",-0.66201267793347
"Wave_622",-0.693409386989797
"Wave_623",-0.687822127629708
"Wave_624",-0.661601517002988
"Wave_625",-0.730749358998258
"Wave_626",-0.783541977130447
"Wave_627",-0.830136428333756
