"","Vcmax_Spec_Tleaf.12.comps"
"(Intercept)",15.5454989077186
"Wave_500",-0.867063771266725
"Wave_501",-0.805642462467382
"Wave_502",-0.748367596507553
"Wave_503",-0.719109949837741
"Wave_504",-0.65992655364438
"Wave_505",-0.608224630650714
"Wave_506",-0.557606367356478
"Wave_507",-0.546780916980899
"Wave_508",-0.511497311117005
"Wave_509",-0.459677510048612
"Wave_510",-0.402656693989787
"Wave_511",-0.350397293458397
"Wave_512",-0.298170217469123
"Wave_513",-0.243720338623492
"Wave_514",-0.201895785680247
"Wave_515",-0.147840320001804
"Wave_516",-0.0809449072089291
"Wave_517",-0.0116903216738131
"Wave_518",0.0568422616635704
"Wave_519",0.100128200018713
"Wave_520",0.116515867606425
"Wave_521",0.124074330754057
"Wave_522",0.119142417475502
"Wave_523",0.118239857257943
"Wave_524",0.145619323047238
"Wave_525",0.145015985698984
"Wave_526",0.151378049036476
"Wave_527",0.180207640140667
"Wave_528",0.139412731735346
"Wave_529",0.12590037099639
"Wave_530",0.131904399734139
"Wave_531",0.11802064901432
"Wave_532",0.107016187024105
"Wave_533",0.0873819230771627
"Wave_534",0.0466851343660982
"Wave_535",0.0191960707756836
"Wave_536",0.0181626930849557
"Wave_537",0.0332762734977345
"Wave_538",0.0492866498527237
"Wave_539",0.0586128048577331
"Wave_540",0.0616669348745742
"Wave_541",0.0579397189554525
"Wave_542",0.0642497680643067
"Wave_543",0.0760932285614509
"Wave_544",0.0875111588489252
"Wave_545",0.0895026310609767
"Wave_546",0.0862771375815858
"Wave_547",0.0833321900127757
"Wave_548",0.0818478322515989
"Wave_549",0.0665002372608593
"Wave_550",0.072132973573112
"Wave_551",0.0930261720313121
"Wave_552",0.11427007949211
"Wave_553",0.124772848592637
"Wave_554",0.120737409250327
"Wave_555",0.105245348235707
"Wave_556",0.120018498903017
"Wave_557",0.0932658275325762
"Wave_558",0.0488047987012473
"Wave_559",0.0328447369763242
"Wave_560",0.00882014372995533
"Wave_561",-0.0103021999435433
"Wave_562",-0.0158651813880589
"Wave_563",-0.0231833123287068
"Wave_564",-0.0424889104832389
"Wave_565",-0.0595514560341556
"Wave_566",-0.0651530437170487
"Wave_567",-0.0641055377670595
"Wave_568",-0.0589291404990383
"Wave_569",-0.0551347494241556
"Wave_570",-0.0832478852596657
"Wave_571",-0.0900586790032816
"Wave_572",-0.100076845568541
"Wave_573",-0.114558128274284
"Wave_574",-0.102564929135224
"Wave_575",-0.105153883683002
"Wave_576",-0.120802446377014
"Wave_577",-0.154824982371909
"Wave_578",-0.167082835926174
"Wave_579",-0.16609339264259
"Wave_580",-0.15933905717466
"Wave_581",-0.145239722259233
"Wave_582",-0.146681689607488
"Wave_583",-0.153995024900751
"Wave_584",-0.162818605727805
"Wave_585",-0.160199823570649
"Wave_586",-0.158604687113362
"Wave_587",-0.156205151727279
"Wave_588",-0.139811292132439
"Wave_589",-0.131719570932772
"Wave_590",-0.122850999490615
"Wave_591",-0.110557242148152
"Wave_592",-0.121908060809191
"Wave_593",-0.118332933250381
"Wave_594",-0.105665771379179
"Wave_595",-0.0880343809029228
"Wave_596",-0.0723920973837999
"Wave_597",-0.0620499104976276
"Wave_598",-0.0623379710555799
"Wave_599",-0.0798427438232546
"Wave_600",-0.0877866615039423
"Wave_601",-0.0950374252867723
"Wave_602",-0.102599808344506
"Wave_603",-0.111710349762773
"Wave_604",-0.115422836749802
"Wave_605",-0.118599359419341
"Wave_606",-0.124873980515331
"Wave_607",-0.15327682437496
"Wave_608",-0.190240654199827
"Wave_609",-0.230742426543391
"Wave_610",-0.259007448623771
"Wave_611",-0.2612036099467
"Wave_612",-0.262146319220961
"Wave_613",-0.268880845887587
"Wave_614",-0.278129180920092
"Wave_615",-0.288563047778425
"Wave_616",-0.299995881537044
"Wave_617",-0.309425965980119
"Wave_618",-0.318297434468795
"Wave_619",-0.315109845125876
"Wave_620",-0.3087784455887
"Wave_621",-0.316852306010143
"Wave_622",-0.323795273855908
"Wave_623",-0.32233207692793
"Wave_624",-0.311458455219391
"Wave_625",-0.305822321486009
"Wave_626",-0.296608466069037
"Wave_627",-0.285660199058432
"Wave_628",-0.276135268088681
"Wave_629",-0.267946103465006
"Wave_630",-0.264950847022506
"Wave_631",-0.265716112378349
"Wave_632",-0.269197030446074
"Wave_633",-0.23916015353468
"Wave_634",-0.219389041323563
"Wave_635",-0.205487228778579
"Wave_636",-0.181546769898014
"Wave_637",-0.144883421949225
"Wave_638",-0.105087436159682
"Wave_639",-0.0647506368422586
"Wave_640",-0.0389016711309378
"Wave_641",-0.0131535409494431
"Wave_642",0.0159390726274229
"Wave_643",0.0508881293952897
"Wave_644",0.0885165912464519
"Wave_645",0.10773866924663
"Wave_646",0.114329768085374
"Wave_647",0.109546581132106
"Wave_648",0.11937019573614
"Wave_649",0.119372002286184
"Wave_650",0.110628698141706
"Wave_651",0.096072489893124
"Wave_652",0.0675288715585099
"Wave_653",0.0383236669375753
"Wave_654",0.0119455134439619
"Wave_655",-0.0116404016968161
"Wave_656",-0.0472795595718815
"Wave_657",-0.0904176946683135
"Wave_658",-0.138085830983702
"Wave_659",-0.174823405013129
"Wave_660",-0.194998831448688
"Wave_661",-0.2105911248661
"Wave_662",-0.223991674358177
"Wave_663",-0.245473319164275
"Wave_664",-0.254042562216683
"Wave_665",-0.256757302069122
"Wave_666",-0.259330517941801
"Wave_667",-0.253787540330896
"Wave_668",-0.246087211667638
"Wave_669",-0.229470276063277
"Wave_670",-0.193553367001523
"Wave_671",-0.170841109526468
"Wave_672",-0.124665590642517
"Wave_673",-0.0773047807846114
"Wave_674",-0.0562833185179097
"Wave_675",-0.0115487728703262
"Wave_676",0.0363492500610607
"Wave_677",0.0852120315549513
"Wave_678",0.145545290819959
"Wave_679",0.220955360567301
"Wave_680",0.289043332335102
