"","Jmax_Spec_Tleaf.5.comps"
"(Intercept)",185.90298458006
"Wave_500",0.0524353188312927
"Wave_501",0.0540752591553054
"Wave_502",0.0551575843931722
"Wave_503",0.055673298351871
"Wave_504",0.0567832982256506
"Wave_505",0.057901185705378
"Wave_506",0.0589107201195866
"Wave_507",0.0595638662154698
"Wave_508",0.0595413156554109
"Wave_509",0.0600399536603556
"Wave_510",0.06098492627004
"Wave_511",0.0612525534537933
"Wave_512",0.0618764324943609
"Wave_513",0.0623653344912968
"Wave_514",0.0616311085489337
"Wave_515",0.0611316817842807
"Wave_516",0.0605833822691928
"Wave_517",0.0598786324858818
"Wave_518",0.058911524325967
"Wave_519",0.0575706098417695
"Wave_520",0.0558789305014441
"Wave_521",0.0540680509853932
"Wave_522",0.05165560443578
"Wave_523",0.0492237059399927
"Wave_524",0.0472880234729747
"Wave_525",0.0445345721125769
"Wave_526",0.0422458521838974
"Wave_527",0.0406180467282485
"Wave_528",0.0391559634039085
"Wave_529",0.037485333091331
"Wave_530",0.0358226146482485
"Wave_531",0.03403152883014
"Wave_532",0.0317306485739558
"Wave_533",0.0295417431456805
"Wave_534",0.0274896054422507
"Wave_535",0.0259752561134728
"Wave_536",0.0251345910008883
"Wave_537",0.0247459841041915
"Wave_538",0.0247387987623461
"Wave_539",0.0240241959676531
"Wave_540",0.0227802133236357
"Wave_541",0.0212470893895611
"Wave_542",0.0204938043386969
"Wave_543",0.0205809500591867
"Wave_544",0.0208439576883938
"Wave_545",0.0206617994215974
"Wave_546",0.0195485239263438
"Wave_547",0.0179322427719282
"Wave_548",0.0160670165299647
"Wave_549",0.0156556544319786
"Wave_550",0.0155611317129062
"Wave_551",0.0157068021003651
"Wave_552",0.0164565941897283
"Wave_553",0.017525689087503
"Wave_554",0.0181114142083063
"Wave_555",0.0182156962936112
"Wave_556",0.0190966609077327
"Wave_557",0.0199291367842413
"Wave_558",0.0205040721612943
"Wave_559",0.0206577781807423
"Wave_560",0.0211873178174897
"Wave_561",0.0213470973402091
"Wave_562",0.0213591235754554
"Wave_563",0.0220461811626946
"Wave_564",0.0222110066915055
"Wave_565",0.0226220207269558
"Wave_566",0.0233777677729929
"Wave_567",0.0250551155855639
"Wave_568",0.0263388135394755
"Wave_569",0.0274521916539951
"Wave_570",0.0287027504664325
"Wave_571",0.0305663902633502
"Wave_572",0.0323706662366456
"Wave_573",0.0339513538751578
"Wave_574",0.0356487641805406
"Wave_575",0.0374565026214669
"Wave_576",0.0391394884954301
"Wave_577",0.0402733408321037
"Wave_578",0.0411335255727251
"Wave_579",0.0421302870694524
"Wave_580",0.0433068254512262
"Wave_581",0.0440232634853695
"Wave_582",0.0448011571614995
"Wave_583",0.0455827918468047
