"","LMA_gDW_m2.9.comps"
"(Intercept)",88.1731596060046
"Wave_500",0.272300301180969
"Wave_501",0.26643986220204
"Wave_502",0.260538509608766
"Wave_503",0.254086996052102
"Wave_504",0.245930096849013
"Wave_505",0.236934570735366
"Wave_506",0.227822035532275
"Wave_507",0.218241587372716
"Wave_508",0.207867083877712
"Wave_509",0.196815663221131
"Wave_510",0.184029023755544
"Wave_511",0.170431155370149
"Wave_512",0.15697021701202
"Wave_513",0.143769191718827
"Wave_514",0.127484015050841
"Wave_515",0.111874524762354
"Wave_516",0.0976842802821152
"Wave_517",0.0820565732314607
"Wave_518",0.0680680850114382
"Wave_519",0.0526533832612458
"Wave_520",0.0415144647633178
"Wave_521",0.0294053892184884
"Wave_522",0.0161628534140943
"Wave_523",-0.000370372101164791
"Wave_524",-0.0132162667632443
"Wave_525",-0.0196281850476981
"Wave_526",-0.0306537122286633
"Wave_527",-0.0380280975290545
"Wave_528",-0.0403677463254708
"Wave_529",-0.0417533766369445
"Wave_530",-0.0443031244583442
"Wave_531",-0.0471461021929894
"Wave_532",-0.0514379443566601
"Wave_533",-0.0519755375680618
"Wave_534",-0.0541696306262735
"Wave_535",-0.053776907162313
"Wave_536",-0.0566012438626387
"Wave_537",-0.0604852253223397
"Wave_538",-0.0607627851348919
"Wave_539",-0.0620580539014923
"Wave_540",-0.0649179867904084
"Wave_541",-0.0680537908619555
"Wave_542",-0.0623720582970183
"Wave_543",-0.06384817067912
"Wave_544",-0.0635367155010758
"Wave_545",-0.0602140071386391
"Wave_546",-0.0566355889889107
"Wave_547",-0.0588390482230756
"Wave_548",-0.067943774284076
"Wave_549",-0.0805322292810838
"Wave_550",-0.0828202171288002
"Wave_551",-0.075195677450075
"Wave_552",-0.0617837293580128
"Wave_553",-0.055622809444064
"Wave_554",-0.0510803140865673
"Wave_555",-0.0476572554501175
"Wave_556",-0.035207833425436
"Wave_557",-0.0211478409795806
"Wave_558",-0.00734246555377275
"Wave_559",-0.000141947165414061
"Wave_560",0.000705506407456709
"Wave_561",-0.00245086355526716
"Wave_562",-0.00658925760110457
"Wave_563",-0.00800873169100229
"Wave_564",-0.00570957845556321
"Wave_565",-0.00806933455222401
