"","Narea_g_m2.12.comps"
"(Intercept)",1.63121998869462
"Wave_500",0.00487662294994977
"Wave_501",0.00456099429430074
"Wave_502",0.00434274661747053
"Wave_503",0.00406258953460934
"Wave_504",0.00364607374781528
"Wave_505",0.00325347984484056
"Wave_506",0.00287458832717002
"Wave_507",0.00242612994091031
"Wave_508",0.00197759478032316
"Wave_509",0.00140013689077249
"Wave_510",0.000751880954999836
"Wave_511",0.00012527135576667
"Wave_512",-0.000576388850569922
"Wave_513",-0.00129134825494507
"Wave_514",-0.00210812339516896
"Wave_515",-0.0030921233506668
"Wave_516",-0.00417051553158154
"Wave_517",-0.00530284958039945
"Wave_518",-0.00635817949230577
"Wave_519",-0.00731900552324681
"Wave_520",-0.00808883823701681
"Wave_521",-0.00899655116736398
"Wave_522",-0.00983805039911921
"Wave_523",-0.0107098729985266
"Wave_524",-0.0114237839242583
"Wave_525",-0.0120488738635195
"Wave_526",-0.0125807761087567
"Wave_527",-0.0128885823899275
"Wave_528",-0.0127689449794081
"Wave_529",-0.0123750150330988
"Wave_530",-0.0119167479992514
"Wave_531",-0.0116586204181132
"Wave_532",-0.0114172067904321
"Wave_533",-0.0108571710534013
"Wave_534",-0.0103425109566478
"Wave_535",-0.00946336267085229
"Wave_536",-0.00863814677096414
"Wave_537",-0.00799961203121407
"Wave_538",-0.00731527446802363
"Wave_539",-0.00667433142023059
"Wave_540",-0.00604187525435473
"Wave_541",-0.00554352890333415
"Wave_542",-0.00438218698478932
"Wave_543",-0.00367982111267013
"Wave_544",-0.00294526472535007
"Wave_545",-0.00199412651908438
"Wave_546",-0.00186264984178984
"Wave_547",-0.00178504428963574
"Wave_548",-0.00190044370965601
"Wave_549",-0.00178547078750098
"Wave_550",-0.00135820943510884
"Wave_551",-0.000497558042686208
"Wave_552",0.00010616544976988
"Wave_553",0.00077958725456362
"Wave_554",0.00125018985976328
"Wave_555",0.00171819001920861
"Wave_556",0.00242676344380011
"Wave_557",0.00331570758507868
"Wave_558",0.00400565639317664
"Wave_559",0.00455551146608077
"Wave_560",0.00519479608879189
"Wave_561",0.00570042155683058
"Wave_562",0.00641428134778998
"Wave_563",0.00732658698288373
"Wave_564",0.0082728646011903
"Wave_565",0.00899180555938346
"Wave_566",0.00955511784923064
"Wave_567",0.009781766480498
"Wave_568",0.010121442377158
"Wave_569",0.010380910191579
"Wave_570",0.0103963377831907
"Wave_571",0.0102162468238133
"Wave_572",0.0100504477109138
"Wave_573",0.00981188000232584
"Wave_574",0.00959555163123743
"Wave_575",0.00930296592197397
"Wave_576",0.0090007000171484
"Wave_577",0.00856560873460663
"Wave_578",0.00826408901786173
"Wave_579",0.00785497842701503
"Wave_580",0.00744076351959625
"Wave_581",0.00724903352088739
"Wave_582",0.00707564871378423
"Wave_583",0.00692436508188211
"Wave_584",0.00667341015674938
"Wave_585",0.00632119828327796
"Wave_586",0.00589750399728957
"Wave_587",0.0054653305681978
"Wave_588",0.0050321602999603
"Wave_589",0.00459168143253491
"Wave_590",0.0040917647994809
"Wave_591",0.00357304527845562
"Wave_592",0.00325325513210653
"Wave_593",0.00295003598150948
"Wave_594",0.00258205320495119
"Wave_595",0.00218431987949918
"Wave_596",0.0017869121630965
"Wave_597",0.00143213262222292
"Wave_598",0.00108621032459338
"Wave_599",0.000771802948610457
"Wave_600",0.000479070453426032
"Wave_601",0.000298700204855289
"Wave_602",4.81037961816454e-05
"Wave_603",-6.07292970493019e-05
"Wave_604",-0.000185062389175075
"Wave_605",-0.000300243607385025
"Wave_606",-0.000505461873066598
"Wave_607",-0.000481843627414962
"Wave_608",-0.000464596913560539
"Wave_609",-0.000464113404984711
"Wave_610",-0.000532052559756062
"Wave_611",-0.000596132734716993
"Wave_612",-0.000632915944094801
"Wave_613",-0.000586353636626669
"Wave_614",-0.000588728465108828
"Wave_615",-0.000728504623091179
"Wave_616",-0.000814951623185203
"Wave_617",-0.000968147839160251
"Wave_618",-0.00119884730949431
"Wave_619",-0.00133740650247048
"Wave_620",-0.00141533831771502
"Wave_621",-0.00156997697221727
"Wave_622",-0.00160484216200637
"Wave_623",-0.00170204327376741
"Wave_624",-0.0018145888874331
"Wave_625",-0.00199412091613158
"Wave_626",-0.0021315377989832
"Wave_627",-0.00237694104178902
"Wave_628",-0.00248646742841701
"Wave_629",-0.0025907975927131
"Wave_630",-0.00258133306584356
"Wave_631",-0.00266854533321237
"Wave_632",-0.0027579563780343
"Wave_633",-0.00257081504501399
"Wave_634",-0.00235338774080257
"Wave_635",-0.00212827972407994
"Wave_636",-0.00181797345110329
"Wave_637",-0.00150801415092049
"Wave_638",-0.00125006337117122
"Wave_639",-0.00101892168429398
"Wave_640",-0.000615845660022336
"Wave_641",-0.000360097591772785
"Wave_642",-0.00014205184980357
"Wave_643",0.000205317615694274
"Wave_644",0.000572769962181845
"Wave_645",0.00100776381694546
"Wave_646",0.00155343961373787
"Wave_647",0.00208928287412925
"Wave_648",0.00240157390944991
"Wave_649",0.00264034732045041
"Wave_650",0.00300079581567365
"Wave_651",0.00328488181134475
"Wave_652",0.00349129868088666
"Wave_653",0.00379440287072301
"Wave_654",0.00420367397977438
"Wave_655",0.00472149615538231
"Wave_656",0.00515129610126987
"Wave_657",0.00556940779264843
"Wave_658",0.00615534459328311
"Wave_659",0.00647462339492512
"Wave_660",0.00717359292602862
"Wave_661",0.00793614507035229
"Wave_662",0.00867772015770403
"Wave_663",0.00934791002472181
"Wave_664",0.00977943650342412
"Wave_665",0.0102124970305213
"Wave_666",0.0104693057494783
"Wave_667",0.0109817421548068
"Wave_668",0.0112997455739043
"Wave_669",0.0112239484655511
"Wave_670",0.0109505806932596
"Wave_671",0.0105382833392174
"Wave_672",0.0103408964855312
"Wave_673",0.010215157970994
"Wave_674",0.0100612501954369
"Wave_675",0.00997532291250485
"Wave_676",0.0100617268018913
"Wave_677",0.010231920977667
"Wave_678",0.0104201967074576
"Wave_679",0.010441030613595
"Wave_680",0.0103379283742111
"Wave_681",0.0100316362625215
"Wave_682",0.00955784368725983
"Wave_683",0.00889318449722286
"Wave_684",0.00794918712125842
"Wave_685",0.00675212106168322
"Wave_686",0.00526397659627253
"Wave_687",0.0033750783695211
"Wave_688",0.00111735429362529
"Wave_689",-0.00136734116609016
"Wave_690",-0.00367988392894359
"Wave_691",-0.00613252306155092
"Wave_692",-0.00865730546452793
"Wave_693",-0.0112435926713703
"Wave_694",-0.0139903389190528
"Wave_695",-0.0154968847061636
"Wave_696",-0.0168686830879
"Wave_697",-0.0182290662193522
"Wave_698",-0.0204384211121792
"Wave_699",-0.0214309842646885
"Wave_700",-0.0217207158887879
"Wave_701",-0.0221263985207154
"Wave_702",-0.021549668295147
"Wave_703",-0.0205259384672647
"Wave_704",-0.0198477057306709
"Wave_705",-0.0192335685804495
"Wave_706",-0.0164805870958725
"Wave_707",-0.0149977097965281
"Wave_708",-0.0142337670415495
"Wave_709",-0.01287478675509
"Wave_710",-0.0107090501837739
"Wave_711",-0.00788996292107189
"Wave_712",-0.00621981934624991
"Wave_713",-0.00570511059962678
"Wave_714",-0.00270678561224238
"Wave_715",-0.00106834175595473
"Wave_716",-0.00131002041434213
"Wave_717",-0.00273401674301599
"Wave_718",-0.00275333696982103
"Wave_719",-0.000939911891946512
"Wave_720",0.0029621039142111
"Wave_721",0.00507699819069987
"Wave_722",0.00561084360756507
"Wave_723",0.00564752994814097
"Wave_724",0.00568728647182899
"Wave_725",0.00566873776520547
"Wave_726",0.00703726192265674
"Wave_727",0.00805567021311206
"Wave_728",0.00763357553545042
"Wave_729",0.00813752103148604
"Wave_730",0.00819827509285608
"Wave_731",0.00899545161710306
"Wave_732",0.00988596465726566
"Wave_733",0.0106496017731449
"Wave_734",0.00958416107015276
"Wave_735",0.00842322542285314
"Wave_736",0.00759018728237015
"Wave_737",0.0060893877061012
"Wave_738",0.00616446664526571
"Wave_739",0.00574484677481478
"Wave_740",0.00471110604046003
"Wave_741",0.00377132136953867
"Wave_742",0.00339105058324574
"Wave_743",0.00389955976602829
"Wave_744",0.0036165383835152
"Wave_745",0.00227089054791116
"Wave_746",0.0018955123764499
"Wave_747",0.00122736018611307
"Wave_748",0.000146495340584034
"Wave_749",-0.000508390610887403
"Wave_750",-0.000744122386693202
"Wave_751",-0.000145817462574732
"Wave_752",-0.000410756591821615
"Wave_753",-0.000327946034989153
"Wave_754",0.000158425941149621
"Wave_755",0.000621760877822186
"Wave_756",0.000783169968565516
"Wave_757",-0.000228609877079037
"Wave_758",-0.00334615927328388
"Wave_759",-0.00975853411359506
"Wave_760",-0.0167036107988587
"Wave_761",-0.0196848244093844
"Wave_762",-0.01514140742579
"Wave_763",-0.0100067312593275
"Wave_764",-0.0059200844645866
"Wave_765",-0.00209899035201005
"Wave_766",0.00134559887681109
"Wave_767",0.00181626651519537
"Wave_768",0.00237519269773603
