"","Vcmax_Spec_Tleaf.8.comps"
"(Intercept)",36.2567881614649
"Wave_500",-0.271035709484438
"Wave_501",-0.250440416874361
"Wave_502",-0.228298926946242
"Wave_503",-0.21156114487602
"Wave_504",-0.189652293839516
"Wave_505",-0.173634156718177
"Wave_506",-0.157848457366884
"Wave_507",-0.14641115833781
"Wave_508",-0.128632970431351
"Wave_509",-0.107208505805375
"Wave_510",-0.0825702773457924
"Wave_511",-0.0567545099989079
"Wave_512",-0.0319496323081059
"Wave_513",-0.00930398386911587
"Wave_514",0.0132184103884224
"Wave_515",0.0366837459762387
"Wave_516",0.0606022319973304
"Wave_517",0.0854054299721353
"Wave_518",0.109238116040735
"Wave_519",0.126548357104143
"Wave_520",0.135405980253853
"Wave_521",0.138923089993333
"Wave_522",0.135995424363567
"Wave_523",0.131981156070476
"Wave_524",0.131804924865585
"Wave_525",0.126368273444585
"Wave_526",0.121798508555285
"Wave_527",0.124092512906852
"Wave_528",0.105168912434278
"Wave_529",0.0927441240326733
"Wave_530",0.084776812009244
"Wave_531",0.0667563869604187
"Wave_532",0.0561990469455681
"Wave_533",0.0449708096079609
"Wave_534",0.0259106905362103
"Wave_535",0.0094345538246305
"Wave_536",1.66024395969883e-05
"Wave_537",-0.00646053931119742
"Wave_538",-0.0149055016723439
"Wave_539",-0.0236164398093633
"Wave_540",-0.0308584225201686
"Wave_541",-0.0362205729885875
"Wave_542",-0.0440303506344774
"Wave_543",-0.0496417893914352
"Wave_544",-0.0545715255834905
"Wave_545",-0.063151734509363
"Wave_546",-0.0717708049715633
"Wave_547",-0.0805614102671839
"Wave_548",-0.0907036013088715
"Wave_549",-0.0970575719742649
"Wave_550",-0.0967451257082234
"Wave_551",-0.0944915041578882
"Wave_552",-0.0913403180677317
"Wave_553",-0.0911114100621505
"Wave_554",-0.0932829951133081
"Wave_555",-0.0959799760189929
"Wave_556",-0.0914627527909281
"Wave_557",-0.0961717282867819
"Wave_558",-0.10653185127536
"Wave_559",-0.111183358362699
"Wave_560",-0.114749867554967
"Wave_561",-0.116260126282535
"Wave_562",-0.114215790877462
"Wave_563",-0.110944808347432
"Wave_564",-0.11181009758571
"Wave_565",-0.111315833723702
"Wave_566",-0.110255019632913
"Wave_567",-0.10401776824469
"Wave_568",-0.0962544301083205
"Wave_569",-0.0872772157862581
"Wave_570",-0.089673219617705
"Wave_571",-0.0850176230150761
"Wave_572",-0.0795774230676826
"Wave_573",-0.0728933104336782
"Wave_574",-0.0644028517571802
"Wave_575",-0.0604671897483297
"Wave_576",-0.0589837580702888
"Wave_577",-0.0612572367017441
"Wave_578",-0.0604321959522013
"Wave_579",-0.0575422226986592
"Wave_580",-0.0539487317291444
"Wave_581",-0.0451665417040947
"Wave_582",-0.0433942945358596
"Wave_583",-0.0423558793783947
"Wave_584",-0.0378277449238126
"Wave_585",-0.0332841278516667
"Wave_586",-0.0309292718383974
"Wave_587",-0.028904386758982
"Wave_588",-0.0205208782358
"Wave_589",-0.0172803648508203
"Wave_590",-0.0130593617485278
"Wave_591",-0.00808922988384336
"Wave_592",-0.00742778902658834
"Wave_593",-0.0033269217417223
"Wave_594",0.0018437990532932
"Wave_595",0.00754184310130799
"Wave_596",0.0163116756581648
"Wave_597",0.0213117309031737
"Wave_598",0.0212548417795197
"Wave_599",0.0177314498458613
"Wave_600",0.0185666671979461
"Wave_601",0.0202960436624463
"Wave_602",0.0220250945210449
"Wave_603",0.0205877255551071
"Wave_604",0.0206832444283752
"Wave_605",0.0209184597043214
"Wave_606",0.0214211925327274
"Wave_607",0.0146735255902642
"Wave_608",0.00787546673880537
"Wave_609",0.00107868320498261
"Wave_610",-0.0049619133032975
"Wave_611",-0.00501855777568021
"Wave_612",-0.00538752313675068
"Wave_613",-0.00843053634646425
"Wave_614",-0.0121410665430782
"Wave_615",-0.015167052092448
"Wave_616",-0.0181750912741757
"Wave_617",-0.0213447068529101
"Wave_618",-0.0200798179416649
"Wave_619",-0.0192369901272865
"Wave_620",-0.0195003099438744
"Wave_621",-0.0187715826078931
"Wave_622",-0.0216802320767052
