"","CN_ratio.8.comps"
"(Intercept)",23.9612617876507
"Wave_500",-0.0319268106985116
"Wave_501",-0.0311262326200812
"Wave_502",-0.0305915857512204
"Wave_503",-0.029894315304917
"Wave_504",-0.0290681740361882
"Wave_505",-0.0283678738920286
"Wave_506",-0.0276197121757084
"Wave_507",-0.0265417445629287
"Wave_508",-0.0255859399464208
"Wave_509",-0.0244917577013912
"Wave_510",-0.0231980320345185
"Wave_511",-0.0219579522257919
"Wave_512",-0.020357218094123
"Wave_513",-0.0188679233572574
"Wave_514",-0.0178715158423027
"Wave_515",-0.01652932099182
"Wave_516",-0.0146887432651331
"Wave_517",-0.0127290104460093
"Wave_518",-0.0109326383862535
"Wave_519",-0.00969241873525933
"Wave_520",-0.00809427085166868
"Wave_521",-0.00644292955847443
"Wave_522",-0.0053729769387993
"Wave_523",-0.00482066904911356
"Wave_524",-0.00419740046866263
"Wave_525",-0.00319005138322277
"Wave_526",-0.00318854761858158
"Wave_527",-0.00392898069452678
"Wave_528",-0.00518745314200506
"Wave_529",-0.0069353846455796
"Wave_530",-0.0089184932131585
"Wave_531",-0.0103664808413756
"Wave_532",-0.0117332703841153
"Wave_533",-0.0135512625857257
"Wave_534",-0.0150429080817246
"Wave_535",-0.017215335710824
"Wave_536",-0.0196004067640748
"Wave_537",-0.0214902566810191
"Wave_538",-0.023193373488327
"Wave_539",-0.0248346123765734
"Wave_540",-0.0266974881939595
"Wave_541",-0.0278597520215182
"Wave_542",-0.0306525409744836
"Wave_543",-0.0320750924400062
"Wave_544",-0.0333207528186322
"Wave_545",-0.0350568241333205
"Wave_546",-0.0362926521069639
"Wave_547",-0.0380830362086045
"Wave_548",-0.040569653875429
"Wave_549",-0.0427308078970662
"Wave_550",-0.0447288524653887
"Wave_551",-0.0450231634736661
"Wave_552",-0.0442326894441942
"Wave_553",-0.0444929138356371
"Wave_554",-0.0462838606806118
"Wave_555",-0.0477516218805714
"Wave_556",-0.0485313622458012
"Wave_557",-0.0477084961421223
"Wave_558",-0.0445657760596986
"Wave_559",-0.041907408045339
"Wave_560",-0.0411123671483255
"Wave_561",-0.0411658327408773
"Wave_562",-0.0419695151811278
"Wave_563",-0.0429427647344257
"Wave_564",-0.0436437404285462
"Wave_565",-0.0436934293955673
"Wave_566",-0.043477218482338
"Wave_567",-0.0427251526258828
"Wave_568",-0.0422147161378919
"Wave_569",-0.0417118223151355
"Wave_570",-0.0412218285716839
"Wave_571",-0.0396842513543317
"Wave_572",-0.0382084129948524
"Wave_573",-0.0365646645597926
"Wave_574",-0.0351107629528437
"Wave_575",-0.0336687182765363
"Wave_576",-0.0321246271663021
"Wave_577",-0.0303940307961499
"Wave_578",-0.0292016339449016
"Wave_579",-0.0277583966342624
"Wave_580",-0.0263570602103379
"Wave_581",-0.025155658474757
"Wave_582",-0.0238647293573828
"Wave_583",-0.0227564119187162
"Wave_584",-0.0211104732970069
"Wave_585",-0.0196182950507154
"Wave_586",-0.0179458423297335
"Wave_587",-0.0161660431693619
"Wave_588",-0.0142118167225373
"Wave_589",-0.0118909836505708
"Wave_590",-0.00933196261109189
"Wave_591",-0.00696350918141368
"Wave_592",-0.00473774469718372
"Wave_593",-0.00301593635699423
"Wave_594",-0.00136525010116357
"Wave_595",0.000779834036655282
"Wave_596",0.00265625121615009
"Wave_597",0.00406852171492601
"Wave_598",0.00520617493535594
"Wave_599",0.00643566483349073
"Wave_600",0.00750620940455303
"Wave_601",0.00857467678576159
"Wave_602",0.00988917387479675
"Wave_603",0.0103897490415122
"Wave_604",0.0108971548668083
"Wave_605",0.0116856733567331
"Wave_606",0.0126166358282611
